INCHIKEY,pH_aq,IE,IE_hat_fp,class_fp
RNVCVTLRINQCPJ-UHFFFAOYSA-N,2.7,3.25,3.1185418829710203,train
RNVCVTLRINQCPJ-UHFFFAOYSA-N,10.7,1.14,1.6355448088712226,train
RNVCVTLRINQCPJ-UHFFFAOYSA-N,1.9,3.05,3.1573615097431813,train
RNVCVTLRINQCPJ-UHFFFAOYSA-N,7.0,1.06,1.9419507334345876,train
BSKHPKMHTQYZBB-UHFFFAOYSA-N,2.7,3.245,2.80565895349433,train
DPJCXCZTLWNFOH-UHFFFAOYSA-N,2.8200000000000003,1.4555533864,1.6345979339639443,train
DPJCXCZTLWNFOH-UHFFFAOYSA-N,10.7,1.84,1.5787581470588576,train
DPJCXCZTLWNFOH-UHFFFAOYSA-N,1.8999999999999997,1.9933333333333332,1.9605254676796369,train
DPJCXCZTLWNFOH-UHFFFAOYSA-N,4.01,1.1564465355,1.2127929706338911,train
DPJCXCZTLWNFOH-UHFFFAOYSA-N,5.01,1.100335206,1.2104089980211639,train
DPJCXCZTLWNFOH-UHFFFAOYSA-N,6.0200000000000005,1.335722648,1.233809295432892,train
DPJCXCZTLWNFOH-UHFFFAOYSA-N,7.0,1.343333333333333,1.2293962952330606,train
CMWKITSNTDAEDT-UHFFFAOYSA-N,2.7,0.78,0.49045914766400633,test
SLAMLWHELXOEJZ-UHFFFAOYSA-N,2.7,1.57,1.3531819733095602,train
SLAMLWHELXOEJZ-UHFFFAOYSA-N,10.7,0.0,-0.00019388882435977806,train
SLAMLWHELXOEJZ-UHFFFAOYSA-N,1.9,1.08,1.1827642822826192,train
YZEUHQHUFTYLPH-UHFFFAOYSA-N,2.7,2.42,2.416159591678813,train
YZEUHQHUFTYLPH-UHFFFAOYSA-N,10.7,1.94,1.9960059502250367,train
YZEUHQHUFTYLPH-UHFFFAOYSA-N,1.9,2.21,2.150827865231288,train
YZEUHQHUFTYLPH-UHFFFAOYSA-N,7.0,1.9,2.083767406276998,train
AZYKGQOIAGPVCK-UHFFFAOYSA-N,2.7,3.44,3.261876792847804,train
AZYKGQOIAGPVCK-UHFFFAOYSA-N,10.7,3.1,3.0203552293744327,train
AZYKGQOIAGPVCK-UHFFFAOYSA-N,1.9,2.98,3.09290338112462,train
AZYKGQOIAGPVCK-UHFFFAOYSA-N,7.0,3.01,2.8687076707662054,train
XFDUHJPVQKIXHO-UHFFFAOYSA-N,2.8200000000000003,2.3324845034,2.0208300201346407,train
XFDUHJPVQKIXHO-UHFFFAOYSA-N,1.9,2.12,2.1100231807975014,train
XFDUHJPVQKIXHO-UHFFFAOYSA-N,4.01,1.2837166813333334,1.4335075088891502,train
XFDUHJPVQKIXHO-UHFFFAOYSA-N,5.01,1.1349905855,1.4035102173662972,train
XFDUHJPVQKIXHO-UHFFFAOYSA-N,6.0200000000000005,1.2530138438333334,1.3327951708167047,train
XFDUHJPVQKIXHO-UHFFFAOYSA-N,7.0,1.185,1.1705652890748075,train
CWLKGDAVCFYWJK-UHFFFAOYSA-N,2.7,2.5,2.5026621185773648,train
CWLKGDAVCFYWJK-UHFFFAOYSA-N,1.9,2.22,2.4232256798261407,train
CWLKGDAVCFYWJK-UHFFFAOYSA-N,6.5,1.64,1.6913943656916108,train
CWLKGDAVCFYWJK-UHFFFAOYSA-N,7.0,2.13,1.66996705939254,train
CUYKNJBYIJFRCU-UHFFFAOYSA-N,2.7,3.15,2.834287381107006,train
PWRBCZZQRRPXAB-UHFFFAOYSA-N,2.7,1.0,1.5758836022778249,train
NEGFNJRAUMCZMY-UHFFFAOYSA-N,2.7,2.48,2.8327615436782496,train
NEGFNJRAUMCZMY-UHFFFAOYSA-N,1.9,2.635,2.707574387146012,train
NEGFNJRAUMCZMY-UHFFFAOYSA-N,6.5,2.46,2.470020063433941,train
NEGFNJRAUMCZMY-UHFFFAOYSA-N,7.0,2.46,2.3558310272656975,train
GRFNBEZIAWKNCO-UHFFFAOYSA-N,2.7,2.76,2.924484015196819,train
GRFNBEZIAWKNCO-UHFFFAOYSA-N,1.9,2.6100000000000003,2.7613871647826316,train
GRFNBEZIAWKNCO-UHFFFAOYSA-N,6.5,2.19,2.066711265005569,train
GRFNBEZIAWKNCO-UHFFFAOYSA-N,7.0,2.43,2.1001416410770952,train
LPYUENQFPVNPHY-UHFFFAOYSA-N,2.6999999999999997,0.4356486598749999,0.13318472711638085,test
LPYUENQFPVNPHY-UHFFFAOYSA-N,10.7,-1.24,-0.1972114158958087,test
LPYUENQFPVNPHY-UHFFFAOYSA-N,6.785,0.0024999999999999988,-0.015684337045368757,test
LPYUENQFPVNPHY-UHFFFAOYSA-N,5.52,-0.235,0.18890615272908295,test
LPYUENQFPVNPHY-UHFFFAOYSA-N,7.8,-0.6599999999999999,-0.011578768852037236,test
LPYUENQFPVNPHY-UHFFFAOYSA-N,2.0,0.0049999999999999975,0.4019059847139528,test
MOYHVSKDHLMMPS-UHFFFAOYSA-N,2.7333333333333334,3.360133348222222,3.0449009793288457,test
MOYHVSKDHLMMPS-UHFFFAOYSA-N,10.7,1.525,2.0937566831869048,test
MOYHVSKDHLMMPS-UHFFFAOYSA-N,1.95,3.6025,2.9575454607635776,test
MOYHVSKDHLMMPS-UHFFFAOYSA-N,6.8566666666666665,1.945,2.2126478207940523,test
MOYHVSKDHLMMPS-UHFFFAOYSA-N,5.895,2.07570609825,2.3835272713042324,test
MOYHVSKDHLMMPS-UHFFFAOYSA-N,7.8,1.665,2.241117508178519,test
MOYHVSKDHLMMPS-UHFFFAOYSA-N,4.01,2.3968957451666664,2.5736474307776778,test
MOYHVSKDHLMMPS-UHFFFAOYSA-N,5.01,2.151317927,2.570281705427811,test
KUEFXPHXHHANKS-UHFFFAOYSA-N,2.7,0.5,2.4269225459779076,test
XJCVRTZCHMZPBD-UHFFFAOYSA-N,2.8200000000000003,1.7737592163999998,1.453052088861547,train
XJCVRTZCHMZPBD-UHFFFAOYSA-N,1.9,2.2800000000000002,2.1286629987544146,train
XJCVRTZCHMZPBD-UHFFFAOYSA-N,3.912,0.003305282399999987,0.31783797871421804,train
XJCVRTZCHMZPBD-UHFFFAOYSA-N,5.01,-0.09730310550000001,0.11347850341135635,train
XJCVRTZCHMZPBD-UHFFFAOYSA-N,6.0200000000000005,0.14181148933333332,0.12968231130263197,train
XJCVRTZCHMZPBD-UHFFFAOYSA-N,7.0,-0.16999999999999998,0.15151521896219355,train
ZETIVVHRRQLWFW-UHFFFAOYSA-N,2.7,0.09,0.15044411699359417,train
GCULFCLKGQBOGK-UHFFFAOYSA-N,2.7,6.15,6.10015366957113,train
JJJCOTBTRPGEAR-UHFFFAOYSA-N,2.7,6.17,6.00799258524525,train
CVMNNFOTFQWDTF-UHFFFAOYSA-N,2.7375000000000003,4.7219900209375005,5.572631439212359,test
CVMNNFOTFQWDTF-UHFFFAOYSA-N,10.7,4.6,5.296404641223533,test
CVMNNFOTFQWDTF-UHFFFAOYSA-N,6.785,4.3625,4.896631124615212,test
CVMNNFOTFQWDTF-UHFFFAOYSA-N,5.52,4.33,4.931856481075609,test
CVMNNFOTFQWDTF-UHFFFAOYSA-N,7.8,4.1,4.8135469108026605,test
CVMNNFOTFQWDTF-UHFFFAOYSA-N,2.0,4.495,5.1627301637524,test
XEYYACREDHJLIQ-UHFFFAOYSA-N,2.7,5.56,5.684593133269695,train
YDXCUZWMJGXIGH-UHFFFAOYSA-N,2.7299999999999995,4.5729043191,4.682537268682033,train
YDXCUZWMJGXIGH-UHFFFAOYSA-N,10.7,4.52,4.342722280012062,train
YDXCUZWMJGXIGH-UHFFFAOYSA-N,6.785,4.109999999999999,3.9460876939072573,train
YDXCUZWMJGXIGH-UHFFFAOYSA-N,5.52,4.025,3.9882929193418777,train
YDXCUZWMJGXIGH-UHFFFAOYSA-N,7.8,3.4299999999999997,3.7765011026030813,train
YDXCUZWMJGXIGH-UHFFFAOYSA-N,2.0,4.27,4.341999450901075,train
ALYNCZNDIQEVRV-UHFFFAOYSA-N,3.914166666666667,2.1941870500833334,2.1221293680352344,train
ALYNCZNDIQEVRV-UHFFFAOYSA-N,6.022857142857143,1.8979908007142856,1.8975519540675085,train
ALYNCZNDIQEVRV-UHFFFAOYSA-N,2.9073333333333338,2.6711546388666663,2.544920461141106,train
ALYNCZNDIQEVRV-UHFFFAOYSA-N,9.24,2.4021646353333335,2.249422589051655,train
ALYNCZNDIQEVRV-UHFFFAOYSA-N,6.824285714285714,1.801104360428571,1.734204887348352,train
ALYNCZNDIQEVRV-UHFFFAOYSA-N,10.1475,2.5251776427499997,2.3817511491809866,train
ALYNCZNDIQEVRV-UHFFFAOYSA-N,2.1514285714285717,2.682467808142857,2.6471189730718168,train
ALYNCZNDIQEVRV-UHFFFAOYSA-N,5.128333333333333,1.892166365666667,2.0153685993275965,train
ALYNCZNDIQEVRV-UHFFFAOYSA-N,8.016666666666667,2.1010814323333333,2.278234929046424,train
ALYNCZNDIQEVRV-UHFFFAOYSA-N,1.42,3.080517262,2.9317293829312847,train
ALYNCZNDIQEVRV-UHFFFAOYSA-N,10.7,2.08,1.745361808120438,train
ALYNCZNDIQEVRV-UHFFFAOYSA-N,12.24,1.553596707,1.808754791540298,train
BZORFPDSXLZWJF-UHFFFAOYSA-N,2.7,3.28,2.9971757608212215,train
BZORFPDSXLZWJF-UHFFFAOYSA-N,1.9,2.825,2.830985130281951,train
BZORFPDSXLZWJF-UHFFFAOYSA-N,6.5,2.77,2.5775377996117355,train
BZORFPDSXLZWJF-UHFFFAOYSA-N,7.0,2.96,2.7245497021310836,train
PLIKAWJENQZMHA-UHFFFAOYSA-N,2.6999999999999997,2.401276212444445,2.733708835884436,test
PLIKAWJENQZMHA-UHFFFAOYSA-N,10.699999999999998,0.82,1.7270692815886455,test
PLIKAWJENQZMHA-UHFFFAOYSA-N,1.9666666666666668,1.7733333333333334,2.5582340199914864,test
PLIKAWJENQZMHA-UHFFFAOYSA-N,6.828,1.4420000000000002,1.6404888843828522,test
PLIKAWJENQZMHA-UHFFFAOYSA-N,5.52,1.125,2.01018705091918,test
PLIKAWJENQZMHA-UHFFFAOYSA-N,7.8,1.08,1.7220867821667118,test
NUKYPUAOHBNCPY-UHFFFAOYSA-N,2.7,2.9,2.8838379632708957,train
NUKYPUAOHBNCPY-UHFFFAOYSA-N,10.7,2.81,2.513871791077034,train
NUKYPUAOHBNCPY-UHFFFAOYSA-N,1.9,2.61,2.746503792213757,train
NUKYPUAOHBNCPY-UHFFFAOYSA-N,7.0,2.33,1.9905339631029637,train
MDJFYWKFFRJRJG-UHFFFAOYSA-N,2.7375000000000003,4.600106028625,4.659630904396833,train
MDJFYWKFFRJRJG-UHFFFAOYSA-N,10.7,4.205,4.151951625825475,train
MDJFYWKFFRJRJG-UHFFFAOYSA-N,6.785,4.165,4.180379829186703,train
MDJFYWKFFRJRJG-UHFFFAOYSA-N,5.52,4.2,4.299443649006505,train
MDJFYWKFFRJRJG-UHFFFAOYSA-N,7.8,4.35,4.1939007120881,train
MDJFYWKFFRJRJG-UHFFFAOYSA-N,2.0,4.05,4.133012211921615,train
PBGKNXWGYQPUJK-UHFFFAOYSA-N,2.7,2.32,1.4418705547861757,test
QSNSCYSYFYORTR-UHFFFAOYSA-N,2.75,2.230139187583333,2.0514523304893575,train
QSNSCYSYFYORTR-UHFFFAOYSA-N,10.7,0.8,0.7536593062279859,train
QSNSCYSYFYORTR-UHFFFAOYSA-N,1.9,3.0,2.8171665906456234,train
QSNSCYSYFYORTR-UHFFFAOYSA-N,7.0,0.62,0.8005080948324785,train
CJAOGUFAAWZWNI-UHFFFAOYSA-N,2.7,2.7833110527142857,3.3846387432458576,train
CJAOGUFAAWZWNI-UHFFFAOYSA-N,10.7,3.325,3.2787970606909047,train
CJAOGUFAAWZWNI-UHFFFAOYSA-N,1.95,3.2925,3.176200425843265,train
CJAOGUFAAWZWNI-UHFFFAOYSA-N,6.828,2.7220000000000004,2.885689364478888,train
CJAOGUFAAWZWNI-UHFFFAOYSA-N,5.846666666666667,2.7166666666666663,2.872740258550241,train
CJAOGUFAAWZWNI-UHFFFAOYSA-N,7.8,2.875,2.9607291186316305,train
LLIOADBCFIXIEU-UHFFFAOYSA-N,2.7,3.65,3.2760301477928215,train
RGHHSNMVTDWUBI-UHFFFAOYSA-N,2.7,0.7015012049285714,0.8277242667884006,train
RGHHSNMVTDWUBI-UHFFFAOYSA-N,10.7,0.8999999999999999,0.6692849570525978,train
RGHHSNMVTDWUBI-UHFFFAOYSA-N,6.785,0.86,0.6233791891163105,train
RGHHSNMVTDWUBI-UHFFFAOYSA-N,5.52,0.63,0.7027603804295213,train
RGHHSNMVTDWUBI-UHFFFAOYSA-N,7.8,0.62,0.6816255664514093,train
RGHHSNMVTDWUBI-UHFFFAOYSA-N,2.0,0.8,0.9129294787100535,train
FJKROLUGYXJWQN-UHFFFAOYSA-N,2.7,1.46,1.0255032890381743,train
FJKROLUGYXJWQN-UHFFFAOYSA-N,10.7,-0.03,0.20509696669923505,train
FJKROLUGYXJWQN-UHFFFAOYSA-N,1.9,1.24,1.254138330418416,train
FJKROLUGYXJWQN-UHFFFAOYSA-N,7.0,0.07,0.33472191812327345,train
BHAAPTBBJKJZER-UHFFFAOYSA-N,3.8183333333333334,3.102620680833333,3.0074849877112007,train
BHAAPTBBJKJZER-UHFFFAOYSA-N,6.0249999999999995,2.749725410625,2.536510810558258,train
BHAAPTBBJKJZER-UHFFFAOYSA-N,2.9788888888888887,3.2647695461111113,3.049773195127477,train
BHAAPTBBJKJZER-UHFFFAOYSA-N,7.987500000000001,2.4157210295,2.380238171345993,train
BHAAPTBBJKJZER-UHFFFAOYSA-N,9.24,2.7209323836666663,2.6897225292407607,train
BHAAPTBBJKJZER-UHFFFAOYSA-N,6.6925,2.495797418,2.467079656816511,train
BHAAPTBBJKJZER-UHFFFAOYSA-N,10.1475,3.09525993325,2.885953730203627,train
BHAAPTBBJKJZER-UHFFFAOYSA-N,2.3400000000000003,3.4589876325,3.4576023784301557,train
BHAAPTBBJKJZER-UHFFFAOYSA-N,5.1875,2.7630968447499997,2.748631051194524,train
BHAAPTBBJKJZER-UHFFFAOYSA-N,1.42,3.167275188,3.41364353604273,train
BHAAPTBBJKJZER-UHFFFAOYSA-N,12.24,2.77903998,2.618079481079349,train
ZEYHEAKUIGZSGI-UHFFFAOYSA-N,2.95,1.62,1.3902479139850799,train
ZEYHEAKUIGZSGI-UHFFFAOYSA-N,10.7,0.8,0.6622175426766179,train
ZEYHEAKUIGZSGI-UHFFFAOYSA-N,2.0,1.9,1.5052473293059143,train
ZEYHEAKUIGZSGI-UHFFFAOYSA-N,7.9,-0.1,-0.04905689953211789,train
ZEYHEAKUIGZSGI-UHFFFAOYSA-N,6.7,0.5,0.9266324593511159,train
ZEYHEAKUIGZSGI-UHFFFAOYSA-N,5.8,0.8,0.9951330563141114,train
ZTKDMNHEQMILPE-UHFFFAOYSA-N,3.8183333333333334,3.3722995396666664,3.403330347622769,train
ZTKDMNHEQMILPE-UHFFFAOYSA-N,6.0249999999999995,3.0429008125,3.031576317140654,train
ZTKDMNHEQMILPE-UHFFFAOYSA-N,2.9788888888888887,3.6658592691111114,3.415050645673279,train
ZTKDMNHEQMILPE-UHFFFAOYSA-N,7.987500000000001,2.6961213087499996,2.857961773368382,train
ZTKDMNHEQMILPE-UHFFFAOYSA-N,9.24,2.666632251333333,3.0674163464743187,train
ZTKDMNHEQMILPE-UHFFFAOYSA-N,6.6925,3.0241588255,2.962145163398907,train
ZTKDMNHEQMILPE-UHFFFAOYSA-N,10.1475,3.1423982974999998,3.2237147532755626,train
ZTKDMNHEQMILPE-UHFFFAOYSA-N,2.3400000000000003,4.143830405499999,3.9045729807124676,train
ZTKDMNHEQMILPE-UHFFFAOYSA-N,5.1875,3.064567261,3.1995413193708875,train
ZTKDMNHEQMILPE-UHFFFAOYSA-N,1.42,4.174305662,3.978137697207165,train
ZTKDMNHEQMILPE-UHFFFAOYSA-N,12.24,3.064756339,2.9930279377567066,train
XQABVLBGNWBWIV-UHFFFAOYSA-N,2.7,3.8639790946428567,3.246478378198961,train
XQABVLBGNWBWIV-UHFFFAOYSA-N,10.699999999999998,2.26,1.9271060366649175,train
XQABVLBGNWBWIV-UHFFFAOYSA-N,1.9666666666666668,3.1666666666666665,3.201833186062877,train
XQABVLBGNWBWIV-UHFFFAOYSA-N,6.828,1.858,1.811339247116206,train
