INCHIKEY,pH_aq,IE,IE_hat_fp,class_fp
XQABVLBGNWBWIV-UHFFFAOYSA-N,5.52,1.47,1.9653481082561104,train
XQABVLBGNWBWIV-UHFFFAOYSA-N,7.8,1.965,1.9039227973960657,train
RZXMPPFPUUCRFN-UHFFFAOYSA-N,2.7,3.39,3.1144529606643077,train
RZXMPPFPUUCRFN-UHFFFAOYSA-N,10.7,1.95,1.768625737714632,train
RZXMPPFPUUCRFN-UHFFFAOYSA-N,1.9,3.16,3.2007739644766717,train
RZXMPPFPUUCRFN-UHFFFAOYSA-N,7.0,1.77,2.101887388069975,train
ZBCATMYQYDCTIZ-UHFFFAOYSA-N,2.7,-0.516277981,-0.3100448976884276,train
TYMLOMAKGOJONV-UHFFFAOYSA-N,2.7,2.42,2.3158784730446325,train
TYMLOMAKGOJONV-UHFFFAOYSA-N,10.7,2.82,2.5748767121051848,train
TYMLOMAKGOJONV-UHFFFAOYSA-N,1.9,2.34,2.3949843054728257,train
TYMLOMAKGOJONV-UHFFFAOYSA-N,7.0,2.4000000000000004,1.9396262220849054,train
BXRFQSNOROATLV-UHFFFAOYSA-N,2.7,-0.09,-0.0003520764167088686,train
OTLNPYWUJOZPPA-UHFFFAOYSA-N,10.7,-1.18,-0.8029853229369852,train
VYDWQPKRHOGLPA-UHFFFAOYSA-N,2.7,2.48,2.496634588430582,train
VYDWQPKRHOGLPA-UHFFFAOYSA-N,10.7,2.28,2.1671757037888346,train
VYDWQPKRHOGLPA-UHFFFAOYSA-N,1.9,2.24,2.1772366106635577,train
VYDWQPKRHOGLPA-UHFFFAOYSA-N,7.0,2.19,2.248717309201434,train
BEYOBVMPDRKTNR-UHFFFAOYSA-N,2.7,2.99,2.869974655708622,train
WSXGQYDHJZKQQB-UHFFFAOYSA-N,2.7,3.65,3.1932011345548763,train
WSXGQYDHJZKQQB-UHFFFAOYSA-N,10.7,3.2,2.951767741790007,train
WSXGQYDHJZKQQB-UHFFFAOYSA-N,1.9,3.16,3.0895549361852694,train
WSXGQYDHJZKQQB-UHFFFAOYSA-N,7.0,2.5,2.7759475243560625,train
QYIXCDOBOSTCEI-QCYZZNICSA-N,2.7,0.04475562,0.23055099997330863,train
XPAZGLFMMUODDK-UHFFFAOYSA-N,2.7,3.14,3.043958807801822,train
SLXKOJJOQWFEFD-UHFFFAOYSA-N,2.7,2.9,2.576271921638122,train
ORZRMRUXSPNQQL-UHFFFAOYSA-N,2.7,1.78,1.9245171905632463,train
WZJYKHNJTSNBHV-UHFFFAOYSA-N,2.7,4.1,3.2809550740372417,test
JHIAOWGCGNMQKA-UHFFFAOYSA-N,3.914166666666667,3.2135118363333333,3.4189257203551455,test
JHIAOWGCGNMQKA-UHFFFAOYSA-N,6.022857142857143,3.1104823262857146,3.3497777040589365,test
JHIAOWGCGNMQKA-UHFFFAOYSA-N,2.8943750000000006,3.6171466083124995,3.5740390330938867,test
JHIAOWGCGNMQKA-UHFFFAOYSA-N,7.987500000000001,3.2589204412500004,3.2934244259062426,test
JHIAOWGCGNMQKA-UHFFFAOYSA-N,9.24,3.356894499333333,3.332978583184586,test
JHIAOWGCGNMQKA-UHFFFAOYSA-N,6.794999999999999,2.8997400538333338,3.1819837804968865,test
JHIAOWGCGNMQKA-UHFFFAOYSA-N,10.1475,3.8556144667499996,3.39525381067208,test
JHIAOWGCGNMQKA-UHFFFAOYSA-N,2.193333333333334,3.7944351028333334,3.8234080415796483,test
JHIAOWGCGNMQKA-UHFFFAOYSA-N,5.128333333333333,3.1404496416666667,3.4105087058653516,test
JHIAOWGCGNMQKA-UHFFFAOYSA-N,1.42,3.731495171,3.8229318658381333,test
JHIAOWGCGNMQKA-UHFFFAOYSA-N,12.24,3.684944466,3.490549657659006,test
FZEYVTFCMJSGMP-UHFFFAOYSA-N,2.7,3.34,3.3849485055178845,train
WCXDHFDTOYPNIE-UHFFFAOYSA-N,2.7666666666666666,2.8407862616666666,2.8822308869964335,train
OIPILFWXSMYKGL-UHFFFAOYSA-N,2.7,3.38,3.240189711916732,train
FIGKGJVUYAFLBI-UHFFFAOYSA-N,2.7,3.4858225405,3.201502577055146,test
DDBMQDADIHOWIC-UHFFFAOYSA-N,2.7,2.36,2.2308415767231535,test
DZBUGLKDJFMEHC-UHFFFAOYSA-N,2.8000000000000003,3.8250299636666667,3.5488976626389968,train
DZBUGLKDJFMEHC-UHFFFAOYSA-N,1.9,3.7800000000000002,3.6908338597617614,train
DZBUGLKDJFMEHC-UHFFFAOYSA-N,4.01,3.3910518701666663,3.4236046552578934,train
DZBUGLKDJFMEHC-UHFFFAOYSA-N,5.01,3.2150630445,3.3951806939205174,train
DZBUGLKDJFMEHC-UHFFFAOYSA-N,6.0200000000000005,3.424038695666667,3.2906438930697366,train
DZBUGLKDJFMEHC-UHFFFAOYSA-N,7.0,3.225,3.0931064867092255,train
GFFGJBXGBJISGV-UHFFFAOYSA-N,2.7,3.3387830052,3.309142915324159,test
WNLRTRBMVRJNCN-UHFFFAOYSA-N,2.7,-0.280823778,1.5460744438765601,test
XCSGPAVHZFQHGE-UHFFFAOYSA-N,2.7444444444444454,2.806024798666667,2.894655033033256,train
XCSGPAVHZFQHGE-UHFFFAOYSA-N,10.7,2.29,2.548937135390202,train
XCSGPAVHZFQHGE-UHFFFAOYSA-N,6.768000000000001,2.5854435425999998,2.6432583568051586,train
XCSGPAVHZFQHGE-UHFFFAOYSA-N,5.52,2.51,2.754300637455301,train
XCSGPAVHZFQHGE-UHFFFAOYSA-N,7.95,3.72399922875,3.5033367689877224,train
XCSGPAVHZFQHGE-UHFFFAOYSA-N,2.0,1.96309560425,2.28270985875932,train
XCSGPAVHZFQHGE-UHFFFAOYSA-N,5.0,3.7073813216250002,3.033984190497941,train
XCSGPAVHZFQHGE-UHFFFAOYSA-N,10.0,3.9819347329999997,3.6199562889208385,train
QGLZXHRNAYXIBU-UITAMQMPSA-N,2.7,3.22,2.6203255237943504,train
YRRKLBAKDXSTNC-UITAMQMPSA-N,2.71764705882353,1.6328393779411765,1.853510611351602,train
YRRKLBAKDXSTNC-UITAMQMPSA-N,10.7,0.525,0.7477195625580011,train
YRRKLBAKDXSTNC-UITAMQMPSA-N,6.785,2.185,2.0629740590450716,train
YRRKLBAKDXSTNC-UITAMQMPSA-N,5.52,2.31,2.154651299714185,train
YRRKLBAKDXSTNC-UITAMQMPSA-N,7.8,2.4000000000000004,2.231141771102061,train
YRRKLBAKDXSTNC-UITAMQMPSA-N,2.0,0.995,1.1552571029033982,train
BXPMAGSOWXBZHS-UITAMQMPSA-N,2.7,1.83,2.4025881928823436,train
IYIKLHRQXLHMJQ-UHFFFAOYSA-N,2.9106666666666663,4.7159377868000005,4.435065268630319,test
IYIKLHRQXLHMJQ-UHFFFAOYSA-N,2.09,4.4465560306250005,4.358394495458009,test
KRMDCWKBEZIMAB-UHFFFAOYSA-N,2.9106666666666663,4.6943204267333325,4.471990603554366,test
KRMDCWKBEZIMAB-UHFFFAOYSA-N,2.09,4.51310742175,4.761970096866554,test
MGRVRXRGTBOSHW-UHFFFAOYSA-N,2.6999999999999997,0.151205078,0.17423177775858667,train
MGRVRXRGTBOSHW-UHFFFAOYSA-N,10.7,-0.72,-0.5578558929251063,train
MGRVRXRGTBOSHW-UHFFFAOYSA-N,6.785,0.12250000000000001,-0.06333449535512958,train
MGRVRXRGTBOSHW-UHFFFAOYSA-N,5.52,-0.27,-0.10515376572893986,train
MGRVRXRGTBOSHW-UHFFFAOYSA-N,7.8,-0.11499999999999999,-0.18408187436624868,train
MGRVRXRGTBOSHW-UHFFFAOYSA-N,2.0,0.205,0.08867100264428407,train
AVKUERGKIZMTKX-NJBDSQKTSA-N,2.7,3.63,2.6351328610544344,train
PAYRUJLWNCNPSJ-UHFFFAOYSA-N,2.8,2.6957488938888887,2.35602942506184,test
PAYRUJLWNCNPSJ-UHFFFAOYSA-N,1.9,2.75,2.821363920421823,test
PAYRUJLWNCNPSJ-UHFFFAOYSA-N,4.01,0.9798409346666667,1.8142971892444009,test
PAYRUJLWNCNPSJ-UHFFFAOYSA-N,5.01,0.540269064,1.806968244208558,test
PAYRUJLWNCNPSJ-UHFFFAOYSA-N,6.0200000000000005,0.6499527996666666,1.6330013422379694,test
PAYRUJLWNCNPSJ-UHFFFAOYSA-N,7.0,0.55,1.496476242099935,test
MWPLVEDNUUSJAV-UHFFFAOYSA-N,2.7,0.91,0.9702447191972567,train
RZVHIXYEVGDQDX-UHFFFAOYSA-N,2.7,1.93,2.3767519950696587,test
VEQOALNAAJBPNY-UHFFFAOYSA-N,2.742857142857143,3.5546419500714284,3.3766701602155016,train
VEQOALNAAJBPNY-UHFFFAOYSA-N,6.85,3.2983635765,3.1517707619698836,train
VEQOALNAAJBPNY-UHFFFAOYSA-N,5.0,3.5004302254999997,3.3997277786747766,train
VEQOALNAAJBPNY-UHFFFAOYSA-N,10.0,4.000618375666666,3.8670293134288425,train
VEQOALNAAJBPNY-UHFFFAOYSA-N,8.0,4.045720857285715,3.947858071834728,train
VEQOALNAAJBPNY-UHFFFAOYSA-N,2.0,2.738486463,2.8586655784272343,train
VKOBVWXKNCXXDE-UHFFFAOYSA-N,2.7,1.254349369,1.3124650641371116,train
ODKSFYDXXFIFQN-BYPYZUCNSA-N,2.7000000000000006,2.6894208133333333,2.6869607524977295,train
CEUORZQYGODEFX-UHFFFAOYSA-N,2.9106666666666663,4.349629789066666,4.379645707484617,train
CEUORZQYGODEFX-UHFFFAOYSA-N,2.09,3.8224449517499997,3.8332031765728516,train
DCXYFEDJOCDNAF-REOHCLBHSA-N,2.7,1.8149412885,1.8004252232613986,test
CKLJMWTZIZZHCS-REOHCLBHSA-N,2.7,1.6312218445,1.744462060911633,train
METKIMKYRPQLGS-UHFFFAOYSA-N,2.8755555555555556,3.837713389722222,3.798503920043281,train
METKIMKYRPQLGS-UHFFFAOYSA-N,2.09,3.0631565703750003,3.274043593424686,train
BDJRBEYXGGNYIS-UHFFFAOYSA-N,2.7,1.605,1.5362497718047858,test
MQTOSJVFKKJCRP-OHJWJPDZSA-N,2.7,5.242513235,5.06906169828361,train
WFDXOXNFNRHQEC-GHRIWEEISA-N,2.742857142857143,3.3403036857142854,3.417015781101976,train
CJPQIRJHIZUAQP-UHFFFAOYSA-N,2.7,3.38,3.768635814649602,train
CJPQIRJHIZUAQP-UHFFFAOYSA-N,7.0,4.324249778,4.0898065922865285,train
CWLGEPSKQDNHIO-NFLUSIDLSA-N,2.7,2.79,2.9929100009081084,train
KXDAEFPNCMNJSK-UHFFFAOYSA-N,2.95,2.41,2.2779940577897233,train
KXDAEFPNCMNJSK-UHFFFAOYSA-N,10.7,1.5,1.3619157625238436,train
KXDAEFPNCMNJSK-UHFFFAOYSA-N,2.0,2.2,2.0458156295008143,train
KXDAEFPNCMNJSK-UHFFFAOYSA-N,7.9,1.2,1.2812620060876736,train
KXDAEFPNCMNJSK-UHFFFAOYSA-N,6.7,1.8,1.8026089992330863,train
KXDAEFPNCMNJSK-UHFFFAOYSA-N,5.8,2.0,1.896157464067504,train
PXXJHWLDUBFPOL-UHFFFAOYSA-N,2.7,3.47,3.534905256782748,train
ZVSKZLHKADLHSD-UHFFFAOYSA-N,2.7,2.76,3.014453775660354,train
HYZJCKYKOHLVJF-UHFFFAOYSA-N,2.7,3.29,3.4591113219326317,train
WPYMKLBDIGXBTP-UHFFFAOYSA-N,2.7,1.1600000000000001,0.9625626442974506,train
RWCCWEUUXYIKHB-UHFFFAOYSA-N,2.95,2.21,2.1094238347822105,train
RWCCWEUUXYIKHB-UHFFFAOYSA-N,10.7,1.3,1.4568080684324491,train
RWCCWEUUXYIKHB-UHFFFAOYSA-N,2.0,2.0,1.8630186480604591,train
RWCCWEUUXYIKHB-UHFFFAOYSA-N,7.9,0.2,0.5852124153530656,train
RWCCWEUUXYIKHB-UHFFFAOYSA-N,6.7,1.6,1.9071958815415853,train
RWCCWEUUXYIKHB-UHFFFAOYSA-N,5.8,2.1,1.9796359842984699,train
WGQKYBSKWIADBV-UHFFFAOYSA-N,2.7,3.29,3.07421242953949,train
UCMIRNVEIXFBKS-UHFFFAOYSA-N,2.7,2.15,1.9772264201376752,train
OMFRMAHOUUJSGP-UNOMPAQXSA-N,2.6999999999999997,-0.4281451572222222,-0.4000297348650057,train
OMFRMAHOUUJSGP-UNOMPAQXSA-N,10.7,0.01999999999999999,0.08682880427987305,train
OMFRMAHOUUJSGP-UNOMPAQXSA-N,6.785,0.18,0.1795580215514474,train
OMFRMAHOUUJSGP-UNOMPAQXSA-N,5.52,0.095,0.22831607261106823,train
OMFRMAHOUUJSGP-UNOMPAQXSA-N,7.8,0.245,0.2749151049431524,train
OMFRMAHOUUJSGP-UNOMPAQXSA-N,2.0,-0.825,-0.851571750726067,train
WPTCSQBWLUUYDV-UHFFFAOYSA-N,2.7,4.66,4.372956418686701,train
VGPIBGGRCVEHQZ-UHFFFAOYSA-N,2.7,2.83,3.795589940277341,test
WYEMLYFITZORAB-UHFFFAOYSA-N,2.75,2.3966952818333334,2.590672301014734,train
WYEMLYFITZORAB-UHFFFAOYSA-N,7.0,3.620149707,3.4744119139466596,train
NNBFNNNWANBMTI-UHFFFAOYSA-M,2.7,4.790172156,4.083748169581564,test
DSKJPMWIHSOYEA-UHFFFAOYSA-N,2.75,4.1852223155,4.094856984490924,train
DSKJPMWIHSOYEA-UHFFFAOYSA-N,7.0,3.95660949,4.013985863706475,train
PRLVTUNWOQKEAI-UHFFFAOYSA-N,2.7750000000000004,4.181421203499999,4.077660318695407,train
QWCRAEMEVRGPNT-UHFFFAOYSA-N,2.9106666666666663,4.605806276333333,3.8198074295856843,test
QWCRAEMEVRGPNT-UHFFFAOYSA-N,2.09,4.114175671750001,3.3573039354320136,test
QWCRAEMEVRGPNT-UHFFFAOYSA-N,7.0,4.137986782,3.7418530831888797,test
HQABUPZFAYXKJW-UHFFFAOYSA-N,2.7,2.65,2.898427587278967,train
JHRWWRDRBPCWTF-UHFFFAOYSA-N,2.7,1.17,1.2943703216076885,train
FFGPTBGBLSHEPO-UHFFFAOYSA-N,2.7428571428571433,3.393868503,3.2728592967540853,train
FFGPTBGBLSHEPO-UHFFFAOYSA-N,6.85,3.2393223,3.2044218085187897,train
FFGPTBGBLSHEPO-UHFFFAOYSA-N,5.0,3.146316813222222,3.246218918990802,train
FFGPTBGBLSHEPO-UHFFFAOYSA-N,10.0,3.9691117493333334,3.8434799200516485,train
FFGPTBGBLSHEPO-UHFFFAOYSA-N,8.0,3.9525881172,3.9371131044803676,train
FFGPTBGBLSHEPO-UHFFFAOYSA-N,2.0,2.434089546,2.464763549919904,train
TWFZGCMQGLPBSX-UHFFFAOYSA-N,2.75,3.030543182166667,3.093020877945446,train
TWFZGCMQGLPBSX-UHFFFAOYSA-N,7.0,3.073240729,3.215692594370618,train
WYKYKTKDBLFHCY-UHFFFAOYSA-N,2.7529411764705887,2.669504106941177,3.106145855909274,test
WYKYKTKDBLFHCY-UHFFFAOYSA-N,10.0,3.4713642605,3.6421756849402835,test
WYKYKTKDBLFHCY-UHFFFAOYSA-N,8.0,3.909593400125,3.814929309581416,test
WYKYKTKDBLFHCY-UHFFFAOYSA-N,5.0,2.9653058660000005,3.197252458108585,test
WYKYKTKDBLFHCY-UHFFFAOYSA-N,2.0,1.744142245,2.4270784869085906,test
WYKYKTKDBLFHCY-UHFFFAOYSA-N,6.7,3.036465857,2.939677235534323,test
JUZXDNPBRPUIOR-UHFFFAOYSA-N,2.7,3.29,3.15507489816334,train
BHQCQFFYRZLCQQ-OELDTZBJSA-N,2.7,1.3,1.1411009812630784,train
WBYWAXJHAXSJNI-UHFFFAOYSA-N,2.7,0.8859857106923077,0.5786354027741996,train
WBYWAXJHAXSJNI-UHFFFAOYSA-N,10.7,-0.735,-0.3035724288244581,train
WBYWAXJHAXSJNI-UHFFFAOYSA-N,6.785,0.05,0.17700904464224587,train
WBYWAXJHAXSJNI-UHFFFAOYSA-N,5.52,0.36,0.35873933160163984,train
WBYWAXJHAXSJNI-UHFFFAOYSA-N,7.8,0.075,0.17281419933455755,train
WBYWAXJHAXSJNI-UHFFFAOYSA-N,2.0,0.86,0.6938172951150721,train
MYSWGUAQZAJSOK-UHFFFAOYSA-N,2.7,3.100917464,3.191735018530248,train
AGOYDEPGAOXOCK-KCBOHYOISA-N,2.7,5.303209096,4.826663259872818,test
KDLRVYVGXIQJDK-NOWPCOIGSA-N,2.7,3.612965974,3.412146360906577,test
UXADOQPNKNTIHB-UHFFFAOYSA-N,2.742857142857143,2.200417781428572,2.3332873144177677,train
TXCGAZHTZHNUAI-UHFFFAOYSA-N,2.7,-0.444710195,-0.22967726737908123,train
HJIUPFPIEBPYIE-UHFFFAOYSA-N,2.7,3.92,3.9537492906128326,train
ZXJXZNDDNMQXFV-UHFFFAOYSA-M,2.7,4.598593317,4.407313905643804,test
LRNJHZNPJSPMGK-UHFFFAOYSA-N,2.7375000000000003,1.9910267258750003,2.179810280857861,test
LRNJHZNPJSPMGK-UHFFFAOYSA-N,10.7,1.795,2.0449112464483172,test
LRNJHZNPJSPMGK-UHFFFAOYSA-N,6.785,2.4499999999999997,2.059911325854886,test
LRNJHZNPJSPMGK-UHFFFAOYSA-N,5.52,2.76,2.1099913530020302,test
LRNJHZNPJSPMGK-UHFFFAOYSA-N,7.8,2.8449999999999998,2.1364104675780267,test
LRNJHZNPJSPMGK-UHFFFAOYSA-N,2.0,1.795,1.796361007558151,test
HDHLIWCXDDZUFH-UHFFFAOYSA-N,2.742857142857143,3.955499196857143,4.011290981992845,train
HDHLIWCXDDZUFH-UHFFFAOYSA-N,6.85,3.6543352905,3.6669844367978426,train
HDHLIWCXDDZUFH-UHFFFAOYSA-N,5.0,3.799635454,3.810716768045405,train
HDHLIWCXDDZUFH-UHFFFAOYSA-N,10.0,4.045576026,4.09863177272874,train
HDHLIWCXDDZUFH-UHFFFAOYSA-N,8.0,4.22246354525,4.23657155711645,train
HDHLIWCXDDZUFH-UHFFFAOYSA-N,2.0,3.7146058479999997,3.763105257745932,train
LVQDKIWDGQRHTE-UHFFFAOYSA-N,2.7,2.689464616,2.952065109886635,train
XUJNEKJLAYXESH-REOHCLBHSA-N,2.7,0.9344773125,1.177234218267578,train
OPTASPLRGRRNAP-UHFFFAOYSA-N,2.7,2.5,2.399262946921397,train
QMLVECGLEOSESV-RYUDHWBXSA-N,2.7,3.59,3.994278322698563,test
QAYICIQNSGETAS-UHFFFAOYSA-N,2.7,2.22,2.19469379876251,test
GHVNFZFCNZKVNT-UHFFFAOYSA-N,2.7,0.51437916,1.0413398340453013,train
PMCVMORKVPSKHZ-UHFFFAOYSA-N,2.7600000000000002,2.4560860503999997,2.4092867016442057,train
KIWQWJKWBHZMDT-GSVOUGTGSA-N,2.7,2.68,2.525448491418974,train
CAWVNWVFAVJLIL-UHFFFAOYSA-N,2.7,2.645,2.488316294769267,train
BWLUMTFWVZZZND-UHFFFAOYSA-N,2.7,5.0,3.5881842999190643,test
BWLUMTFWVZZZND-UHFFFAOYSA-N,7.0,3.383929845,3.11497617889592,test
WURGXGVFSMYFCG-UHFFFAOYSA-N,2.7,2.17,2.298996967642842,train
DCOPUUMXTXDBNB-UHFFFAOYSA-N,2.7,2.209186697,2.873242520698353,test
LTMHNWPUDSTBKD-UHFFFAOYSA-N,2.7,1.74,2.178836339266795,test
HPNMFZURTQLUMO-UHFFFAOYSA-N,2.6999999999999997,2.8381082321111113,3.071826267086613,train
HPNMFZURTQLUMO-UHFFFAOYSA-N,10.7,2.23,2.358661643153585,train
HPNMFZURTQLUMO-UHFFFAOYSA-N,6.785,2.6475000000000004,2.651048723187197,train
HPNMFZURTQLUMO-UHFFFAOYSA-N,5.52,2.7199999999999998,2.805521537280968,train
HPNMFZURTQLUMO-UHFFFAOYSA-N,7.8,2.76,2.634127975488744,train
HPNMFZURTQLUMO-UHFFFAOYSA-N,2.0,2.83,2.6742831449317976,train
XTDYIOOONNVFMA-UHFFFAOYSA-N,2.866666666666667,2.27,2.3783125993308842,train
XTDYIOOONNVFMA-UHFFFAOYSA-N,10.7,2.0,1.9462146602082488,train
XTDYIOOONNVFMA-UHFFFAOYSA-N,2.0,1.9,1.9887770088685315,train
XTDYIOOONNVFMA-UHFFFAOYSA-N,7.9,1.2,1.1013685690794894,train
XTDYIOOONNVFMA-UHFFFAOYSA-N,6.7,2.4,2.2377183497306286,train
XTDYIOOONNVFMA-UHFFFAOYSA-N,5.8,2.6,2.4257617414088246,train
BEPAFCGSDWSTEL-UHFFFAOYSA-N,2.866666666666667,1.5933333333333335,1.5933547282011216,train
BEPAFCGSDWSTEL-UHFFFAOYSA-N,10.7,0.8,0.8671313694221783,train
BEPAFCGSDWSTEL-UHFFFAOYSA-N,2.0,1.25,1.3471774580901015,train
BEPAFCGSDWSTEL-UHFFFAOYSA-N,7.9,-0.2,-0.0869194496746859,train
BEPAFCGSDWSTEL-UHFFFAOYSA-N,6.7,1.2,1.3658720321152105,train
BEPAFCGSDWSTEL-UHFFFAOYSA-N,5.8,1.5,1.581427201778217,train
MUXOBHXGJLMRAB-UHFFFAOYSA-N,2.95,1.935,2.135384033746039,train
MUXOBHXGJLMRAB-UHFFFAOYSA-N,2.0,1.95,1.7790777933045443,train
MUXOBHXGJLMRAB-UHFFFAOYSA-N,7.9,0.6,0.7552992446830191,train
MUXOBHXGJLMRAB-UHFFFAOYSA-N,6.7,2.3,2.121523926103358,train
MUXOBHXGJLMRAB-UHFFFAOYSA-N,5.8,2.6,2.2688712967152567,train
CGBYBGVMDAPUIH-ARJAWSKDSA-N,2.95,1.79,1.9237353116035858,train
CGBYBGVMDAPUIH-ARJAWSKDSA-N,10.7,1.6,1.4544052961954306,train
CGBYBGVMDAPUIH-ARJAWSKDSA-N,2.0,1.85,1.766266904063384,train
CGBYBGVMDAPUIH-ARJAWSKDSA-N,7.9,0.9,0.7507037901744087,train
CGBYBGVMDAPUIH-ARJAWSKDSA-N,6.7,2.1,1.8757556767709005,train
CGBYBGVMDAPUIH-ARJAWSKDSA-N,5.8,2.2,2.023103047382799,train
IBXPYPUJPLLOIN-UHFFFAOYSA-N,2.7,2.971531197,2.823940185413191,train
DWNAQMUDCDVSLT-UHFFFAOYSA-N,2.6999999999999997,2.797504741857143,2.5207183003296914,test
DWNAQMUDCDVSLT-UHFFFAOYSA-N,9.75,3.9050000000000002,3.4713143116211773,test
DWNAQMUDCDVSLT-UHFFFAOYSA-N,5.01,4.199999999999999,3.2075584862813487,test
DWNAQMUDCDVSLT-UHFFFAOYSA-N,7.0,3.317234531,3.1505189275888377,test
DMBHHRLKUKUOEG-UHFFFAOYSA-N,2.7,3.575,3.284738306846198,train
MFHNAXHSHOCFEC-UHFFFAOYSA-N,2.7,4.55,4.289487631376186,train
CPNYVWWWWXIGMK-UHFFFAOYSA-N,2.7,2.44,2.507106499997094,train
MTBZIGHNGSTDJV-UHFFFAOYSA-N,2.7,2.89,2.856567483252031,train
POULHZVOKOAJMA-UHFFFAOYSA-N,2.7,0.418418797,1.0413398340453013,train
VYFYYTLLBUKUHU-UHFFFAOYSA-N,2.7,2.72,1.4675680585242497,test
ZRGHYHHYHYAJBT-UHFFFAOYSA-N,2.7,2.04,2.1492116375805352,train
ZMYFCFLJBGAQRS-UHFFFAOYSA-N,2.7,3.42,3.5949398882794337,train
ZMYFCFLJBGAQRS-UHFFFAOYSA-N,7.0,3.501499705,3.6235322621647255,train
ULGZDMOVFRHVEP-YEPXRZJNSA-N,2.7,4.846425976,4.826663259872818,train
IRCMYGHHKLLGHV-UHFFFAOYSA-N,2.7,1.43,1.4781278563472309,train
VJYFKVYYMZPMAB-UHFFFAOYSA-N,2.75,3.2086778386666666,2.6309581178362715,test
VJYFKVYYMZPMAB-UHFFFAOYSA-N,5.0,3.324401053444445,2.8028834366443696,test
VJYFKVYYMZPMAB-UHFFFAOYSA-N,10.0,3.97453301875,3.1098000096641245,test
VJYFKVYYMZPMAB-UHFFFAOYSA-N,8.0,4.018925195625,3.5601257292037136,test
VJYFKVYYMZPMAB-UHFFFAOYSA-N,2.0,2.386555541,2.339538292984659,test
VJYFKVYYMZPMAB-UHFFFAOYSA-N,6.7,2.456355743,2.7329166780861605,test
DECIPOUIJURFOJ-UHFFFAOYSA-N,2.7600000000000002,3.5525506452,3.2260430338179633,train
DECIPOUIJURFOJ-UHFFFAOYSA-N,7.0,1.526361941,2.077799407221103,train
MTZQAGJQAFMTAQ-UHFFFAOYSA-N,2.7,-0.01,1.1561287708863033,test
NUVBSKCKDOMJSU-UHFFFAOYSA-N,2.7,1.46,0.9203563180531182,train
QUSNBJAOOMFDIB-UHFFFAOYSA-N,2.7,1.12,1.5340800596007504,train
JTXMVXSTHSMVQF-UHFFFAOYSA-N,2.95,1.38,1.3799627808622104,train
JTXMVXSTHSMVQF-UHFFFAOYSA-N,10.7,0.9,0.9327195685378218,train
JTXMVXSTHSMVQF-UHFFFAOYSA-N,2.0,1.4,1.1684419095111895,train
JTXMVXSTHSMVQF-UHFFFAOYSA-N,7.9,-0.1,0.021237482354852233,train
JTXMVXSTHSMVQF-UHFFFAOYSA-N,6.7,0.8,1.2258040382885784,train
JTXMVXSTHSMVQF-UHFFFAOYSA-N,5.8,1.3,1.3353297945615712,train
NJMWOUFKYKNWDW-UHFFFAOYSA-N,2.7,3.97,3.4307885634576425,test
HMCCXLBXIJMERM-UHFFFAOYSA-N,2.7,4.2,3.280881104322094,test
VDLGAVXLJYLFDH-UHFFFAOYSA-N,2.7,2.666960678,2.7020111268112355,train
BSFAVVHPEZCASB-UHFFFAOYSA-N,2.7,0.206471109,0.39426647002050696,test
RYAUSSKQMZRMAI-ALOPSCKCSA-N,2.7,4.6,4.139386567600302,test
NYPJDWWKZLNGGM-UHFFFAOYSA-N,2.7,1.32,1.3576632883398083,train
RTHCYVBBDHJXIQ-UHFFFAOYSA-N,2.9106666666666663,3.8448574690666675,3.7749954759409374,train
RTHCYVBBDHJXIQ-UHFFFAOYSA-N,2.09,3.2391343161250004,3.3351030779903494,train
IJJVMEJXYNJXOJ-UHFFFAOYSA-N,2.7,2.17,2.2096584625941267,train
FQKUGOMFVDPBIZ-UHFFFAOYSA-N,2.75,3.6903704895,3.7473190297951655,train
FQKUGOMFVDPBIZ-UHFFFAOYSA-N,7.0,3.797713802,3.7062417316433613,train
RAQPOZGWANIDQT-UHFFFAOYSA-N,2.7,4.61,4.1155267337443995,test
WHUUTDBJXJRKMK-VKHMYHEASA-N,2.7,2.0954993915,2.1267475014893944,train
ZDXPYRJPNDTMRX-VKHMYHEASA-N,2.7,1.382123218,1.721682583370065,train
ZDXPYRJPNDTMRX-VKHMYHEASA-N,10.7,1.725,1.6994418899004033,train
ZDXPYRJPNDTMRX-VKHMYHEASA-N,6.785,1.3475000000000001,1.6012347257051525,train
ZDXPYRJPNDTMRX-VKHMYHEASA-N,5.52,2.045,1.8090414297809636,train
ZDXPYRJPNDTMRX-VKHMYHEASA-N,7.8,2.12,1.926543976518083,train
ZDXPYRJPNDTMRX-VKHMYHEASA-N,2.0,1.12,1.1888059696412625,train
GYFYQIAEOJEWRD-UHFFFAOYSA-N,2.7,2.57,2.48311532732383,train
SHDTZWWXUOXWRZ-UHFFFAOYSA-N,2.7,1.91,2.2340482997164726,train
URAYPUMNDPQOKB-UHFFFAOYSA-N,2.95,1.51,1.754535468825188,test
URAYPUMNDPQOKB-UHFFFAOYSA-N,10.7,2.2,1.4793893430662508,test
URAYPUMNDPQOKB-UHFFFAOYSA-N,2.0,1.45,1.5359257582656782,test
URAYPUMNDPQOKB-UHFFFAOYSA-N,7.9,0.2,0.34779591305262825,test
URAYPUMNDPQOKB-UHFFFAOYSA-N,6.7,2.1,1.7760902071049487,test
