INCHIKEY,pH_aq,IE,IE_hat_CNL,class_CNL
GQHTUMJGOHRCHB-UHFFFAOYSA-N,2.7,4.24,3.38055361895505,train
GQHTUMJGOHRCHB-UHFFFAOYSA-N,2.7,4.24,4.093206312855621,train
GQHTUMJGOHRCHB-UHFFFAOYSA-N,2.7,4.24,4.260924890972294,train
GQHTUMJGOHRCHB-UHFFFAOYSA-N,2.7,4.24,4.263196389321712,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,2.7,2.72,2.3369686136450922,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,2.7,2.72,2.3369686136450922,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,2.7,2.72,2.3369686136450922,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,2.7,2.72,2.3369686136450922,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,2.7,2.72,2.3369686136450922,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,2.7,2.72,2.3369686136450922,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,2.7,2.72,2.346562392018311,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,2.7,2.72,2.349275898332409,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,2.7,2.72,2.349275898332409,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,2.7,2.72,2.349275898332409,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,2.7,2.72,2.349275898332409,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,2.7,2.72,2.349275898332409,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,2.7,2.72,2.376776925659711,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,2.7,2.72,2.3946230766162895,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,2.7,2.72,2.505690589709866,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,2.7,2.72,2.505690589709866,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,2.7,2.72,2.482235752115065,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,2.7,2.72,2.482235752115065,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,2.7,2.72,2.482235752115065,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,2.7,2.72,2.482235752115065,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,2.7,2.72,2.482235752115065,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,2.7,2.72,2.505547392921219,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,2.7,2.72,2.4427465973535236,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,2.7,2.72,2.3310587133394924,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,10.7,2.03,1.8610283816199962,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,10.7,2.03,1.8610283816199962,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,10.7,2.03,1.8610283816199962,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,10.7,2.03,1.8610283816199962,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,10.7,2.03,1.8610283816199962,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,10.7,2.03,1.8610283816199962,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,10.7,2.03,1.871380675261119,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,10.7,2.03,1.8740941815752168,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,10.7,2.03,1.8740941815752168,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,10.7,2.03,1.8740941815752168,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,10.7,2.03,1.8740941815752168,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,10.7,2.03,1.8740941815752168,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,10.7,2.03,1.915619678074923,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,10.7,2.03,1.8685545266882166,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,10.7,2.03,1.7747366378681346,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,10.7,2.03,1.7747366378681346,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,10.7,2.03,1.8123163475097277,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,10.7,2.03,1.8123163475097277,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,10.7,2.03,1.8123163475097277,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,10.7,2.03,1.8123163475097277,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,10.7,2.03,1.8123163475097277,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,10.7,2.03,1.8058796801914658,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,10.7,2.03,1.6824928255175027,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,10.7,2.03,1.6528798496987356,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,1.9,2.48,2.3151324355396,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,1.9,2.48,2.3151324355396,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,1.9,2.48,2.3151324355396,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,1.9,2.48,2.3151324355396,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,1.9,2.48,2.3151324355396,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,1.9,2.48,2.3151324355396,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,1.9,2.48,2.326824323296175,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,1.9,2.48,2.3295378296102727,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,1.9,2.48,2.3295378296102727,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,1.9,2.48,2.3295378296102727,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,1.9,2.48,2.3295378296102727,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,1.9,2.48,2.3295378296102727,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,1.9,2.48,2.3406468770298474,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,1.9,2.48,2.347066592659167,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,1.9,2.48,2.4559770395898806,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,1.9,2.48,2.4559770395898806,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,1.9,2.48,2.4249217345596468,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,1.9,2.48,2.4249217345596468,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,1.9,2.48,2.4249217345596468,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,1.9,2.48,2.4249217345596468,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,1.9,2.48,2.4249217345596468,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,1.9,2.48,2.449348668171412,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,1.9,2.48,2.375465708564315,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,1.9,2.48,2.2944049633183417,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,7.0,1.57,1.894677810198678,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,7.0,1.57,1.894677810198678,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,7.0,1.57,1.894677810198678,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,7.0,1.57,1.894677810198678,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,7.0,1.57,1.894677810198678,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,7.0,1.57,1.894677810198678,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,7.0,1.57,1.9042715885718973,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,7.0,1.57,1.906985094885995,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,7.0,1.57,1.906985094885995,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,7.0,1.57,1.906985094885995,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,7.0,1.57,1.906985094885995,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,7.0,1.57,1.906985094885995,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,7.0,1.57,1.9293338801295559,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,7.0,1.57,1.9471800310861334,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,7.0,1.57,1.7440294867898418,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,7.0,1.57,1.7440294867898418,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,7.0,1.57,1.8081951152565636,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,7.0,1.57,1.8081951152565636,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,7.0,1.57,1.8081951152565636,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,7.0,1.57,1.8081951152565636,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,7.0,1.57,1.8081951152565636,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,7.0,1.57,1.83299416410482,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,7.0,1.57,1.7040510648601672,train
RWZYAGGXGHYGMB-UHFFFAOYSA-N,7.0,1.57,1.622327276875997,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,3.914166666666667,2.599849499083333,2.405296286590646,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,3.914166666666667,2.599849499083333,2.405296286590646,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,3.914166666666667,2.599849499083333,2.405296286590646,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,3.914166666666667,2.599849499083333,2.405296286590646,train
