iter	RMSE
198	0.4787182704
199	0.4783747506
200	0.4782366167
201	0.4778241618
202	0.477573388
203	0.4774058379
204	0.477228001
205	0.4771043436
206	0.4768233762
207	0.4765561973
208	0.4764529141
209	0.4760245044
210	0.4755697408
211	0.4754480081
212	0.4749565459
213	0.4744548249
214	0.4742028093
215	0.4740417582
216	0.473643855
217	0.473491376
218	0.4731375511
219	0.4730477387
220	0.4728700789
221	0.4726588145
222	0.4722443334
223	0.4721608157
224	0.4719930437
225	0.4718531406
226	0.4717219344
227	0.4710136067
228	0.4709345773
229	0.4704667067
230	0.4699469061
231	0.4697860507
232	0.4691611051
233	0.4685547014
234	0.4681774171
235	0.4678826146
236	0.4676004146
237	0.4674455227
238	0.4673680999
239	0.4672541295
240	0.4669275236
241	0.4667124708
242	0.4663189639
243	0.4654760061
244	0.4649417661
245	0.4647965568
246	0.4646812483
247	0.4645844024
248	0.4644103648
249	0.4642904235
250	0.4637587015
251	0.4632875985
252	0.4623037296
253	0.4618280076
254	0.4610985172
255	0.4606028208
256	0.4600469278
257	0.459760429
258	0.4596892918
259	0.4595908812
260	0.45902282
261	0.4588537101
262	0.458306004
263	0.457734897
264	0.4575019675
265	0.4570182887
266	0.4566052441
267	0.4562570784
268	0.4559366643
269	0.4556015147
270	0.4550115737
271	0.454927061
272	0.4547805271
273	0.4543978832
274	0.4543196488
275	0.4537750612
276	0.4535834074
277	0.4535053599
278	0.4531633875
279	0.4529202241
280	0.4528141354
281	0.4524172146
282	0.4523274223
283	0.4520618986
284	0.4517405701
285	0.4516293882
286	0.4513314846
287	0.4512154732
288	0.4510940579
289	0.4507715785
290	0.4504055599
291	0.4503396784
292	0.4494610921
293	0.4489988751
294	0.4489111579
295	0.4481023143
296	0.4479142095
297	0.4477573672
298	0.4475786143
299	0.447465113
300	0.4474028635
301	0.4472080603
302	0.4470100579
303	0.4466949838
304	0.4465526634
305	0.4463230754
306	0.4461766914
307	0.4461359579
308	0.4459784867
309	0.4457942469
310	0.4457010952
311	0.4452190653
312	0.4451379275
313	0.4449456304
314	0.4445272528
315	0.4441239218
316	0.4434958455
317	0.4431366574
318	0.4428507507
319	0.4421450637
320	0.4417481316
321	0.4414397971
322	0.440834425
323	0.4402626634
324	0.4401951206
325	0.440115375
326	0.4397907373
327	0.4395716772
328	0.439377454
329	0.4391083004
330	0.4389013956
331	0.4387236424
332	0.4386538023
333	0.4382450317
334	0.4381130707
335	0.4380399744
336	0.4377875078
337	0.4373346315
338	0.4369852606
339	0.4369451479
340	0.4368966859
341	0.4367423381
342	0.4366528406
343	0.4362952263
344	0.4361726191
345	0.4361156352
346	0.4359079934
347	0.4354126656
348	0.4353614208
349	0.4351438303
350	0.4349137123
351	0.4346140609
352	0.4341883596
353	0.4341450593
354	0.4340137168
355	0.4339663346
356	0.4336387905
357	0.4333675024
358	0.433136481
359	0.4330861861
360	0.4328646269
361	0.4327914127
362	0.4327481028
363	0.4326419162
364	0.43251381
365	0.4323991905
366	0.4320689696
367	0.4317753607
368	0.4315652709
369	0.4312709055
370	0.430706115
371	0.4305376313
372	0.4304587564
373	0.4303638157
374	0.430159122
375	0.4300849334
376	0.4299309704
377	0.4298536792
378	0.4297460853
379	0.4296687208
380	0.4294351288
381	0.4293682608
382	0.4288579193
383	0.4286051152
384	0.4284087639
385	0.4281051477
386	0.427650485
387	0.4274977092
388	0.4270917067
389	0.4269697458
390	0.4268494118
391	0.4266080183
392	0.4264901569
393	0.4261266923
394	0.4259149002
395	0.4257730639
396	0.4257310768
397	0.4256994978
398	0.4255132731
399	0.4252671325
400	0.4251838578
401	0.4251264374
402	0.4250507309
403	0.4249999755
404	0.4247325653
405	0.4245485432
406	0.4244554017
407	0.4243376756
408	0.4239762178
409	0.4237035713
410	0.4236082325
411	0.4233495818
412	0.4231534608
413	0.4230440918
414	0.4230017227
415	0.4227592872
416	0.4225016596
417	0.422455403
418	0.4223995109
419	0.4222641414
420	0.4220203007
421	0.4217140289
422	0.421576762
423	0.4214422054
424	0.4213639452
425	0.4211048786
426	0.4210608104
427	0.4208658412
428	0.4205371999
429	0.4204787658
430	0.42018433
431	0.4199624005
432	0.419801883
433	0.4195659917
434	0.419456444
435	0.4194075303
436	0.4193226037
437	0.4192249852
438	0.4190674553
439	0.4190016027
440	0.41871792
441	0.4185483952
442	0.4185012474
443	0.4182640684
444	0.4180724546
445	0.4179419785
446	0.4177878147
447	0.4177028264
448	0.4176464323
449	0.4174618268
450	0.4173441917
451	0.4170766447
452	0.4168166487
453	0.4166455723
454	0.4164490297
455	0.4163057926
456	0.4162725699
457	0.4161073319
458	0.4159496646
459	0.4157281826
460	0.4156063961
461	0.4155369695
462	0.4154376601
463	0.4153429484
464	0.4150710569
465	0.4150083928
466	0.4149288632
467	0.4148546059
468	0.4147990574
469	0.4146847686
470	0.4146449864
471	0.4145945746
472	0.4143732479
473	0.414186663
474	0.4141649806
475	0.4140802983
476	0.4140287546
477	0.4139326727
478	0.4138937387
479	0.4138490208
480	0.4137905593
481	0.413684031
482	0.4136427863
483	0.4135567842
484	0.4135248706
485	0.413435455
486	0.4133715364
487	0.4133500663
488	0.4132952499
489	0.4131265368
490	0.4130826392
491	0.4128585354
492	0.4127964534
493	0.412605766
494	0.4125796991
495	0.4122634046
496	0.41221884
497	0.4119563539
498	0.4118826372
499	0.4118449246
500	0.411800544
501	0.4116919794
502	0.4115754809
503	0.4114815788
504	0.4113621306
505	0.4113222966
506	0.4112694178
507	0.4112102025
508	0.4110324021
509	0.4109823744
510	0.4108921895
511	0.4108564279
512	0.4107767806
513	0.4107241138
514	0.4106550436
515	0.4104532795
516	0.4103677583
517	0.4102286892
518	0.4101340405
519	0.4100787145
520	0.4100329898
521	0.4098253423
522	0.4097227314
523	0.4097013677
524	0.4096455172
525	0.4095682307
526	0.4095030099
527	0.4094767373
528	0.409431218
529	0.4093481776
530	0.4093172452
531	0.4092768606
532	0.4091579886
533	0.4090173103
534	0.408902306
535	0.4087571503
536	0.4086926969
537	0.4085568795
538	0.4084972641
539	0.4084667158
540	0.4083582815
541	0.4083282416
542	0.4082003407
543	0.4081549009
544	0.4079107368
545	0.4078018079
546	0.40775155
547	0.4074993056
548	0.4073803169
549	0.407371521
550	0.4072195723
551	0.4071708932
552	0.4070620841
553	0.4069630579
554	0.4069280306
555	0.4068556391
556	0.4068022758
557	0.4066493828
558	0.4064556548
559	0.4063410258
560	0.4062460569
561	0.4061600848
562	0.4059599632
563	0.4058620825
564	0.4058364853
565	0.4057821674
566	0.4057017673
567	0.4056532446
568	0.4056361377
569	0.4055958664
570	0.4055714378
571	0.4055527813
572	0.4055091745
573	0.4053884738
574	0.4053528004
575	0.4053156128
576	0.405233514
577	0.4051914431
578	0.4049545504
579	0.4049459912
580	0.4049318001
581	0.4048954326
582	0.404867405
583	0.4047768058
584	0.4047598164
585	0.4047152487
586	0.4044639494
587	0.4042885665
588	0.4042132517
589	0.4041771562
590	0.4041555904
591	0.404125468
592	0.4039714781
593	0.4039390739
594	0.4039073215
595	0.4038769849
596	0.4038288603
597	0.4038100379
598	0.4037800039
599	0.4037456188
600	0.4037092418
601	0.4036691816
602	0.4034864203
603	0.4032929943
604	0.4032489913
605	0.4032167208
606	0.4030654936
607	0.4030486923
608	0.4030377558
609	0.4029955917
610	0.4028224788
611	0.4027941624
612	0.4027446796
613	0.4025558941
614	0.4024430642
615	0.402340164
616	0.4021295094
617	0.4021110816
618	0.4020448084
619	0.4019996058
620	0.4019231459
621	0.4018896436
622	0.4018097363
623	0.4016223287
624	0.4015985186
625	0.4015749444
626	0.4015524173
627	0.4015202143
628	0.40149517
629	0.40134313
630	0.4013083757
631	0.4012806775
632	0.4012039866
633	0.4011605032
634	0.4011412648
635	0.4010995836
636	0.40105315
637	0.4009472209
638	0.4009302558
639	0.4009121542
640	0.4007765602
641	0.4006981341
642	0.400658947
643	0.4006182333
644	0.4005925803
645	0.4005861847
646	0.4005552771
647	0.4005286928
648	0.4004105864
649	0.4003726331
650	0.4003574961
651	0.400283939
652	0.4002759147
653	0.4000076542
654	0.399879506
655	0.3998565513
656	0.3997199073
657	0.3996846937
658	0.3996508895
659	0.3996329969
660	0.3996042803
661	0.3995834378
662	0.3995709899
663	0.3994757857
664	0.3994294532
665	0.3993727957
666	0.3992122858
667	0.3991636549
668	0.3991358317
669	0.399083362
670	0.3990292693
671	0.3988995186
672	0.3988587039
673	0.3987790407
674	0.3986182664
675	0.3985584038
676	0.3985350196
677	0.3983484932
678	0.3983169074
679	0.3982274506
680	0.398216283
681	0.398138177
682	0.3980581357
683	0.3980422669
684	0.3980246935
685	0.3980189049
686	0.3980116061
687	0.3980068403
688	0.397841115
689	0.3978165213
690	0.3977976957
691	0.3977835612
692	0.3977559968
693	0.3976870998
694	0.3976708896
695	0.3976534293
696	0.3976136776
697	0.3975787482
698	0.3975546768
699	0.397507149
700	0.3974763465
701	0.3974366388
702	0.3974173476
703	0.3973112314
704	0.397272129
705	0.3972491025
706	0.3970994572
707	0.3970527378
708	0.397030878
709	0.3969836626
710	0.3968622456
711	0.396811398
712	0.3967770966
713	0.3967022879
714	0.3965989138
715	0.3965843764
716	0.3965310658
717	0.3964380573
718	0.3964134123
719	0.3963682284
720	0.3963204868
721	0.3962941402
722	0.396262293
723	0.3962288508
724	0.3962133416
725	0.3962038295
726	0.3960528452
727	0.3960429516
728	0.3959989252
729	0.3959357193
730	0.3959003517
731	0.3958001596
732	0.3957831155
733	0.3956756413
734	0.3955466808
735	0.395515961
736	0.3953413163
737	0.3953152608
738	0.39515446
739	0.3951251201
740	0.3950979856
741	0.3950518629
742	0.3948847064
743	0.3946577201
744	0.3946392151
745	0.394598392
746	0.3945202032
747	0.3945101482
748	0.3944801115
749	0.3942470714
750	0.3942217538
751	0.3942117819
752	0.3941895611
753	0.3941793604
754	0.3940463092
755	0.3940306141
756	0.3939621796
757	0.3939188518
758	0.3938997375
759	0.3937831296
760	0.3937753831
761	0.3937573762
762	0.3937401668
763	0.3937234527
764	0.3937055694
765	0.3936971754
766	0.3935721358
767	0.3934270956
768	0.3933861488
769	0.3933397183
770	0.3933287304
771	0.3932813759
772	0.3931422228
773	0.3931227586
774	0.3930976364
775	0.3930225824
776	0.3929121139
777	0.392885419
778	0.3928072258
779	0.392782817
780	0.3926960783
781	0.3926797663
782	0.3926451372
783	0.3926300861
784	0.3926168196
785	0.3925703707
786	0.3925516967
787	0.3925118229
788	0.3924944823
789	0.3924746807
790	0.3923315991
791	0.3922814187
792	0.3922066799
793	0.3921856473
794	0.3920606981
795	0.3920185557
796	0.3919984536
797	0.3919497773
798	0.3919202292
799	0.3918577606
