leaves,trees,FP_type,learn_rate,state,accuracy_train,accuracy_test,actual_test_size
10,1200,3,0.12,3,0.765,0.284,0.2387
10,20,3,0.4,1,0.6849,0.1106,0.1744
4,800,3,0.4,3,0.7681,0.2522,0.2387
6,800,3,0.4,2,0.7689,0.2381,0.1832
4,20,3,0.1,2,0.5687,0.4535,0.1832
6,800,3,0.02,2,0.7428,0.5066,0.1832
6,100,3,0.02,1,0.5459,0.0619,0.1744
10,1000,3,0.04,3,0.7557,0.3322,0.2387
4,20,3,0.02,2,0.261,0.1802,0.1832
8,1000,3,0.06,1,0.729,0.2292,0.1744
6,1000,3,0.06,1,0.7299,0.2033,0.1744
8,1400,3,0.6,1,0.7364,0.215,0.1744
10,20,3,0.08,1,0.5123,0.0704,0.1744
8,20,3,0.8,3,0.7366,0.3559,0.2387
4,60,3,0.02,1,0.4557,-0.0008,0.1744
4,700,3,0.4,2,0.7688,0.2466,0.1832
8,1000,3,0.6,3,0.7686,0.2609,0.2387
6,400,3,0.02,2,0.7094,0.4983,0.1832
4,500,3,0.4,2,0.7678,0.2955,0.1832
8,20,3,0.2,2,0.6571,0.4309,0.1832
8,600,3,0.04,2,0.7513,0.4947,0.1832
6,20,3,0.12,3,0.5961,0.394,0.2387
6,600,3,0.6,3,0.7682,0.2791,0.2387
4,20,3,0.04,3,0.3836,0.2373,0.2387
4,500,3,0.6,2,0.769,0.2004,0.1832
6,1200,3,0.08,1,0.7324,0.2301,0.1744
10,500,3,0.02,2,0.7224,0.5123,0.1832
8,60,3,0.1,1,0.6675,0.2114,0.1744
10,800,3,0.12,3,0.7627,0.2942,0.2387
4,900,3,0.08,1,0.7316,0.2416,0.1744
4,900,3,0.04,1,0.7274,0.2475,0.1744
4,1400,3,0.08,2,0.7653,0.3988,0.1832
4,400,3,0.2,1,0.7319,0.1597,0.1744
10,400,3,0.4,1,0.7336,0.0952,0.1744
6,400,3,0.08,2,0.7563,0.4636,0.1832
6,20,3,0.04,3,0.3922,0.2493,0.2387
10,200,3,0.2,1,0.7264,0.2592,0.1744
8,500,3,0.02,1,0.6965,0.2311,0.1744
4,1200,3,0.8,2,0.7699,0.1336,0.1832
8,1000,3,0.2,1,0.7346,0.1936,0.1744
8,20,3,0.06,2,0.4815,0.3412,0.1832
4,800,3,0.02,3,0.7414,0.3237,0.2387
4,1000,3,0.06,3,0.7605,0.3062,0.2387
10,900,3,0.06,1,0.7284,0.2229,0.1744
6,400,3,0.14,3,0.7591,0.2986,0.2387
10,1200,3,0.1,3,0.7637,0.3237,0.2387
4,1000,3,0.04,2,0.7584,0.4827,0.1832
4,1000,3,0.8,3,0.7689,0.2661,0.2387
8,600,3,0.08,2,0.7592,0.4402,0.1832
10,20,3,0.04,2,0.4017,0.2899,0.1832
8,700,3,0.6,1,0.7359,0.2275,0.1744
8,200,3,0.1,1,0.7174,0.2553,0.1744
8,900,3,0.06,1,0.7283,0.2303,0.1744
6,1400,3,0.1,1,0.7337,0.2237,0.1744
6,700,3,0.02,3,0.7353,0.3382,0.2387
8,800,3,0.08,2,0.7615,0.4213,0.1832
10,900,3,0.08,2,0.762,0.3961,0.1832
8,900,3,0.14,3,0.7643,0.2988,0.2387
10,60,3,0.08,2,0.6656,0.4596,0.1832
10,400,3,0.8,1,0.7353,0.2409,0.1744
10,20,3,0.8,3,0.7392,0.1856,0.2387
10,1000,3,0.2,2,0.7668,0.3152,0.1832
8,800,3,0.6,2,0.7695,0.1965,0.1832
6,20,3,0.6,2,0.7332,0.4246,0.1832
4,900,3,0.04,2,0.7574,0.4882,0.1832
8,800,3,0.12,1,0.7323,0.1853,0.1744
6,700,4,0.4,3,0.885,0.2026,0.2387
4,1000,4,0.02,3,0.8639,0.39,0.2387
4,300,4,0.02,2,0.7696,0.4825,0.1832
4,500,4,0.08,2,0.8516,0.4042,0.1832
6,200,4,0.1,1,0.8167,0.4997,0.1744
10,200,4,0.12,1,0.8233,0.4324,0.1744
6,1200,4,0.06,3,0.8805,0.3355,0.2387
8,800,4,0.8,3,0.8857,0.2834,0.2387
10,500,4,0.06,2,0.8456,0.4231,0.1832
8,100,4,0.02,2,0.6546,0.4475,0.1832
4,800,4,0.02,2,0.8355,0.4767,0.1832
4,700,4,0.14,3,0.8821,0.344,0.2387
6,200,4,0.04,1,0.7685,0.4121,0.1744
8,1000,4,0.04,3,0.8743,0.329,0.2387
8,1200,4,0.14,3,0.8836,0.3301,0.2387
4,700,4,0.4,2,0.8609,0.3582,0.1832
8,500,4,0.8,2,0.8612,0.2049,0.1832
4,700,4,0.4,3,0.8854,0.3078,0.2387
8,200,4,0.02,1,0.7076,0.3563,0.1744
8,1400,4,0.2,3,0.8849,0.3117,0.2387
6,900,4,0.14,3,0.8836,0.3082,0.2387
10,600,4,0.08,2,0.8508,0.3948,0.1832
10,400,4,0.08,2,0.8465,0.4103,0.1832
4,300,4,0.02,2,0.7696,0.4825,0.1832
4,100,4,0.2,1,0.8186,0.5163,0.1744
8,1000,4,0.04,2,0.8505,0.4173,0.1832
8,200,4,0.06,3,0.8432,0.3848,0.2387
8,200,4,0.6,2,0.8585,0.325,0.1832
6,20,4,0.04,1,0.4248,0.053,0.1744
6,900,4,0.1,3,0.8821,0.3572,0.2387
8,60,4,0.14,2,0.7919,0.5171,0.1832
6,800,4,0.06,1,0.8355,0.5085,0.1744
6,20,4,0.04,2,0.4552,0.3446,0.1832
10,600,4,0.06,2,0.8482,0.4158,0.1832
6,100,4,0.8,3,0.8812,0.2708,0.2387
6,500,4,0.06,3,0.8719,0.3476,0.2387
6,1400,4,0.6,2,0.8621,0.342,0.1832
4,20,4,0.08,3,0.6239,0.2463,0.2387
6,60,4,0.1,1,0.7356,0.4299,0.1744
10,700,4,0.6,2,0.8612,0.32,0.1832
4,1400,4,0.12,2,0.8599,0.3701,0.1832
4,1400,4,0.02,2,0.8482,0.4282,0.1832
8,900,4,0.02,1,0.8125,0.4608,0.1744
6,400,4,0.1,2,0.8509,0.4174,0.1832
4,400,4,0.04,1,0.8121,0.4765,0.1744
4,20,4,0.06,3,0.5571,0.1959,0.2387
8,200,4,0.8,1,0.8433,0.1083,0.1744
6,200,4,0.6,1,0.8409,0.426,0.1744
4,1000,4,0.06,3,0.8801,0.3362,0.2387
4,1200,4,0.2,1,0.8441,0.4503,0.1744
8,900,4,0.4,1,0.8443,0.3238,0.1744
8,800,4,0.4,2,0.8607,0.3714,0.1832
8,900,4,0.6,2,0.8616,0.3202,0.1832
6,600,4,0.04,1,0.8233,0.4608,0.1744
6,800,4,0.2,2,0.8591,0.3483,0.1832
6,200,4,0.04,3,0.8094,0.3608,0.2387
4,600,4,0.8,2,0.8617,0.2722,0.1832
6,700,4,0.4,2,0.8609,0.3842,0.1832
8,800,4,0.8,2,0.8618,0.1946,0.1832
8,800,4,0.1,2,0.8554,0.3711,0.1832
10,600,4,0.8,3,0.8854,0.2028,0.2387
10,200,4,0.4,1,0.8373,0.4649,0.1744
6,1400,4,0.8,1,0.8455,0.149,0.1744
4,100,4,0.2,2,0.8413,0.4384,0.1832
4,100,4,0.04,2,0.7346,0.499,0.1832
6,200,4,0.1,3,0.8612,0.3563,0.2387
8,300,4,0.06,3,0.8599,0.3686,0.2387
10,1200,4,0.6,1,0.8449,0.2807,0.1744
10,200,4,0.04,2,0.7892,0.4789,0.1832
8,1000,4,0.8,2,0.8619,0.1966,0.1832
10,1400,4,0.12,3,0.8832,0.3598,0.2387
8,60,4,0.2,2,0.8207,0.4204,0.1832
