leaves,trees,FP_type,learn_rate,state,accuracy_train,accuracy_test,actual_test_size
6,1400,3,0.08,2,0.7649,0.3923,0.1832
4,1000,3,0.1,3,0.7642,0.3165,0.2387
10,1400,3,0.12,1,0.7337,0.2021,0.1744
6,800,3,0.06,3,0.7586,0.2992,0.2387
6,60,3,0.08,1,0.6535,0.1763,0.1744
4,200,3,0.02,3,0.6582,0.3721,0.2387
10,300,3,0.2,3,0.76,0.217,0.2387
6,300,3,0.06,3,0.7434,0.3254,0.2387
8,600,3,0.8,1,0.736,0.1922,0.1744
6,300,3,0.8,3,0.7676,0.0898,0.2387
8,400,3,0.14,2,0.7602,0.428,0.1832
6,200,3,0.1,1,0.7178,0.2504,0.1744
6,300,3,0.06,1,0.7169,0.2161,0.1744
8,700,3,0.14,3,0.763,0.3041,0.2387
6,60,3,0.12,1,0.6756,0.2065,0.1744
10,100,3,0.8,3,0.7628,0.1387,0.2387
10,400,3,0.1,2,0.7564,0.4375,0.1832
6,300,3,0.14,2,0.7579,0.4239,0.1832
10,1400,3,0.1,1,0.733,0.241,0.1744
10,500,3,0.2,1,0.7322,0.2242,0.1744
8,500,3,0.06,2,0.7538,0.4861,0.1832
8,1200,3,0.08,3,0.7629,0.2675,0.2387
8,1200,3,0.2,2,0.7678,0.3179,0.1832
10,800,3,0.14,1,0.7325,0.2326,0.1744
4,20,3,0.1,2,0.5687,0.4535,0.1832
8,1200,3,0.4,2,0.7693,0.2415,0.1832
6,600,3,0.8,3,0.7685,0.1021,0.2387
8,1400,3,0.2,3,0.7672,0.2283,0.2387
10,60,3,0.12,2,0.7002,0.4921,0.1832
8,20,3,0.08,3,0.5373,0.317,0.2387
10,500,3,0.12,2,0.7604,0.4291,0.1832
10,400,3,0.4,3,0.7653,0.3697,0.2387
10,1000,3,0.1,2,0.7637,0.3819,0.1832
10,200,3,0.2,3,0.7561,0.2285,0.2387
6,1000,3,0.12,1,0.7333,0.2122,0.1744
8,20,3,0.12,2,0.5916,0.3657,0.1832
8,400,3,0.8,3,0.7679,0.2698,0.2387
10,500,3,0.2,3,0.763,0.2028,0.2387
8,800,3,0.02,3,0.7407,0.3163,0.2387
8,200,3,0.1,1,0.7174,0.2553,0.1744
10,400,3,0.8,3,0.7679,0.1183,0.2387
6,700,3,0.14,2,0.7643,0.3551,0.1832
6,400,3,0.14,2,0.7609,0.3905,0.1832
6,400,3,0.12,2,0.7595,0.4514,0.1832
6,20,3,0.06,3,0.4746,0.2821,0.2387
10,1000,3,0.04,3,0.7557,0.3322,0.2387
8,700,3,0.04,1,0.7234,0.2296,0.1744
8,600,3,0.4,1,0.7348,0.1411,0.1744
4,600,3,0.14,3,0.763,0.2838,0.2387
10,20,3,0.02,3,0.2386,0.1541,0.2387
8,1400,3,0.12,1,0.7341,0.1745,0.1744
6,60,3,0.14,3,0.7122,0.3361,0.2387
6,100,3,0.02,3,0.5641,0.3657,0.2387
8,500,3,0.4,2,0.7671,0.3441,0.1832
8,300,3,0.06,3,0.7431,0.3156,0.2387
10,1000,3,0.02,3,0.7464,0.3201,0.2387
8,1400,3,0.08,3,0.7639,0.2634,0.2387
10,60,3,0.2,1,0.7036,0.2563,0.1744
8,600,3,0.08,2,0.7592,0.4402,0.1832
4,500,3,0.02,1,0.6981,0.2124,0.1744
8,900,3,0.12,3,0.7637,0.2789,0.2387
4,500,3,0.8,3,0.7685,0.2543,0.2387
6,600,3,0.14,3,0.7625,0.2891,0.2387
6,300,3,0.06,2,0.7461,0.4746,0.1832
10,100,3,0.08,2,0.7069,0.4966,0.1832
6,100,3,0.04,1,0.6284,0.1562,0.1744
8,900,3,0.4,3,0.768,0.2759,0.2387
4,1400,3,0.12,1,0.7346,0.2104,0.1744
8,1200,3,0.12,3,0.7652,0.2739,0.2387
6,1200,3,0.04,1,0.7288,0.247,0.1744
4,300,3,0.6,1,0.7348,0.1586,0.1744
4,800,3,0.02,2,0.7428,0.5028,0.1832
6,600,3,0.02,2,0.7324,0.5042,0.1832
6,800,3,0.06,3,0.7586,0.2992,0.2387
10,200,3,0.02,3,0.6572,0.3803,0.2387
10,100,3,0.12,2,0.7316,0.5083,0.1832
8,1200,3,0.2,1,0.735,0.1882,0.1744
10,20,4,0.14,1,0.669,0.3112,0.1744
8,700,4,0.08,1,0.8358,0.5276,0.1744
10,600,4,0.06,3,0.8726,0.362,0.2387
10,400,4,0.04,2,0.8339,0.4504,0.1832
6,100,4,0.6,1,0.8369,0.4284,0.1744
10,900,4,0.6,1,0.8446,0.2773,0.1744
10,800,4,0.04,1,0.828,0.4714,0.1744
8,900,4,0.8,2,0.8618,0.1964,0.1832
4,200,4,0.02,2,0.7395,0.4652,0.1832
8,400,4,0.06,2,0.8442,0.454,0.1832
4,900,4,0.02,1,0.8171,0.4608,0.1744
10,600,4,0.02,3,0.8399,0.3671,0.2387
8,600,4,0.6,3,0.8852,0.2389,0.2387
10,60,4,0.12,3,0.7964,0.3545,0.2387
8,900,4,0.8,1,0.8454,0.0678,0.1744
10,1200,4,0.08,2,0.8558,0.364,0.1832
4,1000,4,0.14,2,0.8594,0.3738,0.1832
8,1400,4,0.4,3,0.8857,0.2745,0.2387
10,20,4,0.12,2,0.6838,0.433,0.1832
4,600,4,0.08,1,0.8367,0.4693,0.1744
4,900,4,0.4,1,0.8446,0.3837,0.1744
10,1000,4,0.14,1,0.8411,0.4271,0.1744
8,700,4,0.08,2,0.8529,0.3266,0.1832
10,500,4,0.06,2,0.8456,0.4231,0.1832
4,100,4,0.04,1,0.7104,0.371,0.1744
6,400,4,0.4,1,0.8426,0.4103,0.1744
8,1200,4,0.4,2,0.8613,0.3791,0.1832
8,60,4,0.14,2,0.7919,0.5171,0.1832
8,1000,4,0.4,2,0.8611,0.3777,0.1832
4,20,4,0.12,3,0.6945,0.3156,0.2387
4,800,4,0.02,1,0.8126,0.4595,0.1744
8,300,4,0.6,3,0.8834,0.2526,0.2387
6,20,4,0.08,1,0.5973,0.2074,0.1744
8,400,4,0.12,1,0.8343,0.4674,0.1744
6,1200,4,0.12,1,0.8428,0.4682,0.1744
10,800,4,0.08,2,0.8535,0.3785,0.1832
8,900,4,0.4,2,0.8609,0.3774,0.1832
8,500,4,0.14,2,0.8541,0.364,0.1832
10,20,4,0.2,3,0.7507,0.2167,0.2387
10,600,4,0.2,2,0.8571,0.318,0.1832
10,700,4,0.4,2,0.86,0.4239,0.1832
4,700,4,0.1,1,0.84,0.4716,0.1744
4,1000,4,0.4,1,0.8448,0.383,0.1744
8,500,4,0.14,3,0.8797,0.3478,0.2387
8,400,4,0.02,1,0.7664,0.43,0.1744
4,800,4,0.2,3,0.8842,0.302,0.2387
8,400,4,0.08,1,0.8294,0.5282,0.1744
6,1000,4,0.06,1,0.8375,0.5032,0.1744
6,200,4,0.14,3,0.8716,0.3288,0.2387
10,20,4,0.6,1,0.7851,0.3739,0.1744
4,400,4,0.02,1,0.7659,0.4343,0.1744
10,500,4,0.06,3,0.8699,0.3634,0.2387
6,20,4,0.1,3,0.6624,0.2528,0.2387
6,100,4,0.02,2,0.6506,0.4446,0.1832
6,400,4,0.2,2,0.8561,0.3709,0.1832
10,800,4,0.2,2,0.8584,0.3049,0.1832
8,700,4,0.12,1,0.8391,0.4521,0.1744
10,1000,4,0.12,3,0.8819,0.3651,0.2387
4,300,4,0.14,1,0.8349,0.4653,0.1744
6,500,4,0.06,3,0.8719,0.3476,0.2387
6,300,4,0.04,2,0.8239,0.5236,0.1832
8,300,4,0.12,2,0.8477,0.3293,0.1832
10,600,4,0.08,3,0.8764,0.3765,0.2387
10,60,4,0.02,1,0.5095,0.1367,0.1744
4,500,4,0.08,2,0.8516,0.4042,0.1832
10,300,4,0.14,1,0.8309,0.447,0.1744
8,20,4,0.04,1,0.4152,0.0531,0.1744
4,300,4,0.14,2,0.8525,0.4275,0.1832
10,800,4,0.6,2,0.8615,0.3187,0.1832
6,500,4,0.6,3,0.8852,0.1677,0.2387
8,400,4,0.2,2,0.8561,0.323,0.1832
4,800,4,0.12,3,0.8821,0.3246,0.2387
8,100,4,0.04,2,0.7345,0.5041,0.1832
8,500,4,0.02,3,0.8327,0.3609,0.2387
6,600,4,0.04,2,0.8433,0.4593,0.1832
6,900,4,0.1,3,0.8821,0.3572,0.2387
8,100,4,0.1,1,0.7786,0.4877,0.1744
6,900,4,0.8,3,0.8858,0.2422,0.2387
6,20,4,0.1,1,0.6203,0.2795,0.1744
8,800,4,0.1,3,0.8802,0.3915,0.2387
8,200,4,0.12,2,0.8429,0.3663,0.1832
6,1400,4,0.02,3,0.8707,0.3454,0.2387
6,200,4,0.4,3,0.8815,0.2094,0.2387
10,20,4,0.04,1,0.4236,0.0539,0.1744
8,700,4,0.14,3,0.8813,0.3411,0.2387
6,1400,4,0.06,3,0.8817,0.3343,0.2387
4,200,4,0.06,2,0.8202,0.5062,0.1832
8,500,4,0.04,3,0.8625,0.3355,0.2387
10,20,4,0.4,1,0.7651,0.4125,0.1744
6,1200,4,0.06,1,0.8389,0.4982,0.1744
10,500,4,0.14,3,0.8788,0.374,0.2387
8,1000,4,0.06,2,0.854,0.411,0.1832
6,100,4,0.1,1,0.7827,0.4899,0.1744
8,1400,4,0.12,2,0.8583,0.2773,0.1832
4,200,4,0.2,2,0.8524,0.438,0.1832
8,500,4,0.04,1,0.8159,0.4535,0.1744
6,200,4,0.6,2,0.8592,0.3378,0.1832
6,60,4,0.6,2,0.8499,0.3888,0.1832
6,200,4,0.8,1,0.8428,0.2261,0.1744
10,700,4,0.06,2,0.85,0.4024,0.1832
4,700,5,0.02,3,0.8562,0.2037,0.2387
6,500,5,0.2,1,0.8437,0.2401,0.1744
10,300,5,0.02,1,0.7849,0.3038,0.1744
6,100,5,0.1,1,0.8103,0.2979,0.1744
10,700,5,0.2,1,0.8434,0.179,0.1744
4,20,5,0.04,1,0.4661,0.0508,0.1744
6,20,5,0.6,3,0.8461,-0.0473,0.2387
4,200,5,0.14,3,0.8696,0.2283,0.2387
8,1000,5,0.12,1,0.8436,0.2147,0.1744
6,60,5,0.08,1,0.7722,0.283,0.1744
4,300,5,0.04,2,0.8162,0.4761,0.1832
8,600,5,0.08,3,0.8747,0.1785,0.2387
6,1200,5,0.06,2,0.8408,0.4604,0.1832
4,700,5,0.6,2,0.8439,0.3948,0.1832
8,200,5,0.6,1,0.8442,-0.044,0.1744
4,600,5,0.02,3,0.8495,0.2041,0.2387
8,1200,5,0.02,1,0.8333,0.2641,0.1744
6,100,5,0.02,2,0.6789,0.4535,0.1832
6,500,5,0.02,2,0.8083,0.4953,0.1832
6,600,5,0.8,2,0.844,0.1581,0.1832
4,60,5,0.08,3,0.7914,0.1484,0.2387
4,1200,5,0.06,3,0.8785,0.1383,0.2387
10,200,5,0.6,2,0.842,0.3205,0.1832
10,1200,5,0.08,1,0.8424,0.1874,0.1744
8,100,5,0.02,3,0.6992,0.3301,0.2387
10,1200,5,0.04,3,0.8744,0.1414,0.2387
10,1400,5,0.12,2,0.8425,0.4232,0.1832
10,1200,5,0.1,2,0.8416,0.4345,0.1832
8,1000,5,0.4,2,0.8438,0.3348,0.1832
8,20,5,0.06,2,0.5788,0.374,0.1832
4,1000,5,0.08,1,0.843,0.2715,0.1744
6,20,5,0.08,3,0.6554,0.2968,0.2387
8,200,5,0.14,3,0.8707,0.3258,0.2387
6,20,5,0.1,2,0.6845,0.4423,0.1832
6,400,5,0.02,3,0.8289,0.1837,0.2387
4,1000,5,0.8,1,0.8461,0.1108,0.1744
8,800,5,0.02,1,0.8256,0.2742,0.1744
4,800,5,0.1,2,0.8416,0.4219,0.1832
6,100,5,0.2,1,0.8307,0.2894,0.1744
4,20,5,0.4,3,0.8277,0.0191,0.2387
6,20,5,0.8,1,0.8212,0.1406,0.1744
4,1000,5,0.1,1,0.8441,0.2324,0.1744
10,200,5,0.08,2,0.8255,0.4735,0.1832
10,20,5,0.2,1,0.7539,0.3111,0.1744
8,100,5,0.08,3,0.8265,0.3036,0.2387
6,900,5,0.08,1,0.8424,0.2062,0.1744
4,20,5,0.06,1,0.5621,0.1522,0.1744
4,200,5,0.08,3,0.8617,0.1143,0.2387
10,300,5,0.02,2,0.7803,0.4916,0.1832
6,200,5,0.8,3,0.8812,-0.6517,0.2387
6,20,5,0.08,2,0.6454,0.4011,0.1832
4,100,5,0.4,1,0.8411,0.2476,0.1744
4,600,5,0.06,1,0.8397,0.2439,0.1744
4,1400,5,0.1,3,0.8809,0.0987,0.2387
4,700,5,0.08,1,0.8413,0.2805,0.1744
4,800,5,0.2,2,0.8433,0.4142,0.1832
10,100,5,0.04,1,0.7564,0.338,0.1744
4,600,5,0.1,2,0.8403,0.428,0.1832
4,300,5,0.6,1,0.8453,0.1987,0.1744
4,1200,5,0.08,1,0.8435,0.2682,0.1744
4,500,5,0.08,1,0.8393,0.289,0.1744
4,1200,5,0.02,3,0.8692,0.1939,0.2387
8,900,5,0.02,3,0.8629,0.2135,0.2387
4,1200,5,0.6,1,0.8461,0.1968,0.1744
10,300,5,0.1,2,0.8334,0.4572,0.1832
6,1400,5,0.6,3,0.8826,-0.1782,0.2387
10,300,5,0.6,1,0.8447,0.131,0.1744
6,1000,5,0.1,2,0.8421,0.465,0.1832
10,100,5,0.4,1,0.836,0.2215,0.1744
8,400,5,0.04,2,0.8259,0.4817,0.1832
6,1000,5,0.1,2,0.8421,0.465,0.1832
10,1200,5,0.04,3,0.8744,0.1414,0.2387
8,800,5,0.14,2,0.8417,0.4235,0.1832
8,800,5,0.1,1,0.8423,0.216,0.1744
10,400,5,0.14,1,0.8402,0.2114,0.1744
10,300,5,0.12,1,0.8353,0.2435,0.1744
10,700,5,0.06,3,0.8735,0.1173,0.2387
10,700,5,0.1,2,0.8395,0.4425,0.1832
8,1400,5,0.1,1,0.844,0.2038,0.1744
6,1000,5,0.4,1,0.8458,0.1136,0.1744
6,1400,5,0.4,1,0.846,0.1145,0.1744
10,60,5,0.02,2,0.5842,0.3881,0.1832
10,800,5,0.6,2,0.8438,0.2984,0.1832
4,60,5,0.06,2,0.7437,0.4939,0.1832
4,1200,5,0.06,3,0.8785,0.1383,0.2387
8,100,5,0.08,2,0.796,0.4828,0.1832
10,60,5,0.6,2,0.836,0.3482,0.1832
8,100,5,0.1,3,0.8403,0.1574,0.2387
8,600,5,0.06,1,0.8376,0.2357,0.1744
6,600,5,0.08,3,0.8767,0.0813,0.2387
10,1200,5,0.04,1,0.8381,0.2579,0.1744
6,500,5,0.14,1,0.842,0.2233,0.1744
6,60,5,0.12,3,0.8188,0.1679,0.2387
4,800,5,0.4,1,0.8457,0.2281,0.1744
10,500,5,0.06,3,0.8703,0.0968,0.2387
10,200,5,0.4,1,0.8415,0.201,0.1744
4,800,5,0.2,3,0.8812,-0.0486,0.2387
8,200,5,0.06,1,0.8173,0.2626,0.1744
6,1000,5,0.8,2,0.8441,0.1573,0.1832
4,300,5,0.4,3,0.8809,0.1144,0.2387
8,300,6,0.12,2,0.8583,0.6579,0.1832
8,400,6,0.1,3,0.876,0.3197,0.2387
