min_CNLs,consensus_thres,consensus_alg,random_seed,tree,learn_rate,leaves,depth,subsample,colsample_bylevel,accuracy_train,accuracy_test
5,0.25,removal,3,600,0.005,7,8,0.74,0.93,0.6367619757976006,0.22702101066784086
0,0.0,removal,3,600,0.01,7,8,0.06,0.56,0.5716900138835671,0.15833512338582456
1,0.25,removal,1,600,0.03,25,8,0.61,0.48,0.809428164020372,0.20307040952112854
3,0.2,removal,4,800,0.005,4,10,0.76,0.44,0.6315521685005865,0.39095930998276196
0,0.2,removal,2,1000,0.01,25,10,0.69,0.77,0.7268983535208029,0.347963316811708
0,0.25,replacement,1,1000,0.01,10,6,0.06,0.34,0.49331207362634877,0.2488998590753818
1,0.2,removal,2,800,0.05,7,8,0.75,0.2,0.8722213544940669,0.1626772876354765
5,0.25,replacement,4,800,0.005,7,7,0.44,0.12,0.503157663305507,-0.03900048924675259
3,0.0,replacement,3,1000,0.05,10,9,0.71,0.5,0.9355198257630799,0.3835537171897133
5,0.25,replacement,4,800,0.05,7,6,0.35,0.49,0.9218958592888095,-0.1568017878795407
5,0.0,replacement,3,600,0.05,7,6,0.5,0.05,0.7439697065027098,0.06893831929686733
3,0.2,removal,5,1000,0.03,7,8,0.85,0.06,0.7759592988612893,0.21437990278179542
1,0.0,replacement,1,1000,0.005,7,6,0.67,0.48,0.5776210930600327,0.2779449507385262
0,0.25,replacement,1,1000,0.005,13,7,0.29,0.76,0.576138512893043,0.253378284557627
5,0.2,removal,4,600,0.005,7,8,0.22,0.67,0.6136582436026302,-0.05568092351797893
3,0.25,removal,2,600,0.05,7,7,0.42,0.93,0.9001917838115103,0.14777540280909174
5,0.2,removal,5,1000,0.05,10,10,0.45,0.71,0.9588379203617237,0.25048435963385507
5,0.25,removal,5,800,0.005,7,10,0.27,0.33,0.6470406979039777,0.2795706151116153
3,0.2,removal,5,600,0.01,13,7,0.55,0.85,0.6763264354526406,0.32458544212564544
5,0.0,replacement,2,800,0.03,25,10,0.99,0.57,0.899379222006435,0.29729993171039104
5,0.25,removal,5,800,0.03,10,6,0.43,0.83,0.8756659146665678,0.26854597616358766
5,0.0,replacement,4,1000,0.005,13,9,0.59,0.72,0.701789378290625,-0.07994591218537406
