leaves,trees,FP_type,learn_rate,state,depth,subsample,colsample_bylevel,accuracy_train,accuracy_test,actual_test_size
25,700,6,0.05,2,10,0.45,0.52,0.9262,0.4859,0.202
7,500,6,0.1,1,10,0.69,0.46,0.9631,0.526,0.1983
13,700,6,0.05,3,10,0.24,0.59,0.8968,0.578,0.2169
4,500,6,0.08,1,9,0.73,0.65,0.9505,0.5263,0.1983
4,500,6,0.1,2,7,0.28,1.0,0.9322,0.465,0.202
13,600,6,0.1,3,10,0.68,0.77,0.9736,0.5604,0.2169
4,700,6,0.11,3,6,0.5,0.99,0.9598,0.57,0.2169
25,500,6,0.11,1,8,0.66,0.62,0.945,0.519,0.1983
13,600,6,0.08,3,8,0.4,0.97,0.9357,0.5737,0.2169
7,600,6,0.1,2,7,0.5,0.86,0.9615,0.4765,0.202
10,700,6,0.08,3,10,0.87,0.95,0.9723,0.553,0.2169
4,600,6,0.11,3,9,0.44,0.74,0.9686,0.5572,0.2169
7,500,6,0.1,3,6,0.3,0.61,0.9001,0.5614,0.2169
7,600,6,0.08,2,6,0.51,0.42,0.926,0.4713,0.202
25,500,6,0.05,3,10,0.61,0.65,0.9133,0.5712,0.2169
13,600,6,0.11,1,7,0.72,0.83,0.9576,0.5219,0.1983
25,700,6,0.11,1,10,0.61,0.82,0.9716,0.5378,0.1983
7,500,6,0.08,3,9,0.8,0.57,0.9534,0.5437,0.2169
7,600,6,0.1,2,6,0.71,0.88,0.9509,0.4553,0.202
13,600,6,0.08,3,10,0.29,0.65,0.9298,0.5736,0.2169
10,700,6,0.08,1,8,0.55,0.49,0.954,0.5464,0.1983
10,500,6,0.11,3,10,0.26,0.62,0.9367,0.5702,0.2169
10,600,6,0.1,2,6,0.29,0.44,0.9034,0.5233,0.202
25,700,6,0.1,1,10,0.7,0.75,0.9718,0.5445,0.1983
7,600,6,0.1,2,7,0.87,0.93,0.9647,0.4724,0.202
13,700,6,0.08,1,7,0.49,0.43,0.9363,0.5428,0.1983
