leaves,trees,FP_type,learn_rate,state,depth,subsample,colsample_bylevel,accuracy_train,accuracy_test,actual_test_size
4,700,6,0.11,2,7,0.23,0.78,0.9442,0.5022,0.202
13,600,6,0.05,1,9,0.85,0.61,0.9253,0.5279,0.1983
13,600,6,0.08,1,9,0.87,0.49,0.9558,0.5366,0.1983
13,700,6,0.05,1,6,0.8,0.53,0.8932,0.51,0.1983
4,700,6,0.08,2,6,0.26,0.77,0.9154,0.5089,0.202
7,700,6,0.05,1,7,0.27,0.64,0.8828,0.51,0.1983
10,600,6,0.05,2,7,0.65,0.45,0.9083,0.5205,0.202
25,700,6,0.1,1,7,0.73,0.97,0.9545,0.5238,0.1983
4,500,6,0.1,1,8,0.77,0.74,0.9623,0.5531,0.1983
4,600,6,0.05,1,10,0.43,1.0,0.9273,0.5135,0.1983
7,500,6,0.1,1,8,0.65,0.85,0.9611,0.533,0.1983
4,600,6,0.11,3,10,0.33,1.0,0.9617,0.6345,0.2169
4,500,6,0.11,1,8,0.62,0.85,0.9669,0.5001,0.1983
4,500,6,0.08,1,10,0.43,0.43,0.9377,0.5248,0.1983
25,500,6,0.11,1,7,0.51,0.53,0.9162,0.5014,0.1983
7,600,6,0.05,3,8,0.48,0.64,0.9166,0.6281,0.2169
10,500,6,0.08,2,7,0.49,0.43,0.9227,0.5294,0.202
10,600,6,0.11,1,8,0.25,0.94,0.9313,0.5281,0.1983
7,700,6,0.05,2,9,0.2,0.68,0.8963,0.5169,0.202
13,500,6,0.05,2,7,0.63,0.89,0.8959,0.5231,0.202
7,600,6,0.11,3,8,0.49,0.52,0.9629,0.6291,0.2169
25,500,6,0.08,1,8,0.69,0.87,0.9329,0.5344,0.1983
4,500,6,0.11,1,10,0.29,0.74,0.9449,0.4944,0.1983
10,700,6,0.05,3,8,0.53,0.77,0.9309,0.6418,0.2169
10,700,6,0.11,3,6,0.41,0.84,0.9361,0.6215,0.2169
