min_CNLs,consensus_thres,consensus_alg,random_seed,tree,learn_rate,leaves,depth,subsample,colsample_bylevel,accuracy_train,accuracy_test
0,0.2,replacement,1,800,0.01,7,5,0.42,0.8,0.5879398752568359,0.26538479948480065
3,0.25,removal,1,1000,0.1,13,9,0.93,0.4,0.9710983274612932,0.030385142903665008
5,0.0,removal,2,800,0.01,4,9,0.86,0.39,0.713298940224645,0.2704724762654974
0,0.25,replacement,2,800,0.1,4,6,0.55,0.13,0.9124332435615027,0.2796432716458038
0,0.25,replacement,1,1000,0.05,7,9,0.46,0.4,0.9336162004131507,0.2632355431171236
3,0.0,replacement,3,1000,0.08,7,4,0.71,0.73,0.8702764224887984,0.30377910646851813
3,0.2,removal,3,1000,0.08,10,7,0.82,0.13,0.9194902996989656,0.3189410833654668
5,0.25,replacement,1,600,0.01,4,7,0.38,0.74,0.6606787042835599,0.31997823106441425
3,0.2,removal,1,600,0.05,13,10,0.87,0.71,0.910226670858806,0.1600602253430714
0,0.0,replacement,2,600,0.01,13,6,0.95,0.77,0.5751513603665251,0.3652463716611484
0,0.25,removal,1,1000,0.08,13,9,0.75,0.94,0.9349108964569741,0.2018243140813325
5,0.2,replacement,1,800,0.1,10,9,0.89,0.21,0.9890867718135464,0.3144270926095599
0,0.0,replacement,1,600,0.01,13,5,0.95,0.1,0.42869283277053705,0.25744557594337714
3,0.0,replacement,1,800,0.01,25,10,0.83,0.9,0.7469126382138114,0.22289181906568567
5,0.2,replacement,3,1000,0.1,7,7,0.64,0.88,0.994018462896369,0.10803456846084436
3,0.25,removal,1,800,0.01,7,6,0.77,0.49,0.6791200012184146,0.25945841912901
3,0.0,removal,2,1000,0.1,10,10,0.42,0.25,0.9536324931792687,0.13990950226935628
3,0.2,replacement,1,1000,0.08,13,5,0.24,0.94,0.918150809183125,0.0882435156632011
5,0.0,replacement,1,1000,0.05,13,7,0.52,0.2,0.9115594668503711,0.3200290531097545
0,0.2,removal,2,600,0.1,7,8,0.43,0.1,0.7961808620910991,0.2916386174691453
0,0.2,removal,1,1000,0.1,10,9,0.78,0.75,0.9441213430675012,0.13629638700075553
5,0.2,replacement,3,800,0.1,25,4,0.43,0.22,0.8751110501251417,0.10046034849432628
3,0.2,replacement,2,600,0.01,7,8,0.5,0.06,0.5496528330869168,0.24173445575842523
0,0.0,replacement,2,1000,0.01,25,5,0.31,0.78,0.585888457478335,0.3611898221401697
5,0.0,replacement,2,1000,0.01,7,5,0.73,0.05,0.5423648293228445,0.20124084370382977
0,0.0,removal,1,800,0.05,25,10,0.75,0.37,0.8700358892144812,0.24925074892950305
3,0.2,replacement,1,800,0.05,25,7,0.79,0.21,0.938068552978319,0.09864418159421873
0,0.2,removal,2,800,0.05,4,5,0.07,0.74,0.7494579780325885,0.3417095164180459
3,0.2,replacement,1,1000,0.08,25,8,0.78,0.13,0.974216016348803,0.07012390396474177
