leaves,trees,FP_type,learn_rate,state,accuracy_train,accuracy_test,actual_test_size
6,1200,15,0.02,2,0.7501,0.4631,0.2144
14,1200,15,0.1,1,0.9333,0.3448,0.2082
6,500,15,0.12,3,0.8415,0.2882,0.2
12,1600,15,0.1,3,0.9648,0.3018,0.2
12,500,15,0.1,1,0.8428,0.3752,0.2082
8,1600,15,0.18,3,0.9815,0.297,0.2
12,500,15,0.06,2,0.7735,0.4664,0.2144
12,500,15,0.08,3,0.8355,0.2935,0.2
6,300,15,0.15,3,0.8589,0.2787,0.2
14,1400,15,0.1,2,0.8984,0.4634,0.2144
14,1400,15,0.02,3,0.7971,0.2953,0.2
10,500,15,0.04,3,0.7953,0.2954,0.2
14,1000,15,0.25,1,0.9712,0.3008,0.2082
8,500,15,0.18,3,0.9008,0.2559,0.2
14,800,15,0.1,3,0.919,0.31,0.2
8,1400,15,0.18,3,0.9775,0.3039,0.2
10,800,15,0.25,1,0.9671,0.3097,0.2082
8,1200,15,0.1,3,0.9587,0.2852,0.2
16,1000,15,0.15,1,0.9321,0.3595,0.2082
10,500,15,0.15,1,0.8656,0.3623,0.2082
10,1000,15,0.15,3,0.9513,0.3186,0.2
12,1000,15,0.12,3,0.9526,0.3076,0.2
8,1200,15,0.08,1,0.8913,0.3523,0.2082
14,1000,15,0.08,3,0.8976,0.307,0.2
8,1000,15,0.06,1,0.8663,0.37,0.2082
12,100,15,0.1,2,0.6101,0.4272,0.2144
8,100,15,0.1,2,0.6756,0.4126,0.2144
12,100,15,0.06,3,0.5488,0.172,0.2
14,1200,15,0.18,1,0.9775,0.3343,0.2082
10,300,15,0.12,3,0.8352,0.27,0.2
8,1200,15,0.08,1,0.9283,0.357,0.2082
8,1000,15,0.25,1,0.9876,0.2367,0.2082
12,1000,15,0.15,1,0.9657,0.3281,0.2082
16,1200,15,0.18,2,0.9277,0.4288,0.2144
16,1400,15,0.04,3,0.8853,0.3223,0.2
6,100,15,0.08,3,0.6493,0.2205,0.2
10,800,15,0.06,2,0.8855,0.4575,0.2144
8,100,15,0.18,3,0.7099,0.2256,0.2
16,1000,15,0.15,2,0.9169,0.4626,0.2144
12,300,15,0.02,1,0.59,0.3046,0.2082
16,1400,15,0.25,2,0.984,0.4004,0.2144
6,1400,15,0.18,1,0.9801,0.3054,0.2082
16,500,15,0.1,2,0.8706,0.4594,0.2144
16,500,15,0.25,2,0.9417,0.4345,0.2144
16,300,15,0.04,1,0.6509,0.3436,0.2082
6,1600,15,0.1,2,0.9614,0.4505,0.2144
8,500,15,0.18,1,0.9034,0.3525,0.2082
6,800,16,0.08,1,0.9748,0.6281,0.219
10,300,16,0.18,3,0.9258,0.4769,0.2051
6,1600,16,0.06,3,0.9841,0.472,0.2051
12,100,16,0.04,1,0.661,0.5348,0.219
8,1200,16,0.04,2,0.9625,0.4275,0.1784
14,800,16,0.02,2,0.8218,0.4389,0.1784
6,300,16,0.12,1,0.9421,0.623,0.219
16,1000,16,0.04,1,0.9347,0.6088,0.219
8,1600,16,0.25,3,0.9993,0.4579,0.2051
10,1000,16,0.02,1,0.8165,0.609,0.219
8,1400,16,0.06,3,0.9763,0.4763,0.2051
14,1400,16,0.12,1,0.9805,0.6059,0.219
6,1200,16,0.18,1,0.9971,0.5839,0.219
16,100,16,0.15,2,0.8229,0.4326,0.1784
6,1000,16,0.04,3,0.9106,0.4707,0.2051
12,1000,16,0.1,2,0.9734,0.4306,0.1784
12,1400,16,0.25,3,0.9981,0.4162,0.2051
