leaves,trees,FP_type,learn_rate,state,accuracy_train,accuracy_test,actual_test_size
10,500,1,0.12,3,0.9835,0.4411,0.1923
8,300,1,0.4,1,0.9944,0.4046,0.2051
6,300,1,0.02,1,0.7494,0.3962,0.2051
4,500,1,0.06,3,0.9564,0.4492,0.1923
6,500,1,0.8,3,0.9961,0.1481,0.1923
6,300,1,0.8,1,0.9969,0.3004,0.2051
4,100,1,0.6,3,0.9847,0.2849,0.1923
4,100,1,0.04,2,0.7014,0.2203,0.2113
4,100,1,0.6,1,0.9849,0.2701,0.2051
10,1200,1,0.02,2,0.9472,0.2158,0.2113
10,100,1,0.14,2,0.8949,0.1754,0.2113
4,600,1,0.12,1,0.9879,0.4708,0.2051
8,1400,1,0.6,3,0.9961,0.3122,0.1923
10,800,1,0.12,1,0.9917,0.4205,0.2051
6,600,1,0.8,1,0.9971,0.3005,0.2051
10,1200,1,0.12,2,0.995,0.0746,0.2113
6,200,1,0.4,3,0.99,0.3828,0.1923
10,400,1,0.4,2,0.9955,-0.0982,0.2113
6,500,1,0.08,1,0.9705,0.4651,0.2051
10,500,1,0.06,2,0.9602,0.1368,0.2113
4,800,1,0.08,3,0.9856,0.4316,0.1923
6,200,1,0.6,2,0.9943,-0.0826,0.2113
4,100,1,0.06,2,0.7644,0.2158,0.2113
4,1400,1,0.6,3,0.9961,0.2739,0.1923
10,1400,1,0.04,2,0.9828,0.1425,0.2113
10,800,1,0.8,2,0.9965,-0.1803,0.2113
6,1600,1,0.2,2,0.9964,0.1103,0.2113
6,100,1,0.04,1,0.6845,0.3721,0.2051
8,100,1,0.2,3,0.9278,0.4298,0.1923
10,1000,1,0.04,1,0.9699,0.4786,0.2051
4,1000,1,0.2,1,0.9966,0.4709,0.2051
10,200,1,0.4,1,0.9901,0.3236,0.2051
8,100,1,0.6,3,0.9838,0.3245,0.1923
8,1000,1,0.1,1,0.9921,0.441,0.2051
4,600,1,0.14,1,0.9904,0.4584,0.2051
6,600,1,0.1,1,0.984,0.4763,0.2051
6,800,1,0.14,3,0.9931,0.417,0.1923
10,300,1,0.2,2,0.9851,0.1314,0.2113
10,300,1,0.4,1,0.9942,0.3179,0.2051
