min_CNLs,consensus_thres,consensus_alg,random_seed,tree,learn_rate,leaves,depth,subsample,colsample_bylevel,accuracy_train,accuracy_test
5,0.25,replacement,2,800,0.05,10,4,0.62,0.58,0.8556770066516197,0.27599633105913823
3,0.2,removal,2,1000,0.08,25,6,0.76,0.28,0.9426401550822879,0.11692683789611458
5,0.25,removal,3,1000,0.08,13,5,0.33,0.84,0.9424914909222079,0.08662062006094162
0,0.25,removal,1,1000,0.1,7,6,0.56,0.41,0.9209891816946583,0.21434504600391524
0,0.25,removal,1,1000,0.01,13,7,0.41,0.39,0.6685821999009831,0.27916565847501285
3,0.25,replacement,1,600,0.01,10,9,0.91,0.13,0.5955348550248685,0.2181020131872058
0,0.25,replacement,2,800,0.1,10,7,0.53,0.23,0.9460366517995203,0.2765569567901527
5,0.25,replacement,2,1000,0.1,13,9,0.82,0.46,0.9940302269719529,0.166175350963352
0,0.2,replacement,2,1000,0.08,10,10,0.17,0.52,0.9314329131977368,0.2979365099186295
3,0.2,removal,1,800,0.01,7,9,0.6,0.31,0.7182832593481848,0.26187686702877544
3,0.2,replacement,2,800,0.08,4,9,0.89,0.46,0.9842302031977368,0.1253182643062275
3,0.25,removal,1,1000,0.01,7,7,0.31,0.22,0.7015434167932962,0.2602431768113984
0,0.2,replacement,1,800,0.01,4,8,0.79,0.21,0.6245431212489282,0.26151130277048495
3,0.2,removal,3,800,0.1,13,7,0.37,0.86,0.958126838187526,0.3742832316259652
0,0.0,replacement,2,800,0.05,10,7,0.87,0.15,0.7945642163469117,0.32420017239084975
0,0.2,removal,3,1000,0.05,25,4,0.81,0.94,0.7885558284057597,0.09464703847080636
5,0.2,replacement,2,600,0.08,13,8,0.65,0.33,0.97092812622848,0.22070332828829053
5,0.25,replacement,1,1000,0.05,4,9,0.68,0.96,0.9808732268848768,0.28166943954861035
5,0.0,replacement,2,1000,0.08,25,6,0.73,0.83,0.9626679090729522,0.1855945154925801
0,0.2,removal,2,1000,0.05,13,6,0.71,0.12,0.7839559112222838,0.31167272806802837
0,0.0,removal,1,1000,0.05,13,7,0.79,0.78,0.9065220011271277,0.21923296661338665
3,0.25,replacement,3,600,0.08,4,9,0.49,0.99,0.9659321686200312,0.34959635979887316
5,0.2,removal,3,800,0.05,25,8,0.36,0.89,0.9389831696900982,0.15013434118949698
5,0.0,removal,3,800,0.01,4,10,0.82,0.31,0.7371883123400882,0.2072930248224497
5,0.2,replacement,3,800,0.08,13,10,0.75,0.32,0.9861344861299154,0.11774098120652154
0,0.25,removal,3,600,0.05,4,7,0.31,0.85,0.8379985773094508,0.13113925870815368
5,0.2,removal,1,1000,0.01,13,7,0.86,0.95,0.7794114873920701,0.33151934699804564
3,0.2,replacement,3,1000,0.01,25,7,0.89,0.65,0.7550140901446356,0.383408645143796
3,0.25,replacement,1,1000,0.05,4,7,0.85,0.89,0.9700164142799671,0.0773787207419635
0,0.2,removal,3,800,0.01,13,5,0.31,0.17,0.5055874485602783,0.1613772976544252
0,0.0,replacement,3,800,0.05,25,7,0.46,0.1,0.7503749315944905,0.08560311889217376
5,0.0,replacement,1,1000,0.1,7,7,0.64,0.61,0.9742949035998382,0.25544474715194154
0,0.0,removal,2,1000,0.05,4,10,0.89,0.93,0.9171413914893125,0.29192233892774244
5,0.2,replacement,2,1000,0.08,7,8,0.12,0.66,0.9436592171256244,0.2272763560885841
3,0.0,removal,2,600,0.1,25,8,0.05,0.07,0.7712193244879925,0.209882940238585
0,0.0,removal,2,600,0.08,25,4,0.3,0.05,0.578723762367148,0.29183563253450306
0,0.25,replacement,3,600,0.01,4,5,0.46,0.71,0.5397413403730092,0.19659064163271
5,0.25,replacement,2,1000,0.1,4,7,0.59,0.26,0.9867988739117789,0.20314015408130248
5,0.2,replacement,2,600,0.08,4,10,0.29,0.79,0.9626866355258836,0.23382302169332891
0,0.25,replacement,1,1000,0.08,13,4,0.24,0.57,0.8138640982351552,0.2513443346634714
0,0.2,replacement,3,600,0.08,7,4,0.73,0.89,0.8436221183818267,0.15456860100199
5,0.0,replacement,3,600,0.08,13,9,0.93,0.39,0.9469950036171679,0.09734867991905138
3,0.25,replacement,2,800,0.1,13,4,0.98,0.24,0.9096908843047523,0.06622915348469138
3,0.25,removal,1,800,0.1,10,6,0.37,0.06,0.8472015401072559,0.02668871709879672
5,0.2,removal,1,1000,0.1,25,8,0.07,0.3,0.9198330375833546,0.21750483239178153
3,0.25,removal,2,1000,0.01,4,6,0.5,0.65,0.7191985066737377,0.26121876037987357
5,0.2,replacement,2,600,0.1,7,8,0.88,0.06,0.9425004730174468,0.1790334321306959
5,0.2,removal,1,800,0.01,4,10,0.44,0.78,0.772088071382209,0.3367812301592017
5,0.0,removal,1,800,0.05,13,8,0.6,0.24,0.9174829874213231,0.2966008656529434
5,0.2,removal,2,600,0.01,10,7,0.49,0.19,0.6386435161878138,0.2915734772393833
0,0.0,removal,2,600,0.1,7,4,0.43,0.42,0.7761035048264259,0.31553368243625435
5,0.0,removal,2,1000,0.08,7,5,0.14,0.12,0.8413356976538209,0.22243826080469342
3,0.0,removal,2,1000,0.01,10,6,0.16,0.92,0.7007896358354968,0.27913567541789186
3,0.0,removal,3,1000,0.05,13,6,0.91,0.37,0.9089820855153257,0.37639763043173624
3,0.0,removal,3,800,0.01,4,9,0.11,0.44,0.6750398397146915,0.4165328054430244
5,0.0,replacement,1,800,0.08,4,6,0.07,0.53,0.8874555865967413,0.2966567198409652
3,0.25,removal,2,800,0.08,7,7,0.53,0.73,0.9545344506443731,0.08869928654256842
3,0.25,removal,3,1000,0.01,7,4,0.17,0.94,0.6031766178772093,0.4093856775782988
3,0.2,replacement,1,800,0.1,4,10,0.18,0.23,0.9465510766352856,0.09365056852018372
5,0.2,removal,3,600,0.1,4,10,0.5,0.6,0.9626965301830084,0.17973301006532272
5,0.0,removal,1,1000,0.01,4,6,0.77,0.15,0.6675960342194007,0.3329259195712877
5,0.0,replacement,1,800,0.05,25,6,0.58,0.3,0.902069318821393,0.3024797567724733
3,0.0,removal,2,600,0.08,13,9,0.11,0.17,0.8511144350454714,0.15649236412915601
0,0.25,replacement,2,800,0.08,7,10,0.96,0.26,0.9652187847613272,0.2980366749280787
5,0.25,replacement,3,1000,0.01,7,8,0.95,0.3,0.7726826012945527,0.19459505266513333
5,0.0,removal,2,600,0.01,25,4,0.59,0.76,0.5619738342382696,0.3044835780546138
