min_CNLs,consensus_thres,consensus_alg,random_seed,tree,learn_rate,depth,accuracy_train,accuracy_test
1,0.1,replacement,1,800,0.08,8,0.9796873147050715,0.23138506846088736
1,0.1,replacement,2,800,0.1,4,0.9202037843313157,0.2748198095197468
0,0.0,replacement,1,600,0.1,10,0.9559626245575411,0.08740574940042622
2,0.1,removal,3,400,0.12,4,0.8300069900962974,0.31597460695263324
0,0.1,replacement,1,400,0.12,6,0.9438343281785831,0.1603233719626187
0,0.2,replacement,3,600,0.1,8,0.9713686829782768,0.21267000302417938
1,0.0,replacement,2,1000,0.1,10,0.9756075107922938,0.23228961462079234
2,0.2,replacement,2,1000,0.12,8,0.9953772362271102,0.2514555549418086
0,0.25,replacement,3,400,0.08,6,0.889435975601807,0.2617059722526409
3,0.25,removal,3,600,0.05,10,0.9209174284374445,0.3235616579862093
3,0.2,removal,2,800,0.08,6,0.9499026537276833,0.4132842772756756
3,0.1,replacement,3,400,0.12,8,0.9769719486675293,0.3427200798154195
3,0.1,replacement,1,400,0.05,8,0.9000787949060116,0.34925408782061484
3,0.25,replacement,1,400,0.12,6,0.9558165786221724,0.34521131400121274
2,0.1,replacement,1,1000,0.05,6,0.9571093687755411,0.2470840426333918
2,0.25,removal,1,800,0.08,6,0.9477465068832751,0.15510464424466597
0,0.1,removal,3,1000,0.05,6,0.9145653855729616,0.05197044538625262
1,0.0,replacement,3,600,0.1,4,0.8480985695484575,0.26241981858737984
1,0.25,removal,2,400,0.08,4,0.7446483592789578,0.337674840087427
1,0.1,replacement,2,400,0.12,4,0.864232205349671,0.2978687038452923
0,0.1,removal,2,800,0.08,10,0.955436805889179,0.36946329449915793
1,0.0,replacement,2,800,0.12,8,0.9714355550848136,0.21452488162146155
3,0.1,removal,3,400,0.12,4,0.8375668216983597,0.35847162694483237
1,0.2,replacement,1,800,0.08,6,0.9620790361521498,0.2605350595210578
3,0.25,removal,1,800,0.08,4,0.8775981201352675,0.27028457756687907
0,0.1,replacement,1,800,0.12,10,0.9910444682585626,0.10079676943846394
1,0.0,replacement,2,800,0.08,6,0.9364803768505121,0.30885500618732464
1,0.25,replacement,2,1000,0.1,6,0.9815433184864317,0.248639004891838
0,0.1,removal,1,1000,0.08,10,0.9688649018795212,0.06879562494168412
2,0.2,replacement,3,800,0.08,10,0.9838919554351138,0.32161178714256256
3,0.0,removal,1,800,0.08,10,0.9656120955960737,0.28765945154862005
1,0.0,removal,3,1000,0.08,10,0.9689988284886376,0.22957958047555538
3,0.25,removal,3,1000,0.12,10,0.9851830334530066,0.27688769646274525
1,0.0,replacement,2,600,0.1,6,0.9340007220587409,0.2700253620124783
0,0.2,replacement,1,1000,0.12,10,0.9935803654744882,0.11150060883674973
1,0.0,removal,3,600,0.1,6,0.9355575754253933,0.23479511218047844
0,0.2,replacement,2,800,0.1,8,0.9830066240781766,0.3495597453945858
2,0.2,replacement,3,800,0.08,8,0.9820761139035677,0.3343500828557927
0,0.2,replacement,3,400,0.12,6,0.934784763718762,0.2258215162403313
2,0.1,removal,2,400,0.12,4,0.8357144741602055,0.2783026136743383
0,0.25,replacement,3,1000,0.1,10,0.9896977737625285,0.1465134663898564
1,0.0,removal,3,800,0.1,4,0.8851411325070723,0.2534582400830099
0,0.0,removal,3,400,0.12,10,0.9375118964384872,0.057874347484713096
3,0.1,replacement,2,1000,0.05,6,0.9632052453964158,0.3557205731551689
2,0.0,removal,3,1000,0.05,4,0.8284930009025759,0.31100120359315697
3,0.25,removal,3,800,0.08,10,0.9650443056617246,0.3251536512160864
3,0.25,removal,1,1000,0.05,10,0.9574272666593574,0.2805545590085935
2,0.25,removal,2,800,0.1,6,0.9584529881899083,0.09900094043630048
3,0.1,replacement,2,1000,0.05,8,0.9772572104373306,0.358199622661198
1,0.0,removal,2,1000,0.1,8,0.974306032263604,0.24612784630907658
3,0.0,replacement,3,1000,0.05,10,0.9525605224215955,0.31439129806821275
3,0.1,replacement,3,1000,0.12,8,0.99669995928157,0.3367943582029931
0,0.2,removal,1,400,0.05,8,0.8419498102119666,0.18077291076271418
1,0.25,replacement,1,600,0.05,8,0.9195037341438947,0.28654552399963074
0,0.25,replacement,3,1000,0.12,4,0.9397304031310091,0.20710893606148495
2,0.1,removal,1,600,0.05,8,0.9053548763145023,0.1927693113517065
0,0.25,replacement,3,1000,0.08,6,0.9682910203628917,0.2048541725662274
3,0.25,removal,1,1000,0.05,4,0.8485111217525012,0.2963143768129678
2,0.1,removal,2,800,0.05,10,0.9347503979102969,0.21651384649603578
1,0.0,removal,1,600,0.12,8,0.9589388693256594,0.10778961778689167
0,0.0,replacement,3,800,0.12,4,0.892590434604964,-0.02669513768279752
2,0.0,removal,1,600,0.12,6,0.9555760624112534,0.1355222596646395
2,0.0,replacement,3,400,0.1,8,0.927151546974963,0.2664641523402228
3,0.1,removal,3,1000,0.12,4,0.932178700306329,0.3212603992692138
0,0.0,removal,1,800,0.05,10,0.926569919408863,0.14390687115071887
2,0.2,replacement,2,1000,0.08,10,0.9906649479508549,0.2556554414209461
2,0.1,replacement,3,400,0.12,4,0.8744890129723203,0.3435378413745347
3,0.2,replacement,1,800,0.08,10,0.9869095086922755,0.3499750909489876
2,0.25,removal,1,1000,0.1,4,0.9168709282720235,0.14356692034151164
3,0.2,replacement,2,600,0.1,4,0.9087339248992179,0.3326883750316535
0,0.25,replacement,2,800,0.1,8,0.9816650953225327,0.35035903977114047
0,0.2,removal,1,800,0.05,4,0.7800628785684507,0.199394245777042
3,0.2,replacement,2,1000,0.08,6,0.9835625376958224,0.3585412250448037
3,0.25,removal,2,600,0.05,10,0.9220414829121306,0.41646219201626533
0,0.0,removal,1,400,0.12,10,0.9425967933453839,0.06788626299465472
1,0.0,removal,1,400,0.1,4,0.7781704857782867,0.2815195047098831
0,0.2,removal,1,600,0.1,8,0.9508009748051176,0.1007341893812369
2,0.0,replacement,3,600,0.12,6,0.9518351577908146,0.17799009385723397
0,0.2,replacement,2,600,0.08,6,0.931882784677758,0.36125391561954734
3,0.2,replacement,2,600,0.05,10,0.9535687164876041,0.3730661671101204
3,0.2,removal,1,800,0.08,8,0.9649485887219437,0.27388836966185015
3,0.25,replacement,2,1000,0.08,6,0.9809066915465954,0.361510615544654
1,0.0,removal,2,400,0.05,8,0.8389219378038504,0.3393686001927463
1,0.2,replacement,3,800,0.08,6,0.9624485252543061,0.33292468182341917
2,0.2,replacement,1,400,0.1,6,0.9350961567954996,0.23827701198430062
2,0.0,removal,3,800,0.05,4,0.7976787314059752,0.3250356373609574
0,0.0,removal,3,800,0.12,10,0.9738459866410879,-0.05870343547807644
3,0.0,removal,1,400,0.12,4,0.8458225159141755,0.3089231028090108
0,0.2,replacement,2,800,0.08,8,0.9739507822787467,0.3552796059152994
2,0.25,removal,2,600,0.12,10,0.9676027607307219,0.1088762856215344
0,0.0,replacement,3,800,0.1,6,0.9504759962105069,-0.07510758198289369
2,0.25,replacement,3,1000,0.05,4,0.8687252584310399,0.33879208265769434
3,0.1,removal,3,600,0.12,10,0.9681213688767408,0.28145055717913814
2,0.25,replacement,2,600,0.08,6,0.9502290250858876,0.2990918582703188
2,0.1,removal,1,400,0.1,6,0.9107844686988533,0.18604230109684639
0,0.0,replacement,1,400,0.1,6,0.8993148551347943,0.10542497279683505
1,0.1,replacement,1,1000,0.05,10,0.9745388759419208,0.24278196854642475
3,0.0,replacement,2,400,0.08,4,0.7703828556376927,0.43006818806644986
1,0.25,removal,1,400,0.12,8,0.9349580603065959,0.10963573864839726
0,0.25,replacement,1,600,0.1,6,0.9518269228045683,0.16554388559234035
1,0.25,replacement,2,1000,0.12,8,0.9934948363085425,0.25174575237598307
1,0.0,replacement,3,800,0.12,8,0.97266206778854,0.22673144702578918
1,0.0,replacement,1,400,0.1,4,0.7781704857782867,0.2815195047098831
0,0.25,replacement,3,600,0.12,4,0.8902323371991038,0.23818112112033973
0,0.1,removal,3,400,0.12,8,0.9282601460238994,0.08081972221469158
3,0.2,replacement,2,600,0.1,4,0.9087339248992179,0.3326883750316535
0,0.0,replacement,1,800,0.08,8,0.9561576994382202,0.09024558217767575
3,0.1,removal,2,400,0.12,4,0.8319187326323754,0.4253841408702965
2,0.25,replacement,1,600,0.1,4,0.8845290084350915,0.2497042358976067
1,0.1,replacement,1,600,0.08,6,0.9464232699900055,0.26134206860335163
1,0.2,removal,2,600,0.08,4,0.8114032264022677,0.3167254111718768
2,0.0,removal,1,1000,0.05,6,0.9275233597759034,0.19717631696211946
1,0.25,replacement,2,600,0.08,10,0.9679840013206927,0.2976183829285455
3,0.0,replacement,1,400,0.05,4,0.7125543988790928,0.3565095364433071
2,0.1,replacement,1,400,0.05,4,0.7326608785029756,0.2850044669627948
0,0.0,removal,2,800,0.12,4,0.8889030033306126,0.3863563963443859
2,0.0,removal,2,1000,0.05,4,0.8364434821687796,0.2521278743526155
1,0.0,replacement,3,1000,0.05,6,0.9226801080469685,0.24871925880429402
0,0.0,replacement,1,800,0.1,4,0.8793451524994798,0.15270274571114806
2,0.2,removal,2,800,0.12,4,0.913500321407249,0.06320670344683332
0,0.1,replacement,3,800,0.08,6,0.9638942857343693,0.2163315046576062
3,0.2,removal,3,400,0.05,8,0.8550228946659768,0.3744942729739291
2,0.25,replacement,3,400,0.08,6,0.9089905506493166,0.3325505582841283
0,0.0,removal,1,1000,0.1,8,0.9731619054031349,0.05580795640342584
3,0.1,removal,1,400,0.08,4,0.787901392429132,0.3310506870869483
3,0.1,replacement,3,600,0.05,4,0.8204081033891807,0.3698022597360504
3,0.1,removal,1,600,0.05,8,0.9158268209685436,0.2959557742694777
1,0.2,removal,2,400,0.1,4,0.7835645399598058,0.33218442303576223
3,0.1,removal,1,600,0.05,6,0.892211395854653,0.30417484093518543
2,0.25,removal,3,1000,0.08,6,0.9578021126426048,0.2216303424334184
1,0.2,removal,1,600,0.05,10,0.9055792758376037,0.23662831576654952
2,0.25,removal,2,800,0.08,8,0.961420968036601,0.14184769517460583
2,0.0,removal,2,1000,0.12,6,0.9745534743964699,0.07577636308579894
3,0.2,removal,3,800,0.12,4,0.9161106622568662,0.34220576833074035
3,0.2,removal,3,1000,0.05,6,0.9303695878668755,0.3557750743516589
0,0.0,removal,2,400,0.05,10,0.8430316368602015,0.4333579823020801
1,0.25,removal,2,1000,0.12,4,0.921087352682036,0.27800651381607866
3,0.1,removal,3,1000,0.08,8,0.9706044347870665,0.2909347803403003
1,0.25,removal,2,800,0.05,10,0.9321094185515187,0.2881583489945245
0,0.1,removal,3,1000,0.05,4,0.8062272727748803,0.17223276915165298
1,0.25,removal,2,1000,0.05,10,0.9470397573813472,0.2798334276851856
0,0.1,removal,1,600,0.1,8,0.9506118853148343,0.08755381604136747
3,0.1,replacement,3,400,0.08,10,0.960143153933184,0.3373295560821714
3,0.25,replacement,1,800,0.08,6,0.9720657955801969,0.34449409664541386
1,0.2,removal,3,600,0.05,8,0.9019757786520751,0.2456371922713807
0,0.2,replacement,2,1000,0.1,4,0.923073561443443,0.34826569260400375
1,0.0,removal,1,800,0.05,10,0.9286112952027211,0.1859456166546236
0,0.1,replacement,3,600,0.05,4,0.7838503765081598,0.31981088121491763
2,0.0,replacement,3,1000,0.1,6,0.9668633276657173,0.1750559864715786
3,0.25,replacement,1,600,0.12,4,0.9201229483183146,0.3546239846845375
1,0.1,removal,1,600,0.12,4,0.8621317008320347,0.13965994205226728
0,0.2,removal,2,600,0.12,10,0.9613502437503462,0.3572853657870615
3,0.2,replacement,1,400,0.1,4,0.856472697334639,0.3604081835749272
0,0.0,replacement,3,1000,0.12,4,0.9138483393467932,-0.07872642939896002
