leaves,trees,FP_type,learn_rate,state,depth,subsample,colsample_bylevel,accuracy_train,accuracy_test,actual_test_size
4,600,6,0.08,2,10,0.8,0.64,0.9738,0.4982,0.202
25,700,6,0.05,3,9,0.35,0.52,0.899,0.6172,0.2169
25,600,6,0.05,3,9,0.69,0.84,0.9275,0.6176,0.2169
10,600,6,0.1,2,7,0.6,0.6,0.9609,0.501,0.202
10,500,6,0.05,1,9,0.58,0.78,0.9232,0.5372,0.1983
13,600,6,0.1,3,10,0.38,0.75,0.9609,0.6108,0.2169
7,700,6,0.1,2,8,0.69,0.82,0.9805,0.4967,0.202
4,600,6,0.05,2,7,0.39,0.98,0.921,0.5204,0.202
7,700,6,0.05,2,10,0.71,0.56,0.9548,0.515,0.202
13,600,6,0.08,2,9,0.44,0.75,0.9578,0.517,0.202
13,500,6,0.1,2,7,0.43,0.61,0.9368,0.5214,0.202
13,700,6,0.05,2,9,0.43,0.67,0.9411,0.5155,0.202
10,500,6,0.11,1,7,0.35,0.57,0.9329,0.5304,0.1983
13,600,6,0.11,3,8,0.53,0.65,0.9652,0.5827,0.2169
7,500,6,0.11,2,7,0.68,0.77,0.9652,0.5109,0.202
13,600,6,0.08,1,7,0.21,0.9,0.8851,0.5107,0.1983
10,500,6,0.08,3,6,0.5,0.84,0.9137,0.6181,0.2169
10,500,6,0.05,1,6,0.24,0.73,0.8274,0.4757,0.1983
4,600,6,0.1,2,6,0.33,0.9,0.9424,0.5311,0.202
13,600,6,0.08,2,10,0.23,0.65,0.9284,0.5091,0.202
25,700,6,0.1,2,6,0.81,0.83,0.9431,0.4943,0.202
7,500,6,0.1,2,10,0.63,0.78,0.9759,0.4822,0.202
7,500,6,0.08,2,6,0.69,0.81,0.9305,0.5102,0.202
13,700,6,0.05,2,8,0.2,1.0,0.8798,0.5138,0.202
7,600,6,0.08,2,8,0.23,0.67,0.9275,0.5386,0.202
10,500,6,0.1,1,8,0.26,0.99,0.9276,0.5079,0.1983
4,600,6,0.05,2,7,0.71,0.79,0.928,0.5335,0.202
7,600,6,0.11,1,8,0.34,0.52,0.9545,0.5478,0.1983
7,600,6,0.05,3,9,0.36,0.79,0.9237,0.6226,0.2169
7,600,6,0.11,3,8,0.41,0.48,0.9611,0.618,0.2169
13,500,6,0.11,1,9,0.47,0.99,0.964,0.5372,0.1983
13,600,6,0.05,3,6,0.33,0.63,0.8503,0.6188,0.2169
4,600,6,0.05,1,8,0.38,0.68,0.9183,0.5463,0.1983
4,500,6,0.11,1,7,0.5,0.99,0.9601,0.5492,0.1983
10,500,6,0.1,3,6,0.9,0.63,0.9325,0.5789,0.2169
10,600,6,0.08,1,9,0.42,0.42,0.9498,0.5296,0.1983
13,600,6,0.1,2,6,0.75,0.8,0.9472,0.4741,0.202
7,500,6,0.11,3,10,0.89,0.47,0.9739,0.5996,0.2169
10,700,6,0.05,2,7,0.9,0.69,0.9305,0.5168,0.202
10,600,6,0.1,1,7,0.6,0.85,0.962,0.5359,0.1983
25,500,6,0.1,3,7,0.44,0.8,0.9138,0.6126,0.2169
10,700,6,0.11,2,9,0.31,0.65,0.967,0.4972,0.202
4,500,6,0.1,2,10,0.22,0.83,0.9452,0.515,0.202
13,600,6,0.1,1,7,0.2,0.88,0.8952,0.5178,0.1983
25,500,6,0.05,3,6,0.55,1.0,0.8503,0.6095,0.2169
10,600,6,0.08,2,10,0.24,0.48,0.9355,0.5424,0.202
13,700,6,0.05,3,10,0.42,0.83,0.9373,0.6235,0.2169
4,500,6,0.11,3,8,0.67,0.47,0.9683,0.6057,0.2169
10,600,6,0.11,3,6,0.36,0.69,0.9274,0.6288,0.2169
7,600,6,0.05,1,8,0.45,0.7,0.9284,0.5607,0.1983
13,500,6,0.05,3,7,0.81,0.97,0.8946,0.6061,0.2169
25,600,6,0.08,3,6,0.2,0.56,0.8189,0.608,0.2169
10,500,6,0.05,3,7,0.86,0.77,0.892,0.6048,0.2169
10,700,6,0.11,1,6,0.77,0.43,0.9578,0.5228,0.1983
25,600,6,0.05,3,8,0.83,0.57,0.912,0.6129,0.2169
10,500,6,0.1,3,6,0.21,0.74,0.8725,0.6024,0.2169
7,700,6,0.08,3,7,0.61,0.86,0.961,0.6071,0.2169
25,500,6,0.1,1,6,0.29,0.54,0.8611,0.5141,0.1983
4,500,6,0.11,1,10,0.63,0.9,0.9745,0.543,0.1983
25,700,6,0.08,2,6,0.25,0.64,0.864,0.5198,0.202
4,700,6,0.05,3,7,0.56,0.61,0.9313,0.6179,0.2169
7,500,6,0.05,1,10,0.84,0.56,0.9299,0.5393,0.1983
10,500,6,0.05,2,9,0.84,0.98,0.9331,0.5192,0.202
25,600,6,0.1,2,10,0.41,0.6,0.9574,0.5057,0.202
10,600,6,0.05,1,9,0.37,0.89,0.9236,0.525,0.1983
25,700,6,0.11,2,9,0.37,0.65,0.9569,0.514,0.202
13,500,6,0.08,1,9,0.54,0.64,0.9489,0.542,0.1983
13,600,6,0.11,2,9,0.73,0.6,0.9782,0.4813,0.202
7,700,6,0.05,3,10,0.85,0.59,0.9511,0.6027,0.2169
7,700,6,0.11,1,8,0.54,0.79,0.9774,0.5367,0.1983
10,700,6,0.1,2,6,0.63,0.49,0.9534,0.5035,0.202
13,600,6,0.08,1,9,0.52,0.41,0.9547,0.5221,0.1983
25,500,6,0.1,1,6,0.62,0.88,0.9149,0.5119,0.1983
13,600,6,0.11,3,6,0.71,0.42,0.9438,0.6069,0.2169
13,500,6,0.05,2,8,0.29,0.41,0.8735,0.5118,0.202
4,700,6,0.05,2,8,0.77,0.51,0.9482,0.5262,0.202
10,500,6,0.1,3,9,0.83,0.97,0.9684,0.591,0.2169
7,500,6,0.1,1,8,0.54,0.44,0.9579,0.5515,0.1983
4,600,6,0.05,1,10,0.38,0.95,0.932,0.5286,0.1983
13,600,6,0.05,1,6,0.45,0.84,0.8807,0.5437,0.1983
25,600,6,0.1,2,6,0.42,0.77,0.9102,0.5041,0.202
13,700,6,0.11,1,8,0.23,0.93,0.9359,0.5316,0.1983
7,600,6,0.05,3,8,0.78,0.82,0.933,0.6007,0.2169
10,700,6,0.1,1,9,0.58,0.61,0.9782,0.5351,0.1983
10,500,6,0.1,1,10,0.62,0.54,0.9676,0.5003,0.1983
10,700,6,0.05,3,9,0.77,0.87,0.9479,0.6164,0.2169
10,700,6,0.08,2,10,0.84,0.96,0.9798,0.5181,0.202
10,700,6,0.1,3,7,0.2,0.47,0.9096,0.6147,0.2169
10,600,6,0.1,2,8,0.39,0.9,0.9611,0.5245,0.202
10,600,6,0.05,1,8,0.56,0.8,0.9292,0.5547,0.1983
10,500,6,0.05,3,6,0.85,0.96,0.8764,0.6067,0.2169
25,600,6,0.08,3,8,0.31,0.42,0.8974,0.6227,0.2169
10,600,6,0.08,3,10,0.39,0.85,0.9555,0.6266,0.2169
25,500,6,0.1,3,10,0.59,0.96,0.9605,0.6041,0.2169
25,600,6,0.11,1,6,0.3,0.53,0.884,0.5349,0.1983
10,600,6,0.11,1,7,0.31,0.64,0.936,0.5276,0.1983
4,500,6,0.05,1,7,0.47,0.93,0.9031,0.5402,0.1983
13,700,6,0.11,2,10,0.58,0.99,0.9851,0.4979,0.202
4,600,6,0.05,2,8,0.21,0.83,0.8977,0.5217,0.202
13,700,6,0.05,1,9,0.22,0.68,0.8937,0.5162,0.1983
10,700,6,0.05,1,9,0.5,0.76,0.9449,0.5565,0.1983
10,700,6,0.1,2,7,0.43,0.97,0.9655,0.5035,0.202
4,600,6,0.1,1,7,0.5,0.82,0.9628,0.5308,0.1983
25,600,6,0.08,2,6,0.81,0.4,0.9153,0.5114,0.202
13,700,6,0.11,1,6,0.53,0.66,0.9518,0.5548,0.1983
10,500,6,0.08,1,9,0.66,0.62,0.9556,0.5518,0.1983
13,600,6,0.08,2,10,0.27,0.96,0.9435,0.5259,0.202
13,700,6,0.08,1,6,0.27,0.96,0.8956,0.5515,0.1983
4,600,6,0.1,1,7,0.36,0.88,0.9515,0.5214,0.1983
13,500,6,0.08,1,8,0.53,0.76,0.9423,0.5279,0.1983
7,600,6,0.11,1,8,0.41,0.94,0.9673,0.564,0.1983
25,600,6,0.08,2,10,0.71,0.92,0.9662,0.5001,0.202
13,600,6,0.05,2,9,0.63,0.99,0.942,0.5134,0.202
25,700,6,0.08,1,10,0.51,0.77,0.9605,0.5204,0.1983
25,700,6,0.08,3,7,0.85,0.65,0.9419,0.6198,0.2169
7,700,6,0.05,3,8,0.51,0.42,0.9347,0.6192,0.2169
7,600,6,0.05,1,10,0.32,0.41,0.9152,0.5282,0.1983
13,700,6,0.1,2,10,0.29,0.5,0.9592,0.5237,0.202
13,700,6,0.08,1,9,0.33,0.59,0.9442,0.5429,0.1983
13,600,6,0.05,2,9,0.2,0.7,0.8807,0.5356,0.202
13,700,6,0.1,1,7,0.28,0.84,0.9264,0.5142,0.1983
10,600,6,0.11,3,9,0.59,0.85,0.9759,0.5987,0.2169
25,700,6,0.08,3,7,0.55,0.88,0.9369,0.6122,0.2169
4,700,6,0.11,3,9,0.84,0.96,0.9841,0.6145,0.2169
7,500,6,0.05,2,7,0.57,0.77,0.9104,0.5169,0.202
10,600,6,0.11,2,10,0.45,0.51,0.974,0.5107,0.202
7,500,6,0.05,1,9,0.68,0.53,0.9233,0.5318,0.1983
10,700,6,0.08,2,7,0.24,1.0,0.9219,0.5271,0.202
13,600,6,0.11,3,10,0.32,0.89,0.96,0.6284,0.2169
7,700,6,0.05,1,6,0.46,0.74,0.904,0.5414,0.1983
4,700,6,0.05,3,9,0.59,0.94,0.9514,0.6142,0.2169
4,700,6,0.11,1,8,0.61,0.85,0.9803,0.5181,0.1983
4,600,6,0.1,2,9,0.42,0.88,0.9728,0.5142,0.202
25,600,6,0.08,1,7,0.88,0.98,0.9359,0.5353,0.1983
13,500,6,0.1,2,10,0.5,0.98,0.9692,0.5079,0.202
13,700,6,0.08,1,8,0.79,0.87,0.9676,0.535,0.1983
13,600,6,0.11,1,9,0.6,0.89,0.975,0.5351,0.1983
7,700,6,0.08,3,6,0.87,0.66,0.9424,0.599,0.2169
25,500,6,0.05,3,8,0.25,0.72,0.8288,0.6191,0.2169
13,700,6,0.1,3,7,0.45,0.67,0.9519,0.6084,0.2169
13,500,6,0.1,1,8,0.59,0.95,0.9592,0.5374,0.1983
13,500,6,0.08,1,8,0.87,0.51,0.9434,0.5153,0.1983
25,600,6,0.11,1,6,0.26,0.47,0.8706,0.5172,0.1983
25,700,6,0.1,1,6,0.58,0.78,0.9351,0.524,0.1983
4,600,6,0.08,1,6,0.31,0.42,0.9112,0.5356,0.1983
25,500,6,0.1,3,7,0.23,0.72,0.8566,0.6145,0.2169
10,500,6,0.08,1,8,0.54,0.72,0.9457,0.5401,0.1983
13,700,6,0.05,1,7,0.88,0.78,0.9243,0.5269,0.1983
4,500,6,0.08,3,6,0.89,0.93,0.9254,0.6071,0.2169
13,500,6,0.1,1,8,0.55,0.77,0.9564,0.5258,0.1983
13,700,6,0.05,3,6,0.38,0.64,0.88,0.6263,0.2169
4,700,6,0.1,3,8,0.61,0.67,0.9772,0.5965,0.2169
13,700,6,0.1,1,6,0.33,0.51,0.9171,0.5238,0.1983
25,700,6,0.1,3,8,0.31,0.9,0.9254,0.6172,0.2169
10,700,6,0.05,2,10,0.8,0.73,0.958,0.52,0.202
7,700,6,0.08,3,10,0.63,0.79,0.9751,0.6116,0.2169
25,600,6,0.05,3,10,0.38,0.54,0.9037,0.6182,0.2169
7,500,6,0.11,3,8,0.44,0.53,0.9576,0.6142,0.2169
7,600,6,0.08,3,6,0.83,0.55,0.9334,0.6092,0.2169
7,600,6,0.08,3,10,0.57,0.83,0.9684,0.6092,0.2169
10,500,6,0.11,3,9,0.46,0.54,0.961,0.6163,0.2169
7,500,6,0.1,3,8,0.62,0.56,0.9607,0.5899,0.2169
25,500,6,0.11,3,10,0.47,0.8,0.9558,0.6202,0.2169
25,600,6,0.05,3,7,0.24,0.7,0.8167,0.5968,0.2169
13,500,6,0.05,3,6,0.81,0.51,0.8649,0.6077,0.2169
25,700,6,0.1,2,10,0.62,0.73,0.9772,0.4837,0.202
7,500,6,0.1,3,7,0.48,0.41,0.9422,0.6111,0.2169
4,700,6,0.11,3,6,0.58,0.99,0.9642,0.6333,0.2169
25,500,6,0.05,2,8,0.77,0.69,0.9039,0.5325,0.202
7,600,6,0.1,3,8,0.83,0.43,0.9702,0.5897,0.2169
25,600,6,0.1,3,8,0.89,0.77,0.962,0.611,0.2169
7,600,6,0.1,3,7,0.29,0.63,0.9336,0.6227,0.2169
4,600,6,0.11,1,8,0.45,0.71,0.9702,0.5549,0.1983
13,700,6,0.1,3,8,0.38,0.44,0.9513,0.6125,0.2169
7,600,6,0.08,2,8,0.77,0.41,0.9632,0.5092,0.202
13,700,6,0.08,3,6,0.4,0.41,0.9107,0.6091,0.2169
13,700,6,0.08,2,8,0.8,0.95,0.9706,0.5195,0.202
4,600,6,0.1,3,10,0.45,0.99,0.9715,0.6157,0.2169
25,700,6,0.05,1,10,0.62,0.83,0.9441,0.5314,0.1983
13,500,6,0.08,1,9,0.78,0.75,0.9548,0.5535,0.1983
4,700,6,0.11,2,6,0.61,0.87,0.9704,0.4993,0.202
4,500,6,0.11,2,10,0.68,0.9,0.9789,0.5055,0.202
4,700,6,0.05,2,8,0.71,0.64,0.9482,0.5219,0.202
10,500,6,0.11,1,9,0.2,0.54,0.9182,0.5007,0.1983
13,600,6,0.11,2,10,0.29,0.69,0.9584,0.5131,0.202
4,700,6,0.05,3,10,0.42,0.81,0.9421,0.6186,0.2169
13,700,6,0.11,1,9,0.27,0.66,0.9495,0.5276,0.1983
7,500,6,0.08,1,7,0.86,0.45,0.938,0.5273,0.1983
4,500,6,0.05,1,6,0.63,0.42,0.8839,0.5454,0.1983
10,500,6,0.08,1,6,0.24,0.68,0.8603,0.5082,0.1983
7,700,6,0.1,3,10,0.64,0.96,0.9819,0.6299,0.2169
7,600,6,0.05,2,10,0.84,0.79,0.9481,0.5172,0.202
13,700,6,0.08,2,10,0.29,0.52,0.9479,0.5184,0.202
10,700,6,0.05,3,9,0.37,0.77,0.9298,0.6171,0.2169
4,500,6,0.08,2,6,0.74,0.68,0.9275,0.5193,0.202
10,500,6,0.11,2,7,0.89,0.88,0.9598,0.4787,0.202
4,600,6,0.08,3,8,0.57,0.62,0.9592,0.6014,0.2169
7,500,6,0.08,2,8,0.7,0.75,0.957,0.5032,0.202
4,500,6,0.1,2,9,0.8,0.56,0.9722,0.5194,0.202
13,600,6,0.11,1,9,0.77,0.46,0.9758,0.5264,0.1983
10,700,6,0.1,1,9,0.78,0.46,0.9787,0.5374,0.1983
10,600,6,0.05,1,9,0.83,0.97,0.9385,0.5547,0.1983
4,500,6,0.05,1,10,0.87,0.43,0.9223,0.5371,0.1983
10,600,6,0.08,3,10,0.3,1.0,0.9463,0.6304,0.2169
25,600,6,0.11,2,10,0.66,0.57,0.9757,0.5231,0.202
4,500,6,0.1,3,7,0.89,0.72,0.9573,0.5901,0.2169
25,600,6,0.1,1,9,0.74,0.6,0.9676,0.5333,0.1983
25,500,6,0.11,3,7,0.66,0.84,0.9443,0.6065,0.2169
4,500,6,0.11,2,8,0.35,0.96,0.9609,0.4853,0.202
25,700,6,0.08,3,7,0.88,0.92,0.9444,0.6122,0.2169
10,500,6,0.11,3,10,0.62,0.4,0.9683,0.6062,0.2169
4,700,6,0.1,2,6,0.38,0.93,0.9541,0.5161,0.202
4,700,6,0.1,3,7,0.86,0.79,0.9728,0.5965,0.2169
13,600,6,0.11,2,7,0.25,0.54,0.9188,0.5082,0.202
13,700,6,0.1,3,7,0.86,0.93,0.9668,0.5881,0.2169
4,500,6,0.11,1,10,0.78,0.62,0.9747,0.5345,0.1983
13,500,6,0.11,2,6,0.87,0.74,0.9437,0.4753,0.202
4,700,6,0.11,1,10,0.4,0.65,0.9759,0.5441,0.1983
13,600,6,0.11,2,10,0.47,0.44,0.9726,0.5118,0.202
25,700,6,0.05,3,10,0.31,0.65,0.9008,0.6217,0.2169
10,500,6,0.1,3,6,0.48,0.9,0.9264,0.6014,0.2169
4,600,6,0.05,1,9,0.59,0.69,0.9397,0.5422,0.1983
7,600,6,0.11,3,8,0.52,0.69,0.97,0.6235,0.2169
25,500,6,0.11,2,7,0.37,0.8,0.9139,0.5092,0.202
13,600,6,0.08,1,7,0.67,0.54,0.9474,0.5262,0.1983
13,700,6,0.08,2,7,0.83,0.75,0.9596,0.4847,0.202
10,500,6,0.08,3,7,0.28,0.53,0.8965,0.6071,0.2169
25,600,6,0.08,2,9,0.2,0.6,0.882,0.5203,0.202
7,500,6,0.05,2,10,0.39,0.62,0.923,0.5419,0.202
4,600,6,0.1,1,8,0.75,0.51,0.9726,0.5305,0.1983
10,600,6,0.05,1,6,0.86,0.87,0.8929,0.5364,0.1983
10,500,6,0.08,1,6,0.81,0.9,0.9208,0.5432,0.1983
10,700,6,0.11,1,7,0.87,0.46,0.9734,0.5347,0.1983
10,700,6,0.1,1,10,0.57,0.74,0.98,0.5222,0.1983
4,500,6,0.08,2,10,0.48,0.47,0.9576,0.5184,0.202
10,500,6,0.08,2,6,0.74,0.72,0.9267,0.5113,0.202
10,600,6,0.1,2,9,0.46,0.7,0.9713,0.4955,0.202
25,500,6,0.1,1,7,0.64,0.41,0.9296,0.5111,0.1983
25,600,6,0.1,2,7,0.75,0.71,0.9472,0.4976,0.202
7,600,6,0.1,3,9,0.23,0.69,0.9413,0.6115,0.2169
25,600,6,0.05,1,9,0.64,0.96,0.9269,0.5494,0.1983
25,700,6,0.05,2,8,0.79,0.77,0.9278,0.5175,0.202
4,700,6,0.1,1,6,0.39,0.56,0.947,0.5429,0.1983
13,500,6,0.05,1,7,0.77,0.74,0.8948,0.5363,0.1983
10,500,6,0.08,3,9,0.23,0.59,0.909,0.616,0.2169
25,600,6,0.11,1,10,0.63,0.79,0.973,0.5405,0.1983
10,700,6,0.08,3,6,0.64,0.58,0.9423,0.6099,0.2169
10,500,6,0.11,1,6,0.25,0.65,0.8895,0.5026,0.1983
25,600,6,0.08,3,6,0.24,0.81,0.8379,0.603,0.2169
4,600,6,0.05,1,9,0.35,0.6,0.9206,0.5193,0.1983
13,500,6,0.08,3,8,0.81,1.0,0.9479,0.5846,0.2169
7,700,6,0.05,1,9,0.39,0.69,0.9336,0.5315,0.1983
4,500,6,0.1,1,8,0.81,0.6,0.9631,0.5251,0.1983
10,500,6,0.05,1,6,0.3,0.45,0.8381,0.528,0.1983
10,600,6,0.05,2,10,0.69,0.89,0.9481,0.523,0.202
7,600,6,0.08,1,10,0.66,0.68,0.9693,0.5272,0.1983
4,500,6,0.08,3,7,0.8,0.63,0.9425,0.5957,0.2169
4,500,6,0.1,3,7,0.66,0.94,0.958,0.6093,0.2169
25,700,6,0.08,1,10,0.22,0.8,0.9108,0.5328,0.1983
10,500,6,0.11,1,6,0.53,0.66,0.9376,0.55,0.1983
25,700,6,0.11,1,8,0.65,0.72,0.9685,0.5543,0.1983
4,500,6,0.11,3,9,0.61,0.43,0.9687,0.5874,0.2169
25,500,6,0.08,1,6,0.79,0.8,0.9011,0.5202,0.1983
10,500,6,0.11,1,6,0.88,0.51,0.9418,0.5059,0.1983
4,600,6,0.11,2,10,0.21,0.52,0.9529,0.5113,0.202
13,600,6,0.08,2,8,0.79,0.94,0.9609,0.5123,0.202
4,600,6,0.05,1,10,0.45,0.73,0.9353,0.526,0.1983
13,500,6,0.11,3,7,0.75,0.96,0.954,0.5859,0.2169
4,600,6,0.11,2,8,0.43,0.77,0.9725,0.4945,0.202
25,700,6,0.08,1,8,0.35,0.72,0.9207,0.513,0.1983
4,700,6,0.11,2,10,0.32,0.61,0.9735,0.5132,0.202
25,600,6,0.08,3,10,0.76,0.5,0.9626,0.5853,0.2169
4,600,6,0.08,2,7,0.24,0.77,0.9263,0.5244,0.202
7,600,6,0.1,2,9,0.77,0.97,0.9802,0.4822,0.202
13,600,6,0.05,3,7,0.55,0.62,0.9067,0.6265,0.2169
25,600,6,0.05,1,9,0.46,0.71,0.9102,0.5526,0.1983
4,600,6,0.11,2,8,0.2,0.79,0.9464,0.5058,0.202
10,600,6,0.11,3,9,0.72,0.51,0.9763,0.6127,0.2169
25,600,6,0.08,3,6,0.51,0.56,0.8987,0.6025,0.2169
4,700,6,0.11,3,7,0.49,0.9,0.9715,0.6238,0.2169
13,500,6,0.11,1,7,0.51,0.57,0.9475,0.5179,0.1983
10,600,6,0.1,3,10,0.2,0.97,0.9361,0.6238,0.2169
10,600,6,0.05,2,9,0.24,0.97,0.9037,0.5231,0.202
10,500,6,0.05,3,8,0.46,0.63,0.9044,0.6208,0.2169
4,600,6,0.11,3,8,0.77,0.41,0.9743,0.605,0.2169
25,500,6,0.11,2,10,0.83,0.9,0.9718,0.5168,0.202
25,500,6,0.08,3,10,0.57,0.79,0.9473,0.603,0.2169
7,700,6,0.1,1,10,0.5,0.5,0.9761,0.5581,0.1983
7,700,6,0.11,2,7,0.75,0.97,0.9806,0.5215,0.202
13,500,6,0.08,1,8,0.48,0.48,0.9372,0.5434,0.1983
4,600,6,0.11,1,8,0.26,0.61,0.9485,0.5302,0.1983
25,500,6,0.05,2,8,0.25,0.75,0.8388,0.4961,0.202
10,600,6,0.11,3,9,0.76,0.56,0.9777,0.5932,0.2169
25,600,6,0.08,2,10,0.63,0.59,0.9624,0.4987,0.202
13,500,6,0.05,3,9,0.48,0.63,0.9151,0.6168,0.2169
10,700,6,0.05,2,7,0.72,0.7,0.9338,0.5316,0.202
10,500,6,0.11,3,6,0.25,0.93,0.8934,0.6131,0.2169
25,700,6,0.08,1,10,0.78,0.85,0.9706,0.5388,0.1983
10,600,6,0.1,3,8,0.4,0.48,0.9527,0.614,0.2169
13,700,6,0.1,2,7,0.65,0.65,0.9666,0.4815,0.202
13,600,6,0.11,1,7,0.66,0.47,0.9581,0.5136,0.1983
25,500,6,0.05,2,10,0.86,0.78,0.9257,0.5343,0.202
13,700,6,0.11,1,6,0.85,0.88,0.9596,0.5217,0.1983
10,700,6,0.08,2,7,0.62,0.47,0.9603,0.5274,0.202
13,500,6,0.1,1,7,0.46,0.75,0.9363,0.536,0.1983
10,600,6,0.11,1,10,0.43,0.81,0.9717,0.5377,0.1983
25,500,6,0.08,1,9,0.34,0.93,0.9133,0.5228,0.1983
25,700,6,0.11,2,6,0.71,0.45,0.9444,0.4904,0.202
4,700,6,0.05,1,7,0.24,0.82,0.9002,0.5409,0.1983
10,700,6,0.08,3,6,0.51,0.61,0.9337,0.6158,0.2169
4,600,6,0.11,1,6,0.32,1.0,0.9411,0.5401,0.1983
25,700,6,0.08,3,8,0.9,0.88,0.9594,0.5813,0.2169
13,500,6,0.11,1,8,0.23,0.93,0.9149,0.5379,0.1983
4,700,6,0.1,1,6,0.34,0.81,0.9446,0.545,0.1983
25,500,6,0.08,2,7,0.81,0.68,0.9246,0.5066,0.202
7,600,6,0.05,3,10,0.36,0.68,0.9265,0.6209,0.2169
7,700,6,0.05,1,8,0.52,0.43,0.937,0.5443,0.1983
7,700,6,0.05,3,7,0.28,0.66,0.8972,0.6106,0.2169
25,600,6,0.1,2,8,0.59,1.0,0.9593,0.4685,0.202
13,500,6,0.05,2,10,0.22,0.75,0.8832,0.5306,0.202
10,700,6,0.05,1,8,0.65,0.67,0.9436,0.5324,0.1983
4,500,6,0.08,2,7,0.74,0.82,0.9498,0.5145,0.202
13,500,6,0.08,1,8,0.72,0.93,0.9495,0.5388,0.1983
10,600,6,0.11,3,7,0.84,0.91,0.9686,0.5851,0.2169
25,500,6,0.05,2,8,0.23,0.94,0.835,0.5099,0.202
25,700,6,0.1,1,7,0.89,0.5,0.9565,0.5112,0.1983
13,500,6,0.08,2,9,0.4,0.44,0.9396,0.5106,0.202
10,500,6,0.1,3,7,0.74,0.5,0.9483,0.5917,0.2169
4,600,6,0.11,3,9,0.73,0.75,0.979,0.6023,0.2169
7,600,6,0.1,1,7,0.75,0.51,0.965,0.51,0.1983
13,600,6,0.08,3,6,0.3,0.51,0.8875,0.6122,0.2169
25,500,6,0.1,3,7,0.3,0.89,0.886,0.6192,0.2169
7,600,6,0.11,1,8,0.32,0.67,0.9547,0.5303,0.1983
10,500,6,0.05,1,9,0.37,0.52,0.904,0.5222,0.1983
13,500,6,0.11,1,9,0.73,0.62,0.9691,0.5501,0.1983
13,700,6,0.11,3,6,0.41,0.71,0.935,0.6133,0.2169
13,700,6,0.1,3,6,0.56,0.93,0.9464,0.5989,0.2169
10,500,6,0.08,1,9,0.8,0.4,0.9535,0.5331,0.1983
7,600,6,0.05,3,8,0.36,0.47,0.9093,0.6204,0.2169
13,600,6,0.05,1,8,0.85,0.52,0.9222,0.5364,0.1983
7,600,6,0.1,2,8,0.8,0.8,0.9749,0.5312,0.202
