leaves,trees,FP_type,learn_rate,state,depth,subsample,colsample_bylevel,accuracy_train,accuracy_test,actual_test_size
4,600,6,0.01,2,4,0.49,0.18,0.6301,0.3769,0.2072
7,1000,6,0.1,3,4,0.36,0.3,0.8878,0.5931,0.1985
10,1000,6,0.1,3,8,0.86,0.25,0.9821,0.6026,0.1985
25,600,6,0.05,1,10,0.27,0.25,0.8735,0.5087,0.1974
13,1000,6,0.08,2,5,0.31,0.7,0.9028,0.4532,0.2072
4,600,6,0.01,1,10,0.21,0.91,0.7305,0.4821,0.1974
4,800,6,0.08,1,8,0.83,0.11,0.9641,0.5225,0.1974
13,1000,6,0.08,2,6,0.68,0.85,0.9609,0.4492,0.2072
13,1000,6,0.01,1,9,0.88,0.93,0.832,0.5302,0.1974
4,1000,6,0.08,3,8,0.16,0.08,0.9177,0.596,0.1985
25,800,6,0.05,3,4,0.85,0.91,0.827,0.5815,0.1985
13,600,6,0.1,2,9,0.52,0.4,0.9644,0.4348,0.2072
25,800,6,0.1,3,8,0.13,0.61,0.8667,0.5895,0.1985
13,600,6,0.08,3,10,0.6,0.8,0.9655,0.6137,0.1985
10,1000,6,0.08,1,6,0.96,0.06,0.9406,0.5107,0.1974
10,600,6,0.01,3,5,0.73,0.39,0.6716,0.5168,0.1985
10,800,6,0.08,1,10,0.48,0.84,0.9744,0.524,0.1974
25,600,6,0.08,2,4,0.45,0.6,0.8262,0.4466,0.2072
4,800,6,0.05,2,10,0.18,0.87,0.9228,0.4586,0.2072
10,800,6,0.08,3,5,0.97,0.72,0.9269,0.5804,0.1985
13,1000,6,0.01,2,8,0.46,0.21,0.791,0.4252,0.2072
4,800,6,0.01,3,9,0.1,0.5,0.7134,0.5381,0.1985
25,600,6,0.1,2,7,0.73,0.42,0.9437,0.4292,0.2072
7,800,6,0.1,2,7,0.99,0.2,0.9762,0.4347,0.2072
13,1000,6,0.01,3,6,0.68,0.17,0.7499,0.5565,0.1985
25,1000,6,0.01,3,7,0.66,0.21,0.7649,0.5609,0.1985
13,600,6,0.05,1,10,0.43,0.2,0.9172,0.5226,0.1974
10,800,6,0.08,1,9,0.35,0.85,0.9597,0.5295,0.1974
4,1000,6,0.05,2,5,0.13,0.68,0.845,0.4424,0.2072
