min_CNLs,consensus_thres,consensus_alg,random_seed,tree,learn_rate,leaves,depth,subsample,colsample_bylevel,accuracy_train,accuracy_test
0,0.25,removal,2,1000,0.01,4,6,0.47,0.35,0.6090895109737611,0.4379561877259448
1,0.1,replacement,1,800,0.1,4,4,0.92,1.0,0.9206394925891925,0.22806977064973388
0,0.0,removal,1,600,0.01,13,9,0.27,0.37,0.631057169362194,0.23561767992124638
2,0.25,replacement,2,800,0.1,13,8,0.55,0.38,0.9746310211181038,0.2785147000786278
2,0.1,replacement,1,600,0.1,7,6,0.93,0.29,0.9588752171813938,0.16403739166529063
1,0.25,replacement,3,600,0.08,13,5,0.97,0.25,0.8847291488211273,0.29869968435988903
3,0.25,removal,3,600,0.05,7,9,0.93,0.25,0.8838887139588917,0.35798230511383944
0,0.0,removal,2,600,0.08,25,8,0.4,0.21,0.8311127853172675,0.446853005620651
3,0.0,replacement,2,800,0.05,4,10,0.59,0.18,0.8841056429962838,0.44191268389483385
0,0.25,removal,1,1000,0.05,25,6,0.9,0.86,0.900053138982571,0.1631280126157424
2,0.25,replacement,2,1000,0.05,4,9,0.87,0.61,0.9684015527595954,0.2888814321488897
3,0.1,removal,1,600,0.05,4,4,0.53,0.57,0.7664802448036921,0.28514149810642353
1,0.0,replacement,1,800,0.1,4,10,0.71,0.73,0.9514643988101328,0.1611409517304664
0,0.2,replacement,1,800,0.08,4,7,0.7,0.85,0.9634283497623629,0.18212391164914676
2,0.25,replacement,1,1000,0.05,7,6,0.23,0.19,0.8584096766215434,0.21267442452361807
0,0.2,replacement,3,600,0.01,7,5,0.47,0.29,0.49813849293735357,0.29250598662596383
3,0.2,replacement,1,1000,0.08,13,6,0.39,0.49,0.9604964741493585,0.33183274857744205
2,0.2,removal,1,600,0.08,4,7,0.07,0.15,0.8146249664177729,0.2061233124618428
3,0.2,removal,1,1000,0.1,25,7,0.53,0.36,0.9615246901489959,0.2703921197934267
1,0.1,replacement,3,800,0.08,4,7,0.29,0.93,0.9441713580017099,0.3019811262741465
0,0.1,removal,2,800,0.1,10,10,0.22,0.14,0.8495302521084375,0.4354582731267884
2,0.25,replacement,3,1000,0.08,4,10,0.47,0.92,0.9842083986511418,0.3705569733969255
0,0.0,replacement,2,600,0.05,25,9,0.25,0.88,0.8463640551740598,0.4112048280128924
1,0.1,replacement,1,1000,0.08,13,10,0.32,0.49,0.9649980367606811,0.24042398416130295
0,0.2,removal,3,800,0.01,10,7,0.79,0.17,0.5764627678341336,0.35305133433423685
2,0.1,replacement,2,800,0.1,13,7,0.68,0.55,0.9802776195069458,0.2613111680391298
1,0.1,removal,3,800,0.08,4,4,0.45,0.09,0.7041621375263702,0.24994769940284045
2,0.0,removal,3,1000,0.01,13,5,0.14,0.48,0.6143506509760053,0.4208725660798939
1,0.0,replacement,1,800,0.1,10,10,0.42,0.29,0.9260190272445231,0.1923620281724131
0,0.25,removal,1,600,0.05,25,5,0.13,0.41,0.7390195708800449,0.23497244721292954
3,0.2,removal,3,1000,0.05,7,7,0.07,0.12,0.8081363894644688,0.3773800326974732
0,0.25,removal,2,1000,0.1,4,8,0.48,0.72,0.9423383298528636,0.3630082500728762
1,0.0,replacement,2,1000,0.08,7,8,0.15,0.44,0.9074275609372904,0.3536754803654111
1,0.25,removal,3,600,0.05,7,10,0.29,0.77,0.8909115824814695,0.23110600159918027
3,0.2,removal,2,600,0.05,7,6,0.13,0.46,0.8222882900483633,0.4534609771610786
3,0.2,removal,2,800,0.05,25,10,0.97,0.69,0.9312828681523839,0.41802599132319207
1,0.1,replacement,1,1000,0.01,10,7,0.53,0.4,0.7148325773731798,0.3020176081776328
0,0.25,removal,1,600,0.01,25,7,0.93,0.5,0.6375808369937583,0.23312907147679562
3,0.25,replacement,1,800,0.08,7,6,0.16,0.92,0.9094417617359476,0.32171482262653006
0,0.25,removal,1,800,0.08,13,7,0.33,0.59,0.911485488147634,0.15610211018390063
3,0.25,removal,2,600,0.05,7,10,0.26,0.62,0.8983311656496524,0.42360271108650216
1,0.2,replacement,3,800,0.1,25,9,0.68,0.15,0.961872125007906,0.2760480362788229
1,0.2,replacement,2,600,0.08,4,6,0.32,0.85,0.9092533815140968,0.3379967278276994
2,0.1,replacement,1,800,0.01,13,9,0.42,0.69,0.7286301710088101,0.27786975816113346
0,0.1,removal,3,1000,0.08,4,6,0.84,0.93,0.9297136502430101,0.14117679133065897
3,0.0,replacement,1,800,0.08,13,4,0.17,0.63,0.834504047320359,0.2568851906660017
3,0.1,removal,3,1000,0.08,13,10,0.97,0.59,0.9657199196554827,0.37919024693981784
3,0.0,removal,2,600,0.05,25,5,0.07,0.76,0.7342015945640525,0.45355980132685025
1,0.0,replacement,3,600,0.1,25,4,0.08,0.08,0.628238619855138,0.27348204246477614
0,0.25,replacement,2,600,0.1,10,9,0.09,0.08,0.7615926472114706,0.36615563139543106
3,0.25,removal,1,600,0.05,13,5,0.35,0.37,0.8174077625652765,0.2648470109999318
0,0.1,replacement,3,600,0.01,7,7,0.58,0.78,0.6147277209729458,0.3285625405576673
3,0.25,replacement,2,1000,0.1,10,5,0.06,0.71,0.7769440186358869,0.3576180876988745
2,0.2,replacement,1,1000,0.1,10,4,0.05,0.28,0.6866191094921024,0.21465677496740077
3,0.2,replacement,2,600,0.1,13,5,0.54,0.94,0.9374017623836763,0.35155743583724786
3,0.0,removal,3,1000,0.01,7,7,0.19,0.8,0.7151569286401781,0.40586310271016934
1,0.25,removal,3,600,0.01,4,5,0.79,0.09,0.4669522472811076,0.2539210050085028
2,0.0,removal,1,800,0.01,25,10,0.88,0.77,0.7456942671760645,0.29497228569872247
0,0.0,replacement,3,800,0.08,10,7,0.66,0.88,0.9186811223978418,0.1597402135093261
2,0.0,removal,1,600,0.01,7,5,0.36,0.17,0.5291454886226234,0.3012856423756525
3,0.2,replacement,1,800,0.08,25,7,0.59,0.26,0.9611886053059466,0.32960488101689234
1,0.2,removal,1,1000,0.1,7,8,0.59,0.66,0.9603051667122058,0.08844306118556577
3,0.25,removal,1,1000,0.1,13,10,0.35,0.78,0.974645562035994,0.18242806667245637
3,0.25,removal,2,1000,0.05,7,10,0.82,0.51,0.9440028337884289,0.40540821343853983
2,0.25,removal,3,800,0.05,13,4,0.84,0.46,0.7806996985768136,0.37636718459093677
3,0.2,replacement,1,1000,0.05,13,4,0.44,0.43,0.8500574151770043,0.32921901692394406
2,0.2,replacement,2,1000,0.1,13,5,0.46,0.97,0.9545796596540878,0.2849254695376805
3,0.1,replacement,2,600,0.01,25,7,0.83,0.88,0.6810741956070703,0.4008754718199373
2,0.2,replacement,3,800,0.08,7,6,0.5,0.25,0.9416866598530552,0.3961999401316384
2,0.1,removal,2,1000,0.08,7,4,0.97,0.48,0.8653071152952413,0.32666485865226047
3,0.2,removal,2,800,0.08,10,9,0.87,0.93,0.9578933421329887,0.3831852987914087
2,0.1,replacement,1,800,0.1,4,4,0.15,0.82,0.8274153892944518,0.19672128694658797
2,0.1,removal,3,1000,0.08,7,7,0.85,0.57,0.9485880437456963,0.3513380335553137
0,0.2,replacement,1,800,0.08,10,4,0.84,0.23,0.8579747775630449,0.22251798702603653
1,0.0,replacement,1,1000,0.01,13,5,0.27,0.42,0.6110377842238932,0.30242593885873326
