min_CNLs,consensus_thres,consensus_alg,random_seed,tree,learn_rate,depth,accuracy_train,accuracy_test
1,0.0,removal,1,600,0.12,10,0.9579706201266184,0.18143146263113108
3,0.2,removal,3,600,0.08,4,0.8228452922578912,0.36254046837514264
3,0.0,removal,3,400,0.08,8,0.9071102029756555,0.3220952189413797
1,0.25,removal,2,600,0.05,10,0.9043679940237466,0.25874177061767845
3,0.0,removal,3,400,0.1,10,0.9310719124561313,0.292531928965592
2,0.0,replacement,1,600,0.08,4,0.8127681386586035,0.27099733615237775
1,0.2,removal,1,800,0.08,10,0.9533173640862742,0.1896815038464692
3,0.25,removal,1,600,0.1,8,0.9555678607965277,0.2608063396996899
3,0.0,removal,3,600,0.12,6,0.9543513404533457,0.27342147558035945
1,0.2,replacement,2,600,0.12,8,0.9808444879871627,0.2862988310867266
3,0.1,removal,3,1000,0.12,4,0.9256126621656724,0.29616635257554313
3,0.25,replacement,2,800,0.08,10,0.984123185168806,0.334929787467688
0,0.1,removal,1,400,0.1,10,0.9211859284125781,0.12623347802683482
2,0.0,removal,3,600,0.05,8,0.8928131315495079,0.2783034240633898
3,0.25,removal,2,600,0.05,8,0.9024808165428855,0.39740257669166623
2,0.0,replacement,1,800,0.08,6,0.9405242427248478,0.1894644587586103
3,0.25,replacement,3,400,0.08,10,0.9509395608289298,0.3424044362762956
3,0.0,removal,3,400,0.1,8,0.9257354217595902,0.33086123870892425
3,0.0,removal,3,600,0.08,10,0.9438247749403109,0.2914341281744538
1,0.2,replacement,3,600,0.08,10,0.9651023307486482,0.3325805294272872
0,0.1,removal,2,600,0.05,6,0.8455173216601153,0.3994708645243409
3,0.25,replacement,2,600,0.05,10,0.9475862441915792,0.3794095013246612
2,0.2,replacement,2,1000,0.05,6,0.9552004312747439,0.24191949338542562
0,0.2,removal,2,800,0.1,10,0.9615545545804025,0.3404469837411611
0,0.0,replacement,3,400,0.12,10,0.9341588491513955,-0.009553207447295486
2,0.1,removal,1,800,0.05,10,0.9316530879015464,0.1976270213036857
3,0.25,removal,1,800,0.1,6,0.9587745912769388,0.272666400883642
2,0.2,replacement,2,600,0.12,10,0.9870291195190546,0.19639535500766836
1,0.2,removal,1,400,0.08,4,0.7391642126594626,0.2713255039257404
2,0.0,replacement,3,1000,0.1,6,0.9661750269924121,0.13152391584585843
3,0.1,removal,3,1000,0.12,6,0.9732824940854604,0.28030189510526193
2,0.1,replacement,1,600,0.05,10,0.9395552169190595,0.28760347080784954
0,0.1,removal,1,1000,0.12,6,0.9697600085636485,-0.024522298570758938
2,0.0,removal,3,600,0.05,4,0.7470305148805797,0.3130697772948514
0,0.0,replacement,2,800,0.12,4,0.8787381733878229,0.37893326177876774
2,0.0,replacement,3,600,0.12,6,0.9464390586038626,0.18723075076182938
3,0.25,removal,1,600,0.1,10,0.9596515569424268,0.3029423099148827
3,0.0,removal,3,1000,0.05,8,0.941314309602099,0.3330388179552247
1,0.1,removal,2,400,0.05,4,0.6646316986137493,0.3570652645884205
0,0.25,removal,1,800,0.05,4,0.7685165729069553,0.18797402883585534
1,0.1,replacement,1,1000,0.1,10,0.9917409556316689,0.22816638176042914
0,0.0,removal,2,800,0.05,6,0.882454750428169,0.38775641002154837
2,0.2,replacement,3,800,0.05,8,0.9580793555296203,0.30115608290053775
3,0.25,removal,1,1000,0.12,8,0.9814179076571248,0.2682003612279391
1,0.1,replacement,3,800,0.1,6,0.9745867024701935,0.3011941831485022
0,0.2,removal,2,400,0.05,6,0.7844983471525829,0.40326483546792924
3,0.0,removal,2,800,0.05,8,0.9256044853487648,0.375289881577607
