min_CNLs,consensus_thres,consensus_alg,random_seed,tree,learn_rate,leaves,depth,subsample,colsample_bylevel,accuracy_train,accuracy_test
1,0.1,replacement,3,800,0.01,13,4,0.6153659109656262,0.7592385921147462,0.5507199689494119,0.32760963083084205
0,0.0,removal,2,800,0.05,4,8,0.5114641007955445,0.23793865101206824,0.8180378411997378,0.4271719136839497
1,0.0,removal,2,1000,0.08,25,10,0.9313191021783875,0.32841840998282423,0.9363001106159642,0.33435355298083
0,0.2,replacement,2,1000,0.05,10,4,0.2235782602098486,0.3360678901700609,0.7334870835438199,0.3664858455460429
1,0.1,removal,3,600,0.1,7,5,0.8066379753842594,0.5648666695351143,0.8777388762299554,0.2645859587558107
2,0.25,replacement,1,800,0.05,7,4,0.09138293327416114,0.9981444612693862,0.6907203286996633,0.3085774812170724
2,0.25,replacement,3,1000,0.08,7,10,0.8976594929010515,0.5673258357618056,0.9874125838655295,0.30230116072765567
0,0.2,replacement,3,600,0.05,10,10,0.17528591019170103,0.32451901710342534,0.8363272558353249,0.29803941705127346
3,0.0,replacement,3,600,0.05,7,5,0.04700378309028852,0.8037479674213561,0.7236974723621596,0.3734404517480251
3,0.25,removal,2,1000,0.01,7,10,0.2295112215557109,0.9523027743989447,0.7510879851499505,0.45110948080629154
0,0.2,removal,1,1000,0.05,13,8,0.44464897533727155,0.39099010973986115,0.8835535559299382,0.12636793507405697
3,0.25,replacement,1,1000,0.01,13,4,0.08069882929746419,0.946487622300404,0.5212324356683979,0.33497882349957064
3,0.0,removal,1,600,0.05,10,8,0.6705499535340358,0.925456034519486,0.8998099724405648,0.30201326784189564
3,0.25,replacement,2,600,0.05,7,7,0.5680216773148412,0.2648311172926714,0.8985679106068072,0.39859197605809915
2,0.2,removal,2,800,0.1,10,8,0.5539434277130633,0.31703597957512164,0.9418880042899945,0.23628289042389272
1,0.1,replacement,1,600,0.01,10,7,0.900145942706652,0.5013602244618705,0.6186955112585303,0.31660888055954084
1,0.25,replacement,2,1000,0.08,25,10,0.33913437355089004,0.7158864402384462,0.9618419258523111,0.2885735238495014
3,0.0,removal,3,1000,0.01,7,7,0.49011357511380593,0.06474456824614783,0.5785093792766014,0.3604738215949438
0,0.0,replacement,2,1000,0.08,7,7,0.6092626282975608,0.20075018203834127,0.8688318379289484,0.40870259731542524
1,0.2,removal,3,600,0.05,7,8,0.6956339027514873,0.8141106466039087,0.876996988425099,0.2609985258446774
3,0.2,removal,1,800,0.05,25,5,0.1468229341799292,0.42183873101275404,0.8029472169467966,0.34077163886807516
0,0.1,removal,3,1000,0.08,25,6,0.037048106416337045,0.4548362776574959,0.7403937208562037,0.2777765197044323
1,0.2,removal,3,600,0.01,7,5,0.9276230956490403,0.6846843208554465,0.5700718818702775,0.29784411951269496
0,0.2,replacement,2,600,0.05,10,5,0.660000608799842,0.6537031171821259,0.820600628646404,0.3674621680979846
1,0.25,removal,2,1000,0.08,10,7,0.10192977300425787,0.6644178876707583,0.9043744948615443,0.30872540053438957
1,0.1,replacement,1,600,0.08,25,9,0.12711402892062562,0.6633233003222683,0.819819689256416,0.28969606119981106
3,0.2,replacement,3,600,0.08,10,10,0.12752553878208706,0.6575914377758854,0.910896576116577,0.3332256321698681
3,0.2,removal,3,1000,0.08,10,10,0.3911148299032199,0.5152777042226431,0.95738889920828,0.35215178401480374
2,0.1,replacement,2,1000,0.08,10,9,0.07758259724053662,0.5581737534579243,0.8927589095388468,0.2649463793630079
2,0.1,replacement,2,1000,0.08,25,4,0.24721463714726277,0.1983546555204827,0.7977246996860395,0.3022225534430151
2,0.2,replacement,1,1000,0.08,10,6,0.9146502403366406,0.27971033984273497,0.9701453649093652,0.18937259524114136
3,0.0,removal,1,800,0.01,13,9,0.16458660144829884,0.4139261251498547,0.6816779168575562,0.3524055968247082
2,0.0,replacement,1,800,0.05,4,6,0.34997867749022027,0.9544984649467172,0.8854275013870252,0.24560368939538935
1,0.1,removal,2,1000,0.05,10,8,0.9359042442907708,0.5109770572297518,0.9096221036751222,0.3373705677890262
0,0.25,replacement,3,800,0.1,25,4,0.9846594105273387,0.5478642585660605,0.8891553362185314,0.24000581193517045
2,0.2,removal,1,800,0.08,25,4,0.6773145752241541,0.4800521612341839,0.8338857831398526,0.2144662555589253
1,0.1,replacement,3,1000,0.05,7,10,0.9231135418101823,0.056463571911367305,0.8999811169805643,0.31838479767453487
