leaves,trees,FP_type,learn_rate,state,accuracy_train,accuracy_test,actual_test_size
8,600,4,0.02,1,0.7875,0.4508,0.1928
6,400,4,0.4,1,0.9858,0.3765,0.1928
10,1400,4,0.02,2,0.8881,0.4838,0.1753
8,200,4,0.2,2,0.9202,0.4001,0.1753
8,600,4,0.2,1,0.9795,0.3726,0.1928
8,100,4,0.1,1,0.7533,0.4446,0.1928
8,1600,4,0.4,3,0.9935,0.2785,0.2087
6,1000,4,0.4,3,0.9932,0.368,0.2087
4,400,4,0.4,1,0.9869,0.4144,0.1928
6,600,4,0.6,3,0.9932,0.2093,0.2087
4,1200,4,0.2,2,0.9921,0.3115,0.1753
10,1400,4,0.4,2,0.9957,0.2676,0.1753
8,1200,4,0.04,2,0.9365,0.4047,0.1753
4,1200,4,0.08,1,0.9703,0.414,0.1928
8,800,4,0.2,3,0.9834,0.39,0.2087
4,1400,4,0.08,3,0.9769,0.4259,0.2087
6,1400,4,0.6,2,0.996,0.2646,0.1753
6,500,4,0.12,2,0.9475,0.4263,0.1753
8,100,4,0.08,1,0.717,0.4288,0.1928
4,300,4,0.12,2,0.9142,0.4445,0.1753
8,100,4,0.12,3,0.7883,0.4311,0.2087
10,400,4,0.1,2,0.9232,0.4576,0.1753
4,500,4,0.2,1,0.9727,0.4337,0.1928
6,300,4,0.4,2,0.981,0.3427,0.1753
8,200,4,0.12,1,0.8772,0.44,0.1928
10,300,4,0.08,1,0.8748,0.4688,0.1928
4,400,4,0.12,2,0.9383,0.4222,0.1753
6,800,4,0.2,3,0.9856,0.4092,0.2087
8,500,4,0.4,3,0.9884,0.2845,0.2087
4,500,4,0.4,1,0.9893,0.406,0.1928
8,500,4,0.4,3,0.9884,0.2845,0.2087
6,200,4,0.2,2,0.9274,0.4142,0.1753
6,200,4,0.4,2,0.9682,0.3533,0.1753
6,1400,4,0.08,3,0.9752,0.4247,0.2087
4,1200,4,0.4,1,0.9933,0.395,0.1928
10,1400,4,0.04,3,0.9449,0.4437,0.2087
8,600,4,0.14,2,0.9658,0.3633,0.1753
4,1000,4,0.8,2,0.9961,0.1279,0.1753
10,1200,4,0.04,1,0.9327,0.4477,0.1928
4,500,4,0.4,2,0.9908,0.3617,0.1753
4,1200,4,0.04,3,0.9365,0.4552,0.2087
10,600,4,0.06,2,0.9131,0.4511,0.1753
4,1600,4,0.08,2,0.9804,0.3857,0.1753
4,600,4,0.08,2,0.9331,0.442,0.1753
10,200,4,0.06,2,0.7799,0.4925,0.1753
10,100,4,0.4,3,0.9254,0.343,0.2087
10,200,4,0.6,3,0.9788,0.2763,0.2087
8,400,4,0.04,2,0.8225,0.4558,0.1753
8,600,4,0.8,3,0.9934,0.1819,0.2087
6,200,4,0.6,1,0.9827,0.3546,0.1928
4,600,4,0.14,3,0.969,0.4271,0.2087
4,1000,4,0.6,3,0.9935,0.3323,0.2087
4,1200,4,0.08,3,0.9723,0.4278,0.2087
4,400,4,0.14,3,0.9516,0.4404,0.2087
6,400,4,0.08,3,0.9105,0.4381,0.2087
10,300,4,0.4,2,0.9768,0.3138,0.1753
10,400,4,0.4,2,0.9837,0.3008,0.1753
4,1400,4,0.06,2,0.9656,0.4175,0.1753
10,100,4,0.6,1,0.9521,0.3525,0.1928
6,600,4,0.06,3,0.9137,0.4594,0.2087
8,1400,4,0.12,3,0.9848,0.4139,0.2087
4,500,4,0.12,1,0.952,0.4121,0.1928
10,500,4,0.2,2,0.971,0.3259,0.1753
10,100,4,0.8,2,0.9611,0.2369,0.1753
8,800,4,0.4,3,0.9923,0.2822,0.2087
8,1400,4,0.14,3,0.987,0.3925,0.2087
4,800,4,0.6,1,0.9934,0.3037,0.1928
4,500,4,0.6,1,0.9923,0.3067,0.1928
6,500,4,0.8,1,0.9932,0.2604,0.1928
4,600,4,0.6,2,0.9955,0.192,0.1753
6,400,4,0.8,3,0.9928,0.2792,0.2087
6,1400,4,0.2,2,0.9931,0.3143,0.1753
8,500,4,0.02,3,0.7588,0.4343,0.2087
10,1000,4,0.06,2,0.9477,0.4295,0.1753
6,100,4,0.08,2,0.696,0.4696,0.1753
4,1600,4,0.12,1,0.9879,0.385,0.1928
8,1600,4,0.14,3,0.9886,0.3905,0.2087
4,300,4,0.04,1,0.7815,0.4419,0.1928
10,500,4,0.8,3,0.9931,0.1793,0.2087
10,600,4,0.04,3,0.8745,0.4525,0.2087
4,1000,4,0.2,3,0.9889,0.3499,0.2087
10,400,4,0.8,1,0.9923,0.2865,0.1928
6,300,4,0.08,1,0.8736,0.4469,0.1928
8,600,4,0.14,3,0.9644,0.4144,0.2087
8,300,4,0.4,1,0.9791,0.368,0.1928
10,300,4,0.8,2,0.9925,0.1664,0.1753
4,200,4,0.2,1,0.9247,0.4413,0.1928
8,500,5,0.2,1,0.9768,0.4513,0.2103
8,500,5,0.02,1,0.7871,0.516,0.2103
10,200,5,0.06,3,0.8053,0.4428,0.2077
10,1200,5,0.02,1,0.8909,0.5353,0.2103
4,500,5,0.6,3,0.9947,0.1671,0.2077
6,300,5,0.6,1,0.9911,0.33,0.2103
8,400,5,0.12,3,0.9503,0.4036,0.2077
6,800,5,0.06,2,0.9475,0.5472,0.2077
10,1200,5,0.14,3,0.9883,0.3026,0.2077
10,1000,5,0.4,2,0.9946,0.4146,0.2077
10,1600,5,0.4,1,0.9943,0.3205,0.2103
8,600,5,0.4,1,0.9923,0.3966,0.2103
8,100,5,0.08,3,0.7503,0.4251,0.2077
8,400,5,0.04,2,0.8498,0.5544,0.2077
8,100,5,0.4,2,0.9346,0.4885,0.2077
10,1600,5,0.4,3,0.9953,0.2074,0.2077
10,300,5,0.04,3,0.8065,0.4453,0.2077
8,1600,5,0.6,1,0.9944,0.227,0.2103
10,500,5,0.08,3,0.9366,0.3907,0.2077
4,1600,5,0.4,2,0.995,0.4316,0.2077
4,600,5,0.8,3,0.9953,-0.0527,0.2077
10,500,5,0.1,3,0.9489,0.3621,0.2077
4,1600,5,0.4,2,0.995,0.4316,0.2077
4,800,5,0.08,1,0.9602,0.5033,0.2103
8,800,5,0.08,3,0.9641,0.3955,0.2077
10,300,5,0.14,2,0.9378,0.5298,0.2077
8,200,5,0.8,2,0.9892,0.4142,0.2077
6,1200,5,0.02,3,0.8969,0.4434,0.2077
4,100,5,0.02,3,0.5509,0.3629,0.2077
8,1600,5,0.4,2,0.995,0.4043,0.2077
10,100,5,0.04,1,0.6671,0.4683,0.2103
8,800,5,0.8,2,0.995,0.375,0.2077
6,600,5,0.04,1,0.894,0.5231,0.2103
4,300,5,0.8,2,0.9936,0.3519,0.2077
