leaves,trees,FP_type,learn_rate,state,accuracy_train,accuracy_test,actual_test_size
10,1600,1,0.8,3,0.995,0.3088,0.1923
4,1400,1,0.02,3,0.9489,0.4721,0.1923
6,1400,1,0.6,3,0.995,0.3728,0.1923
6,1200,1,0.02,3,0.9386,0.4659,0.1923
6,1600,1,0.8,2,0.9953,0.0717,0.2113
6,800,1,0.2,1,0.9946,0.4281,0.2051
4,1400,1,0.8,3,0.995,0.1648,0.1923
6,1600,1,0.04,2,0.9845,0.2475,0.2113
8,600,1,0.14,1,0.989,0.4671,0.2051
6,1000,1,0.1,2,0.9914,0.2047,0.2113
6,300,1,0.12,1,0.9636,0.485,0.2051
8,1400,1,0.14,2,0.9947,0.1976,0.2113
4,1200,1,0.2,2,0.995,0.2099,0.2113
8,600,1,0.1,1,0.9823,0.4627,0.2051
4,500,1,0.06,3,0.9544,0.4652,0.1923
8,1200,1,0.02,2,0.9407,0.2547,0.2113
8,200,1,0.2,3,0.9672,0.442,0.1923
8,1400,1,0.4,3,0.995,0.3991,0.1923
8,400,1,0.08,3,0.9585,0.448,0.1923
4,400,1,0.12,3,0.9758,0.4575,0.1923
6,1000,1,0.14,1,0.994,0.4684,0.2051
10,1600,1,0.1,1,0.9943,0.4873,0.2051
10,200,1,0.1,3,0.927,0.4376,0.1923
10,600,1,0.1,1,0.981,0.4916,0.2051
8,1600,1,0.04,3,0.9831,0.4713,0.1923
10,1400,1,0.4,1,0.996,0.4896,0.2051
4,400,1,0.12,2,0.9768,0.2596,0.2113
4,100,1,0.6,1,0.9824,0.3402,0.2051
6,200,1,0.1,1,0.9237,0.4461,0.2051
6,800,1,0.1,2,0.9888,0.2099,0.2113
6,1200,1,0.4,2,0.9953,0.1063,0.2113
6,800,1,0.08,1,0.9837,0.4857,0.2051
4,800,1,0.02,3,0.9006,0.4683,0.1923
4,600,1,0.06,2,0.9653,0.2578,0.2113
4,1600,1,0.04,1,0.9837,0.4848,0.2051
10,1000,1,0.6,1,0.996,0.3044,0.2051
4,800,1,0.14,1,0.9925,0.4779,0.2051
8,200,1,0.06,2,0.8699,0.2847,0.2113
6,500,1,0.04,1,0.9198,0.485,0.2051
4,1200,1,0.12,3,0.9935,0.4495,0.1923
6,1200,1,0.02,3,0.9386,0.4659,0.1923
4,100,1,0.04,2,0.6878,0.2316,0.2113
10,200,1,0.6,3,0.9916,0.3245,0.1923
4,1200,1,0.4,3,0.995,0.4112,0.1923
6,400,1,0.6,3,0.9948,0.3739,0.1923
8,500,1,0.02,3,0.8417,0.4558,0.1923
6,600,1,0.6,3,0.995,0.3731,0.1923
8,300,1,0.08,1,0.9388,0.4858,0.2051
10,1600,1,0.8,3,0.995,0.3088,0.1923
10,500,1,0.6,3,0.9949,0.3185,0.1923
10,1200,1,0.12,1,0.9939,0.4814,0.2051
10,600,1,0.02,1,0.864,0.4647,0.2051
6,1400,1,0.4,2,0.9953,0.1061,0.2113
10,500,1,0.12,3,0.9815,0.4148,0.1923
8,400,1,0.14,2,0.9812,0.2399,0.2113
8,500,1,0.6,2,0.9952,0.0233,0.2113
4,1400,1,0.02,2,0.9512,0.2454,0.2113
10,1400,1,0.4,1,0.996,0.4896,0.2051
8,600,1,0.12,3,0.9866,0.4625,0.1923
4,600,1,0.04,2,0.9389,0.2681,0.2113
8,200,1,0.2,2,0.97,0.1936,0.2113
8,400,1,0.14,3,0.9802,0.4231,0.1923
6,400,1,0.02,2,0.8037,0.2745,0.2113
10,100,1,0.06,1,0.7379,0.4267,0.2051
10,100,1,0.2,2,0.9284,0.2753,0.2113
10,500,1,0.04,2,0.9262,0.278,0.2113
10,600,1,0.14,1,0.9887,0.4839,0.2051
6,100,1,0.06,1,0.7319,0.4002,0.2051
10,400,1,0.04,1,0.8975,0.4777,0.2051
4,1400,1,0.08,3,0.992,0.458,0.1923
6,1400,1,0.6,1,0.996,0.423,0.2051
8,400,1,0.2,2,0.9882,0.1527,0.2113
4,500,1,0.8,1,0.9959,0.3053,0.2051
10,1600,1,0.4,2,0.9953,0.141,0.2113
8,400,1,0.14,1,0.9803,0.4704,0.2051
4,100,1,0.12,2,0.8666,0.2836,0.2113
4,300,1,0.12,2,0.9648,0.2691,0.2113
4,600,1,0.02,3,0.8663,0.4606,0.1923
8,800,1,0.1,2,0.9886,0.1563,0.2113
6,1400,1,0.08,2,0.9922,0.1643,0.2113
8,1600,1,0.4,2,0.9953,0.1377,0.2113
10,600,1,0.02,3,0.869,0.4677,0.1923
6,1400,1,0.1,2,0.9936,0.1976,0.2113
10,500,1,0.8,1,0.9959,0.1149,0.2051
4,500,1,0.8,1,0.9959,0.3053,0.2051
8,300,1,0.2,1,0.9816,0.4742,0.2051
4,200,1,0.08,3,0.8999,0.4666,0.1923
4,400,1,0.4,3,0.994,0.414,0.1923
4,400,1,0.06,3,0.9391,0.4637,0.1923
6,100,1,0.04,1,0.6683,0.3803,0.2051
4,300,1,0.4,3,0.9925,0.411,0.1923
10,200,1,0.1,3,0.927,0.4376,0.1923
10,100,1,0.12,3,0.8626,0.4208,0.1923
8,800,1,0.14,1,0.9923,0.4656,0.2051
4,200,1,0.02,2,0.6887,0.2221,0.2113
8,1400,1,0.2,3,0.9948,0.4266,0.1923
4,800,1,0.1,3,0.9882,0.4466,0.1923
4,1200,1,0.02,3,0.9375,0.471,0.1923
10,1000,1,0.08,3,0.9875,0.47,0.1923
10,200,1,0.04,3,0.8016,0.436,0.1923
8,800,2,0.4,2,0.9963,0.3174,0.1866
6,100,2,0.08,2,0.7987,0.3779,0.1866
8,500,2,0.6,1,0.9966,0.4995,0.1877
6,500,2,0.1,3,0.9786,0.4741,0.1974
10,300,2,0.14,3,0.9728,0.5037,0.1974
8,1000,2,0.4,1,0.9966,0.5234,0.1877
10,800,2,0.12,1,0.9927,0.553,0.1877
6,300,2,0.12,2,0.9685,0.3671,0.1866
10,400,2,0.6,2,0.9962,0.2374,0.1866
6,1000,2,0.2,1,0.9963,0.5425,0.1877
4,400,2,0.02,3,0.7907,0.4451,0.1974
6,100,2,0.2,2,0.9322,0.3979,0.1866
8,1400,2,0.04,2,0.9833,0.3667,0.1866
6,100,2,0.1,2,0.8394,0.3784,0.1866
6,500,2,0.1,3,0.9786,0.4741,0.1974
4,400,2,0.1,2,0.9725,0.3378,0.1866
6,500,2,0.06,2,0.9589,0.3926,0.1866
8,1600,2,0.06,2,0.9921,0.399,0.1866
4,200,2,0.1,1,0.9257,0.5158,0.1877
10,1400,2,0.6,2,0.9964,0.2346,0.1866
