min_CNLs,consensus_thres,consensus_alg,random_seed,tree,learn_rate,leaves,depth,subsample,colsample_bylevel,accuracy_train,accuracy_test
0,0.25,removal,1,1000,0.03,4,7,0.54,0.08,0.6733629733282189,0.27732761151878804
5,0.0,removal,5,800,0.03,13,10,0.31,0.09,0.7933615386843904,0.2405145162550565
3,0.2,replacement,3,600,0.05,13,8,0.86,0.19,0.9168340905343564,0.3215023042865732
1,0.0,replacement,1,800,0.01,10,6,0.57,0.26,0.5802584788005973,0.3242458199216013
0,0.0,replacement,1,600,0.01,25,8,0.08,0.51,0.5709851480067714,0.2622022973984067
5,0.2,removal,1,1000,0.005,10,10,0.49,0.22,0.6491465423982614,0.32235975788390925
5,0.25,removal,3,1000,0.05,13,8,0.12,0.5,0.9183231987778618,0.05466830792149213
0,0.25,replacement,5,1000,0.01,4,7,0.17,0.69,0.6353115626779545,0.29977651848558384
3,0.0,replacement,1,600,0.05,4,10,0.31,0.1,0.8085976032571939,0.21604129760576785
1,0.2,replacement,4,800,0.01,13,10,0.94,0.15,0.6439675127039075,0.23550414592303348
0,0.0,removal,1,1000,0.01,10,9,0.44,0.49,0.6781114976975018,0.26458919079601473
0,0.25,removal,4,800,0.03,7,8,0.67,0.4,0.8115818335713114,0.26306772014397173
0,0.2,replacement,4,600,0.005,7,10,0.37,0.69,0.5254422961581564,0.2682876464671067
1,0.0,removal,5,1000,0.01,7,9,0.41,0.27,0.6747693258743208,0.18287760343370296
0,0.25,replacement,5,1000,0.005,10,7,0.13,0.47,0.502983010184215,0.2848206140928463
5,0.2,removal,1,1000,0.01,25,7,0.26,0.13,0.6738832188895083,0.3356055690071924
3,0.0,removal,1,1000,0.03,7,7,0.12,0.25,0.8096600162760845,0.22709406844571256
0,0.2,removal,1,800,0.05,10,6,0.23,0.5,0.832675723821517,0.2191248587554988
3,0.25,removal,2,600,0.05,7,10,0.27,0.91,0.910743378273076,0.2080551241936448
3,0.0,replacement,2,1000,0.03,7,7,0.46,0.69,0.8858854600883851,0.23175187500403527
0,0.25,replacement,5,1000,0.01,10,6,0.3,0.32,0.6096064197580742,0.2893047877968392
1,0.25,replacement,2,1000,0.05,25,6,0.7,0.52,0.9219884436469513,0.07980746882409218
5,0.2,replacement,1,600,0.03,7,10,0.94,0.85,0.9117710415096979,0.3151855334169108
0,0.25,removal,1,1000,0.05,10,10,0.45,0.86,0.9366845944485619,0.06862070881395987
1,0.0,removal,3,600,0.01,4,8,0.15,0.75,0.6159746846709703,0.37222799756101166
5,0.25,replacement,5,600,0.03,7,8,0.37,0.94,0.8789962422071214,0.26015635209971644
5,0.2,replacement,1,1000,0.01,13,9,0.75,0.91,0.8137249763766612,0.31543248066865703
5,0.0,replacement,1,800,0.005,10,6,0.61,0.31,0.5588031539896988,0.3049198221693046
5,0.0,replacement,3,800,0.05,7,10,0.18,0.85,0.9251857020661004,0.04436396759418615
0,0.2,replacement,4,600,0.005,13,7,0.39,0.53,0.49284944812142173,0.26688506850067173
1,0.2,replacement,3,1000,0.01,7,9,0.91,0.25,0.7021561715962542,0.37507123272029963
0,0.25,removal,4,800,0.005,13,6,0.84,0.75,0.5347452898586519,0.3081007599793876
0,0.2,replacement,4,600,0.01,4,6,0.29,0.42,0.5529578890900801,0.2678598920425468
3,0.2,replacement,4,600,0.03,4,9,0.6,0.14,0.8348267627544541,0.26528677858863825
5,0.25,replacement,3,600,0.01,10,8,0.96,0.6,0.6941244904358557,0.20825595285380738
5,0.0,replacement,3,800,0.005,7,6,0.33,0.51,0.5864549971785495,0.1435802487056902
0,0.2,replacement,4,800,0.005,7,7,0.87,0.53,0.541764667247983,0.26678129162035424
3,0.25,replacement,4,800,0.03,13,6,0.53,0.58,0.8638156642160081,0.29412165713277794
5,0.0,removal,1,800,0.03,10,10,0.69,0.63,0.8969365526969126,0.2996164520989617
5,0.0,removal,3,1000,0.03,7,9,0.37,0.94,0.918743166302935,0.07931825941216197
3,0.2,removal,4,1000,0.03,13,7,0.08,0.54,0.8216506203052325,0.34833849171604436
5,0.2,replacement,5,800,0.01,13,6,0.73,0.56,0.7048484130094368,0.25082886914558555
5,0.0,removal,3,800,0.01,25,10,0.68,0.92,0.7661253702400044,0.1349519990802811
3,0.2,replacement,2,1000,0.03,7,8,0.64,0.05,0.8358022967480064,0.2500429178702265
0,0.25,removal,3,600,0.01,4,10,0.47,0.96,0.6545266239978642,0.28640536105137526
1,0.0,removal,5,600,0.01,10,10,0.91,0.77,0.6708010604355829,0.1624834450933872
0,0.0,replacement,5,800,0.005,4,10,0.86,0.88,0.5899623831417437,0.3254273549188843
3,0.0,replacement,5,600,0.05,13,9,0.19,0.59,0.8659174209288334,0.3124015007759302
0,0.25,removal,4,600,0.05,7,7,0.92,0.38,0.830814486774131,0.26407613499278293
