leaves,trees,FP_type,learn_rate,state,depth,subsample,colsample_bylevel,accuracy_train,accuracy_test,actual_test_size
25,1000,6,0.05,1,7,0.21,0.42,0.841,0.535,0.1974
10,600,6,0.08,1,9,0.3,0.66,0.9297,0.5174,0.1974
4,1000,6,0.08,1,10,0.78,0.28,0.9797,0.5337,0.1974
4,600,6,0.08,2,8,0.13,0.64,0.8978,0.4504,0.2072
4,600,6,0.05,2,4,0.84,0.82,0.8099,0.4403,0.2072
13,600,6,0.08,3,9,0.12,0.05,0.8143,0.5552,0.1985
13,800,6,0.1,1,10,0.1,0.96,0.893,0.5187,0.1974
25,1000,6,0.1,2,9,0.69,0.72,0.9781,0.4036,0.2072
13,600,6,0.05,1,4,0.49,0.98,0.7962,0.5368,0.1974
10,800,6,0.01,3,4,0.56,0.21,0.6251,0.4819,0.1985
13,600,6,0.1,2,7,0.59,0.47,0.9471,0.4187,0.2072
7,800,6,0.01,2,9,1.0,0.34,0.764,0.3973,0.2072
4,600,6,0.1,2,9,0.49,0.78,0.9693,0.4226,0.2072
25,800,6,0.05,3,10,0.4,0.35,0.9149,0.5897,0.1985
10,800,6,0.08,1,4,0.07,0.23,0.7242,0.5022,0.1974
4,1000,6,0.1,1,10,0.69,0.4,0.9848,0.5278,0.1974
10,800,6,0.1,2,9,0.36,0.33,0.9599,0.44,0.2072
4,1000,6,0.01,2,10,0.65,0.44,0.8132,0.421,0.2072
7,1000,6,0.05,1,10,0.69,0.48,0.9637,0.5305,0.1974
25,1000,6,0.1,1,6,0.07,0.37,0.7704,0.5183,0.1974
10,1000,6,0.08,3,4,0.32,0.68,0.8567,0.563,0.1985
7,800,6,0.05,2,4,0.97,0.59,0.8401,0.4269,0.2072
13,600,6,0.08,2,8,0.55,0.45,0.9468,0.4183,0.2072
7,600,6,0.1,3,4,0.07,0.76,0.7474,0.533,0.1985
25,1000,6,0.05,1,9,0.99,0.88,0.9563,0.5298,0.1974
13,1000,6,0.08,2,4,0.45,0.68,0.8834,0.4492,0.2072
7,800,6,0.01,3,10,0.21,0.25,0.7214,0.5141,0.1985
10,800,6,0.1,2,5,0.67,0.92,0.9344,0.4375,0.2072
7,800,6,0.01,3,7,0.64,0.11,0.7073,0.5035,0.1985
10,1000,6,0.05,3,10,0.26,0.13,0.9083,0.5653,0.1985
25,600,6,0.01,3,9,0.18,0.82,0.6559,0.5025,0.1985
