leaves,trees,FP_type,learn_rate,state,depth,subsample,colsample_bylevel,accuracy_train,accuracy_test,actual_test_size
4,600,6,0.08,1,4,0.74,0.36,0.8548,0.5146,0.1974
25,600,6,0.1,2,8,0.6,0.97,0.9496,0.4471,0.2072
10,1000,6,0.05,3,4,0.13,0.33,0.7509,0.5475,0.1985
25,600,6,0.1,1,9,0.77,0.32,0.96,0.5092,0.1974
25,600,6,0.01,2,8,1.0,0.77,0.7416,0.4007,0.2072
7,600,6,0.05,2,7,0.9,0.27,0.9054,0.4429,0.2072
10,800,6,0.1,2,9,0.4,0.71,0.9706,0.4223,0.2072
10,1000,6,0.01,1,8,0.44,0.81,0.8015,0.4945,0.1974
4,800,6,0.05,1,6,0.57,0.51,0.9171,0.5303,0.1974
25,1000,6,0.05,3,9,0.75,0.9,0.9532,0.6084,0.1985
7,800,6,0.08,3,6,0.1,0.9,0.8454,0.5494,0.1985
13,800,6,0.1,2,6,0.87,0.61,0.9582,0.402,0.2072
25,1000,6,0.01,1,9,0.46,0.78,0.8024,0.4884,0.1974
7,1000,6,0.1,1,9,0.58,0.5,0.984,0.504,0.1974
25,600,6,0.1,2,10,0.73,0.49,0.9671,0.4188,0.2072
10,600,6,0.05,2,7,0.81,0.96,0.9105,0.4191,0.2072
4,600,6,0.1,3,9,0.17,0.93,0.9299,0.5684,0.1985
7,600,6,0.08,1,9,0.45,0.82,0.9549,0.4971,0.1974
10,1000,6,0.08,3,5,0.87,0.12,0.9207,0.5636,0.1985
4,1000,6,0.05,3,9,0.99,0.17,0.9574,0.5945,0.1985
10,1000,6,0.08,1,5,0.31,0.16,0.8746,0.4732,0.1974
13,800,6,0.08,2,9,0.12,0.12,0.8588,0.4319,0.2072
10,800,6,0.05,1,6,0.98,0.86,0.913,0.4868,0.1974
7,800,6,0.1,2,5,1.0,0.81,0.9474,0.4087,0.2072
10,600,6,0.1,3,10,0.8,0.65,0.9731,0.6113,0.1985
10,1000,6,0.08,2,5,0.81,0.77,0.939,0.4323,0.2072
25,800,6,0.1,3,4,0.18,0.67,0.7807,0.553,0.1985
13,600,6,0.05,3,5,0.13,0.98,0.7488,0.5338,0.1985
10,800,6,0.1,1,10,0.43,0.67,0.9731,0.5005,0.1974
4,600,6,0.08,2,7,0.64,0.84,0.9563,0.443,0.2072
25,1000,6,0.08,2,10,0.26,0.8,0.9343,0.4567,0.2072
