min_CNLs,consensus_thres,consensus_alg,random_seed,tree,learn_rate,leaves,depth,subsample,colsample_bylevel,accuracy_train,accuracy_test
5,0.0,replacement,3,800,0.05,7,8,0.65,0.56,0.9369813547224795,0.13751549070052504
3,0.25,removal,2,1000,0.01,7,8,0.48,0.49,0.7457934347035995,0.2823384248102393
0,0.25,replacement,5,800,0.05,25,10,0.53,0.15,0.8931569594708442,0.2267922855914397
5,0.25,replacement,4,1000,0.05,25,7,0.82,0.75,0.9724388497086139,-0.23820131633665498
5,0.25,removal,4,1000,0.01,25,9,0.26,0.74,0.780911534643228,-0.08726185256933294
1,0.0,replacement,1,800,0.03,25,9,0.6,0.35,0.8370736016465345,0.26273154571530777
1,0.2,replacement,2,600,0.01,4,8,0.96,0.69,0.6441420339209037,0.16805833603173914
1,0.25,removal,3,1000,0.005,25,9,0.14,0.12,0.534233242435042,0.31333498778210167
0,0.25,replacement,5,1000,0.05,7,8,0.08,0.89,0.8218849675938289,0.20769622813562316
0,0.2,replacement,5,800,0.005,13,8,0.87,0.97,0.5739827940914166,0.2667887737621566
0,0.0,replacement,5,600,0.05,25,10,0.91,0.87,0.897314324655013,0.21372672990193842
0,0.25,removal,4,1000,0.005,13,9,0.54,0.3,0.5788407081360581,0.26591674737291804
0,0.0,replacement,5,800,0.03,4,8,0.54,0.67,0.838339893351641,0.22900795655591066
1,0.0,replacement,3,600,0.05,13,8,0.36,0.07,0.7068613003499482,0.30275515024962774
1,0.2,replacement,3,600,0.005,13,7,0.64,0.16,0.45321626507449486,0.26994745350538196
5,0.25,removal,3,600,0.03,4,8,0.1,0.6,0.821978626079743,0.13340181624106429
1,0.2,removal,2,600,0.03,10,10,0.65,0.51,0.8378648837350907,0.10577391886406717
5,0.25,removal,1,1000,0.005,10,6,0.28,0.6,0.6317620442474772,0.33863088260252194
0,0.2,removal,2,800,0.03,13,9,0.5,0.07,0.6703426958955876,0.31946673094702527
1,0.25,replacement,4,800,0.005,13,6,0.26,0.8,0.5355384403531798,0.19653266462666696
5,0.25,replacement,1,800,0.03,13,8,0.3,0.56,0.8982415734809379,0.31122640255255285
1,0.25,removal,5,800,0.03,13,10,0.32,0.61,0.8702537585075876,0.06724360640041283
3,0.25,replacement,1,600,0.005,25,10,0.46,0.13,0.5110855853502306,0.219189378708889
0,0.25,replacement,2,1000,0.01,25,7,0.3,0.76,0.6566174424695741,0.34265364408551946
5,0.25,replacement,2,800,0.03,10,9,0.25,0.06,0.8194974489823761,0.24026783676001895
1,0.25,removal,5,1000,0.005,13,8,0.62,1.0,0.6524155283899791,0.1377106854115796
0,0.0,replacement,4,800,0.05,10,8,0.63,0.92,0.9156034611131297,0.18090434878945028
3,0.0,replacement,2,600,0.03,7,9,0.72,0.11,0.7542687474978516,0.2610605921287227
1,0.25,replacement,3,600,0.05,7,7,0.1,0.39,0.7435124992504623,0.3265387869028721
0,0.2,removal,3,600,0.005,25,9,0.46,0.56,0.5415622525202612,0.19127826434102202
0,0.0,replacement,1,1000,0.005,7,10,0.09,0.69,0.5790246403165561,0.2849954671516519
3,0.2,replacement,3,600,0.005,7,8,0.14,0.35,0.4729229055880205,0.3137525937392913
0,0.0,removal,3,1000,0.005,10,7,0.31,0.57,0.5710790646545238,0.1954128098123522
0,0.0,replacement,3,600,0.05,25,6,0.59,0.75,0.8450018083068437,0.07537949346493156
0,0.0,removal,3,800,0.03,4,8,0.26,0.24,0.7557205715222997,0.17016507781674917
3,0.2,replacement,1,800,0.01,25,6,0.85,0.46,0.6824577947653785,0.2197240235474388
0,0.0,removal,1,600,0.01,7,6,0.61,0.21,0.5145668022068318,0.2891885469830293
3,0.25,removal,5,1000,0.05,10,6,0.3,0.24,0.8840549604105057,0.24305356015084967
3,0.0,removal,1,600,0.005,4,6,0.15,0.62,0.5488073467293266,0.25426189101442687
1,0.25,replacement,5,800,0.03,4,7,0.06,0.64,0.6996909937026934,0.16071052876079583
3,0.0,replacement,1,800,0.03,10,10,0.53,0.16,0.8307061392359603,0.21900378182455804
0,0.0,replacement,5,1000,0.05,25,6,0.4,0.08,0.7177792746954432,0.2229905681107498
3,0.0,removal,4,600,0.005,25,9,0.74,0.12,0.4761356427361949,0.31232636440404404
0,0.25,removal,1,800,0.03,7,8,0.86,0.58,0.8437281807970781,0.23858562588757715
1,0.25,removal,5,600,0.005,25,6,0.93,0.11,0.4428823773116961,0.13617890561919554
5,0.25,replacement,3,800,0.03,4,10,0.62,0.58,0.9339354385084392,0.1523343556195993
0,0.2,replacement,2,600,0.01,25,9,0.65,0.92,0.6580731792649247,0.3373037190111169
1,0.25,replacement,3,800,0.01,25,8,0.3,0.71,0.642290575957689,0.3175276015540657
3,0.25,removal,4,600,0.05,13,8,0.51,0.33,0.8767463129721144,0.3492715125236592
5,0.0,replacement,2,1000,0.05,4,8,0.14,0.29,0.8939042977508663,0.25019224483568936
1,0.2,replacement,3,600,0.03,7,6,0.31,0.29,0.7395263779183536,0.3027499161159828
3,0.2,replacement,1,1000,0.03,25,8,0.57,0.16,0.9052627491677103,0.14496565408550643
0,0.2,removal,4,800,0.01,7,9,0.83,0.8,0.6794399327527509,0.26757036130147316
1,0.2,replacement,1,1000,0.005,7,7,0.63,0.33,0.5545302843572153,0.28353404382044245
