iter	RMSE
516	0.3663898029
517	0.3663793958
518	0.3663763378
519	0.3663725813
520	0.3662536214
521	0.3662236687
522	0.3661885213
523	0.3661418523
524	0.3659768779
525	0.365942634
526	0.3656196793
527	0.3653095691
528	0.3653043629
529	0.3652568196
530	0.3652426624
531	0.3652141699
532	0.3652106457
533	0.3652091458
534	0.3647331785
535	0.3647034009
536	0.3647012572
537	0.3646137474
538	0.3645548173
539	0.3645428973
540	0.3643617703
541	0.3640778222
542	0.3640635594
543	0.3639653822
544	0.3639519759
545	0.363949953
546	0.3637977669
547	0.363795679
548	0.3637428329
549	0.363706152
550	0.36361582
551	0.3635534282
552	0.3634702385
553	0.3634569397
554	0.3634514998
555	0.3634472909
556	0.3634447137
557	0.363436628
558	0.3634357844
559	0.363357285
560	0.3632141329
561	0.3632043246
562	0.3631701039
563	0.3631229195
564	0.3629254502
565	0.3623183752
566	0.3622841789
567	0.3620301095
568	0.3619951531
569	0.3619774068
570	0.361828909
571	0.3617979458
572	0.3617941927
573	0.3615648847
574	0.3614034994
575	0.3611305528
576	0.3611280682
577	0.3611270978
578	0.3611052294
579	0.3611025142
580	0.3610181724
581	0.3605394663
582	0.360529371
583	0.3605125419
584	0.3604888301
585	0.3604651322
586	0.3604597956
587	0.3604381108
588	0.3602423422
589	0.3602305237
590	0.3601344794
591	0.3601216437
592	0.3599915647
593	0.3599184325
594	0.359833795
595	0.3598241067
596	0.3597717447
597	0.3596867444
598	0.3595469234
599	0.3595430401
600	0.3595028664
601	0.3593987778
602	0.3593380496
603	0.3593084414
604	0.3592818929
605	0.3591805907
606	0.3591606126
607	0.3591520755
608	0.3591495505
609	0.3591376843
610	0.3591307153
611	0.3588998872
612	0.3588379267
613	0.3587405494
614	0.3587302715
615	0.3587126992
616	0.3586129579
617	0.3586029049
618	0.3585650489
619	0.3583644308
620	0.3583315746
621	0.3583303825
622	0.3582790822
623	0.3582100959
624	0.3581434218
625	0.3580752297
626	0.3580477157
627	0.3579800984
628	0.3579264328
629	0.3579196941
630	0.3577821643
631	0.3577627809
632	0.3576348131
633	0.3575714516
634	0.3575444612
635	0.3575405885
636	0.3575316896
637	0.3575286845
638	0.3575279201
639	0.3574848358
640	0.3574832347
641	0.3572489577
642	0.3572478514
643	0.3571848444
644	0.3571194413
645	0.3571117107
646	0.3570481455
647	0.357033379
648	0.3570279901
649	0.3569221507
650	0.356916078
651	0.3567666527
652	0.3567622701
653	0.3567566005
654	0.3566818937
655	0.356608563
656	0.3566002961
657	0.3565029055
658	0.3564984473
659	0.3564894043
660	0.3564884563
661	0.3563030387
662	0.3562792879
663	0.3562391694
664	0.3560595241
665	0.3560587905
666	0.3559407459
667	0.3559267152
668	0.3558731291
669	0.3557729721
670	0.3557253335
671	0.3557039664
672	0.3557033723
673	0.355700284
674	0.3556202967
675	0.3556022431
676	0.3555768727
677	0.3555652973
678	0.3555498673
679	0.3553827117
680	0.3551484759
681	0.3551436572
682	0.3551391373
683	0.3551366852
684	0.3551236764
685	0.3551193347
686	0.3551172608
687	0.3550313507
688	0.3549722777
689	0.3547519098
690	0.3546257705
691	0.354618732
692	0.3546175931
693	0.3545323813
694	0.3544947698
695	0.3544847748
696	0.3544818931
697	0.3544069318
698	0.3544007437
699	0.3543983881
700	0.3542482036
701	0.3542382573
702	0.3542252007
703	0.3542179359
704	0.354216373
705	0.3540294248
706	0.3540265954
707	0.3538896882
708	0.3537269782
709	0.3536982866
710	0.3536904293
711	0.3536667034
712	0.3536581322
713	0.3536559342
714	0.3535104844
715	0.3534228748
716	0.3534206147
717	0.3534050656
718	0.3532737855
719	0.3530911676
720	0.3529685323
721	0.3528924337
722	0.3528405681
723	0.3527748967
724	0.3526860445
725	0.3525549996
726	0.3524489351
727	0.3524469633
728	0.3523941729
729	0.352193733
730	0.3521386643
731	0.3521382348
732	0.3521368839
733	0.3521360709
734	0.3521166115
735	0.3520583155
736	0.3520580609
737	0.3520333165
738	0.3519898398
739	0.3518960911
740	0.3518955982
741	0.3518472972
742	0.3518365073
743	0.351835336
744	0.3518348821
745	0.3518324194
746	0.351816383
747	0.3517470731
748	0.3516134912
749	0.3515131235
750	0.3514954233
751	0.3514795094
752	0.3513010931
753	0.3511844479
754	0.3511822328
755	0.3511800308
756	0.3511794656
757	0.3511757959
758	0.3508899422
759	0.3508753939
760	0.3508410906
761	0.3508377774
762	0.3508301445
763	0.3507850778
764	0.3507820752
765	0.350688245
766	0.3506877173
767	0.3506050744
768	0.3505988396
769	0.3505983373
770	0.3505674813
771	0.3505646316
772	0.3505629575
773	0.3504806947
774	0.3504452131
775	0.3503429631
776	0.3502940968
777	0.3502934048
778	0.3502540831
779	0.3501810966
780	0.3501784295
781	0.3501723976
782	0.3501718585
783	0.3501457471
784	0.3500512983
785	0.3500299089
786	0.3499261305
787	0.3499191027
788	0.3499170278
789	0.3499146868
790	0.3498363798
791	0.3497962349
792	0.3495346189
793	0.3495176479
794	0.3495077464
795	0.3494605765
796	0.3494464923
797	0.3494039577
798	0.349377629
799	0.3493174206
800	0.3492848399
801	0.3492813938
802	0.3492802706
803	0.3492782498
804	0.3492756261
805	0.3492309964
806	0.3492267875
807	0.3492219491
808	0.3492157047
809	0.3491340519
810	0.3491297819
811	0.3491240364
812	0.349122999
813	0.3491082389
814	0.3490837272
815	0.3490803707
816	0.3490671244
817	0.3490630226
818	0.3490258868
819	0.3490183859
820	0.349007665
821	0.3490034687
822	0.3489908122
823	0.3489854662
824	0.3489852814
825	0.3489844425
826	0.3488564171
827	0.3487725115
828	0.3487717756
829	0.3487665202
830	0.3487626325
831	0.348758589
832	0.3486264425
833	0.3486221229
834	0.348617829
835	0.3485053479
836	0.3485048301
837	0.3485018542
838	0.3484770683
839	0.3484144486
840	0.3483940832
841	0.34838231
842	0.3483776575
843	0.3483756042
844	0.3483608484
845	0.3483603083
846	0.3483584731
847	0.3483533258
848	0.3483012129
849	0.3482996809
850	0.3482766464
851	0.3482669426
852	0.3482601704
853	0.3482552601
854	0.3482492436
855	0.3482097386
856	0.3482093133
857	0.3481838242
858	0.3481723665
859	0.3481518236
860	0.348151613
861	0.3481512725
862	0.3481346209
863	0.3481249869
864	0.3481243978
865	0.348123762
866	0.3481233473
867	0.3481159586
868	0.348111449
869	0.3480898071
870	0.3480850771
871	0.3480839213
872	0.3480639574
873	0.3480630727
874	0.3480473351
875	0.3480099306
876	0.3479867299
877	0.3479430289
878	0.3479418626
879	0.3479415588
880	0.3479290119
881	0.3479170696
882	0.3479167303
883	0.3479158964
884	0.3479081295
885	0.3478786601
886	0.3478085771
887	0.3477629906
888	0.3477024676
889	0.3476443197
890	0.347587852
891	0.347585072
892	0.3475708997
893	0.3475033336
894	0.3474940906
895	0.3474721667
896	0.3474692572
897	0.3474680334
898	0.3473854056
899	0.3473847687
900	0.3473838087
901	0.3473784447
902	0.3473741184
903	0.3473626594
904	0.3473372443
905	0.3473060648
906	0.3473056135
907	0.3472656941
908	0.3472630074
909	0.3472584373
910	0.3472536262
911	0.3472462336
912	0.34718963
913	0.3471709052
914	0.3471703804
915	0.3471697681
916	0.3471688624
917	0.3470807828
918	0.3470794262
919	0.347042639
920	0.3470420594
921	0.3469377155
922	0.3469279733
923	0.3469268178
924	0.3469061383
925	0.3468728884
926	0.3468714812
927	0.346868808
928	0.3468621833
929	0.3468578904
930	0.3468538383
931	0.3468532009
932	0.3466005273
933	0.3465484656
934	0.3465340534
935	0.3465329911
936	0.3465100403
937	0.3465088551
938	0.3464304917
939	0.3463708376
940	0.3463442988
941	0.3463414176
942	0.3463169185
943	0.3463159501
944	0.3462946833
945	0.3462930612
946	0.3462697897
947	0.3462686608
948	0.3461934676
949	0.3461925009
950	0.3461788648
951	0.3461348586
952	0.3461334926
953	0.3461334363
954	0.3461329532
955	0.3461324738
956	0.3461041517
957	0.3460816736
958	0.3460766625
959	0.3460758641
960	0.3460754787
961	0.3460452898
962	0.3460343836
963	0.3460131774
964	0.3459359966
965	0.3458968271
966	0.3458871526
967	0.3457977516
968	0.3457914017
969	0.3457896694
970	0.3457882646
971	0.345787893
972	0.3457739036
973	0.3457737561
974	0.3457437112
975	0.3457351479
976	0.3457340498
977	0.3457307945
978	0.3457219482
979	0.3457200683
980	0.3457196826
981	0.3457193921
982	0.3457077062
983	0.345666431
984	0.345665386
985	0.3456546691
986	0.3456199648
987	0.3456092357
988	0.3456033328
989	0.3456007943
990	0.3453823875
991	0.3453658026
992	0.3453633458
993	0.3453631418
994	0.3453563282
995	0.3453524115
996	0.3453448335
997	0.3453440445
998	0.3453436834
999	0.3453427309
1000	0.3452813195
1001	0.3452606446
1002	0.3452476975
1003	0.3452374999
1004	0.345227693
1005	0.3450763673
1006	0.3450754727
1007	0.3450692981
1008	0.3450508744
1009	0.3450493115
1010	0.3450485282
1011	0.3450481909
1012	0.3450477571
1013	0.3450474142
1014	0.345016331
1015	0.3449767681
1016	0.3449741782
1017	0.3449352215
1018	0.3449206049
1019	0.3449203818
1020	0.3448918623
1021	0.3448907462
1022	0.3448895699
1023	0.3448449316
1024	0.344793528
1025	0.3446937168
1026	0.3446431289
1027	0.3446422833
1028	0.3445907853
1029	0.344570096
1030	0.3445668773
1031	0.3445665477
1032	0.3444936417
1033	0.3444912895
1034	0.344440551
1035	0.3444312725
1036	0.3444263962
1037	0.3444256916
1038	0.3444254927
1039	0.3443558303
1040	0.3443413733
1041	0.3442715577
1042	0.3442711831
1043	0.3442529252
1044	0.3441884875
1045	0.3441882904
1046	0.3441516403
1047	0.3441514038
1048	0.344132392
1049	0.3441095921
1050	0.3441093509
1051	0.343981485
1052	0.3439811366
1053	0.3439560717
1054	0.343930358
1055	0.3439299463
1056	0.3439290165
1057	0.3439286432
1058	0.3439254831
1059	0.3439237356
1060	0.3439076274
1061	0.3439071337
1062	0.3439010262
1063	0.3438750047
1064	0.3438284881
1065	0.3438264582
1066	0.3437958094
1067	0.3437953322
1068	0.3437946303
1069	0.3437889033
1070	0.3437857695
1071	0.3437562952
1072	0.3437499617
1073	0.3437490624
1074	0.3437161749
1075	0.3437158153
1076	0.3436841513
1077	0.3436838321
1078	0.3436518523
1079	0.3436327872
1080	0.3436118635
1081	0.3436085492
1082	0.3436081485
1083	0.3436078125
1084	0.3435863126
1085	0.3435780679
1086	0.3435728662
1087	0.3435582897
1088	0.3435578334
1089	0.3435411978
1090	0.3435367134
1091	0.3435070412
1092	0.3435062667
1093	0.3435052836
1094	0.3435049276
1095	0.3435041829
1096	0.3435022918
1097	0.3435021368
1098	0.3434651129
1099	0.3434648348
1100	0.3434640924
1101	0.3434639835
1102	0.3434634671
1103	0.3434235757
1104	0.3434232784
1105	0.343416464
1106	0.3434042257
1107	0.3434030414
1108	0.3433995324
1109	0.3433947043
1110	0.3433933683
1111	0.3433891853
1112	0.3433888816
1113	0.3433413453
1114	0.3433391678
1115	0.3433219421
1116	0.343319163
1117	0.3433181492
1118	0.3433178487
1119	0.3433167852
1120	0.3433166372
1121	0.3433117903
1122	0.3433070814
1123	0.3433031056
1124	0.3433027682
1125	0.3433020911
1126	0.3433002212
1127	0.3432956818
1128	0.3432203528
1129	0.343199731
1130	0.3431996481
1131	0.3431993849
1132	0.3431707878
1133	0.3431417446
1134	0.3431412681
1135	0.3431408815
1136	0.3431224724
1137	0.3430982998
1138	0.3430944365
1139	0.3430903648
1140	0.3430622639
1141	0.3430306945
1142	0.3430290239
1143	0.343028942
1144	0.3430284182
1145	0.3430251909
1146	0.3430234739
1147	0.3429775436
1148	0.3429685763
1149	0.3429684928
1150	0.3429674797
1151	0.3428387307
1152	0.342836592
1153	0.3428345049
1154	0.3428342822
1155	0.3428336989
1156	0.342832556
1157	0.3428317898
1158	0.3427927134
1159	0.3427927017
1160	0.34278732
1161	0.3427851888
1162	0.3427250288
1163	0.3427247817
1164	0.3427245709
1165	0.342706458
1166	0.3426992695
1167	0.3426775715
1168	0.3426774416
1169	0.3426450923
1170	0.3426448902
1171	0.3426446183
1172	0.3426420329
1173	0.3426408283
1174	0.3426406688
1175	0.3426404387
1176	0.342632085
1177	0.3426278844
1178	0.3426268636
1179	0.3426265231
1180	0.3426204765
1181	0.3425750425
1182	0.3425723638
1183	0.3425719578
1184	0.3425719358
1185	0.3424834957
1186	0.3424827254
1187	0.3424777355
1188	0.3424672094
1189	0.3424649798
1190	0.3424487564
1191	0.3424440009
1192	0.3424432486
1193	0.3424430985
1194	0.3424150414
1195	0.342413979
1196	0.3424104288
1197	0.3424099236
1198	0.3423938139
1199	0.3423834233
