leaves,trees,FP_type,state,accuracy_train,accuracy_test
10.0,200.0,5.0,3.0,0.6160681913246462,0.48640642433599235
6.0,100.0,9.0,1.0,0.624659407502299,0.48571653407010806
6.0,200.0,11.0,3.0,0.6604300345695022,0.48527172127983254
10.0,250.0,0.0,3.0,0.7465827410577488,0.48444784025513155
10.0,900.0,0.0,3.0,0.7453216617562883,0.4836844062659228
10.0,700.0,0.0,3.0,0.7448353072495931,0.48307489654975944
10.0,800.0,0.0,3.0,0.7447091291228781,0.4828018296574169
10.0,800.0,0.0,3.0,0.7447091291228781,0.4828018296574169
10.0,200.0,0.0,3.0,0.7473397141208837,0.4814751894208955
6.0,600.0,9.0,1.0,0.6228512322444041,0.4811374822485539
6.0,700.0,9.0,1.0,0.6218845450639408,0.48063823638795455
6.0,1000.0,9.0,1.0,0.620728713463423,0.4783454277757695
6.0,900.0,6.0,3.0,0.6916270092041186,0.47759021693441084
6.0,900.0,6.0,3.0,0.6916270092041186,0.4775902169344107
6.0,600.0,6.0,3.0,0.6932946453278868,0.4771946631468623
6.0,900.0,9.0,1.0,0.620088429999269,0.4770704418528513
6.0,400.0,6.0,3.0,0.6927981298781714,0.4749609183962561
6.0,400.0,11.0,3.0,0.6622438203887442,0.4736607130153603
6.0,800.0,3.0,1.0,0.46771962618330964,0.4731521636066659
6.0,500.0,6.0,3.0,0.692890151424161,0.47308230844197285
6.0,500.0,6.0,3.0,0.692890151424161,0.47308230844197274
6.0,600.0,3.0,1.0,0.46798632128068385,0.47259660081130916
6.0,1000.0,3.0,1.0,0.4670580791946711,0.4708259613902158
6.0,100.0,6.0,3.0,0.6874174144580776,0.47049321874455663
6.0,600.0,10.0,3.0,0.6634114295158493,0.4703464359667022
6.0,600.0,11.0,3.0,0.6634114295158491,0.4703464359667022
6.0,600.0,11.0,3.0,0.6634114295158491,0.4703464359667022
10.0,200.0,12.0,3.0,0.6981882261835576,0.468259268479969
6.0,500.0,10.0,3.0,0.6625273476265567,0.46629500710999894
6.0,500.0,10.0,3.0,0.6625273476265567,0.4662950071099987
6.0,1000.0,11.0,3.0,0.6624927272681438,0.46374242031315593
4.0,200.0,1.0,1.0,0.7865204078278529,0.46362212221455823
4.0,300.0,1.0,1.0,0.7854753229141668,0.45977026800209964
4.0,300.0,1.0,1.0,0.7854753229141668,0.45977026800209964
4.0,50.0,1.0,1.0,0.7925958323853988,0.45957023040784106
10.0,900.0,12.0,3.0,0.6955807686497189,0.45929185226039904
10.0,900.0,12.0,3.0,0.6955807686497189,0.4592918522603989
10.0,500.0,12.0,3.0,0.6965824139523413,0.4582242718056153
10.0,50.0,6.0,2.0,0.6202437030250689,0.4542885537085344
10.0,50.0,6.0,2.0,0.6202437030250689,0.45428855370853427
10.0,400.0,6.0,2.0,0.617733557394321,0.453145027232992
8.0,200.0,11.0,3.0,0.602316229796778,0.45283224563678903
10.0,600.0,6.0,2.0,0.6190308961875797,0.4518947221171825
10.0,100.0,6.0,2.0,0.6223523324840702,0.45037244004455235
8.0,150.0,10.0,3.0,0.5973234953611486,0.4497570173472418
4.0,900.0,2.0,1.0,0.7947021080894991,0.4493819483247171
4.0,1000.0,2.0,1.0,0.7947518568256845,0.4484559118417828
4.0,1000.0,2.0,1.0,0.7947518568256844,0.4484559118417828
10.0,300.0,6.0,2.0,0.6188713024201848,0.44783466167492325
4.0,800.0,2.0,1.0,0.7952492031158707,0.44783084404495166
8.0,100.0,3.0,1.0,0.42451552131218373,0.44661822829660247
8.0,500.0,6.0,2.0,0.6763649190003117,0.44540851091732425
8.0,800.0,6.0,2.0,0.6772073520972073,0.4442886411777417
8.0,100.0,1.0,1.0,0.6390189377729389,0.44342693404846845
4.0,400.0,9.0,3.0,0.7138279596224125,0.44324833146413634
8.0,300.0,10.0,3.0,0.6016428328725845,0.4416894419172398
8.0,700.0,3.0,1.0,0.42064619243908796,0.4408352993329179
8.0,600.0,3.0,1.0,0.42080305030098586,0.4401868767894189
4.0,700.0,9.0,3.0,0.7133213935361562,0.440127979834131
4.0,700.0,9.0,3.0,0.7133213935361561,0.440127979834131
8.0,400.0,3.0,1.0,0.4202308186976894,0.4398976554988372
8.0,250.0,6.0,2.0,0.672724842035822,0.4398621387095958
8.0,250.0,6.0,2.0,0.6727248420358218,0.4398621387095958
8.0,250.0,6.0,2.0,0.672724842035822,0.4398621387095957
4.0,1000.0,9.0,3.0,0.7126469130517754,0.4385952410689937
8.0,50.0,6.0,3.0,0.6207510058641494,0.43855619747327257
8.0,100.0,11.0,3.0,0.5929867801461495,0.43836919228801186
4.0,500.0,2.0,1.0,0.7973425591733039,0.43770314345618666
4.0,500.0,2.0,1.0,0.7973425591733039,0.43770314345618655
6.0,600.0,1.0,1.0,0.7057629731752206,0.437564929731025
8.0,600.0,10.0,3.0,0.6020758290688631,0.43712928307262033
4.0,50.0,9.0,3.0,0.709333767906519,0.4370188498892522
8.0,200.0,6.0,2.0,0.6728851718357272,0.4363936801494849
8.0,200.0,6.0,2.0,0.6728851718357272,0.43639368014948476
8.0,300.0,1.0,1.0,0.636094062990531,0.4360237490250848
6.0,700.0,1.0,1.0,0.7056326589563234,0.4357604992412585
8.0,900.0,10.0,3.0,0.6008299493292176,0.4357595515966678
6.0,900.0,6.0,2.0,0.742819391260856,0.4357330792562245
8.0,700.0,10.0,3.0,0.6024799293529405,0.43535157918285994
8.0,400.0,6.0,3.0,0.6260500597366234,0.43232928634181755
4.0,400.0,2.0,1.0,0.7957045194367126,0.4320005609094697
8.0,250.0,6.0,3.0,0.6277281221858813,0.4317811019025978
8.0,250.0,6.0,3.0,0.6277281221858814,0.4317811019025978
8.0,100.0,6.0,3.0,0.6183751296449534,0.43160813337906423
8.0,50.0,1.0,1.0,0.6448695567755607,0.4310483157572297
8.0,300.0,9.0,1.0,0.5479570803667365,0.4309040132837444
8.0,700.0,9.0,1.0,0.547726124428048,0.43020762591834005
8.0,150.0,9.0,1.0,0.5487803291034816,0.42985960018244984
8.0,100.0,9.0,1.0,0.5444116914812289,0.42882670359432506
6.0,500.0,2.0,2.0,0.7272938033750657,0.42570939000699004
6.0,500.0,2.0,2.0,0.7272938033750658,0.42570939000699004
4.0,900.0,2.0,2.0,0.8106789372736818,0.4239146760000484
4.0,700.0,2.0,2.0,0.8106966232377965,0.42339903836315484
6.0,250.0,6.0,2.0,0.7360031427599711,0.4228673518894177
6.0,700.0,2.0,1.0,0.7103659624144731,0.4222309774623504
6.0,700.0,2.0,1.0,0.710365962414473,0.4222309774623504
6.0,800.0,2.0,1.0,0.7095786270634941,0.42205636492686605
6.0,800.0,2.0,1.0,0.7095786270634941,0.42205636492686605
6.0,1000.0,2.0,1.0,0.7098670178187909,0.42195857113602375
4.0,900.0,6.0,2.0,0.8210287005684294,0.4218890979166252
4.0,900.0,6.0,2.0,0.8210287005684294,0.4218890979166251
6.0,900.0,2.0,2.0,0.7274048986228068,0.4217455922557509
6.0,200.0,6.0,2.0,0.7346642787083488,0.4216239516763364
6.0,100.0,4.0,1.0,0.6291741481399561,0.4202327600159449
6.0,100.0,6.0,2.0,0.7310865281830545,0.4199782515307968
4.0,800.0,6.0,2.0,0.8201733280150172,0.4196838270844995
4.0,50.0,6.0,2.0,0.8039225126836376,0.4170558806172959
10.0,50.0,1.0,1.0,0.5888978147523605,0.41609937761518256
