INCHIKEY,pH_aq,IE,IE_hat_CNL,class_CNL
CDAWCLOXVUBKRW-UHFFFAOYSA-N,6.022857142857143,1.63,1.620814420532058,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,6.022857142857143,1.63,1.6138000159491048,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,6.022857142857143,1.63,1.6087427481073326,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,6.022857142857143,1.63,1.7811617215439195,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,6.022857142857143,1.63,1.7811617215439195,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,6.022857142857143,1.63,1.890152953032543,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,6.022857142857143,1.63,2.1212777538258663,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,6.022857142857143,1.63,2.1078886264138164,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,6.022857142857143,1.63,2.098507079723248,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,2.9221428571428576,1.5,1.5811822041080723,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,2.9221428571428576,1.5,1.5811822041080723,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,2.9221428571428576,1.5,1.5811822041080723,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,2.9221428571428576,1.5,1.5811822041080723,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,2.9221428571428576,1.5,1.5811822041080723,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,2.9221428571428576,1.5,1.6152592579336384,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,2.9221428571428576,1.5,1.6152592579336384,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,2.9221428571428576,1.5,1.6359413067866042,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,2.9221428571428576,1.5,1.6359413067866042,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,2.9221428571428576,1.5,1.6359413067866042,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,2.9221428571428576,1.5,1.6359413067866042,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,2.9221428571428576,1.5,1.6330548327771324,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,2.9221428571428576,1.5,1.6293593345984043,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,2.9221428571428576,1.5,1.6081926015899082,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,2.9221428571428576,1.5,1.7137202714933555,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,2.9221428571428576,1.5,1.7984383471465413,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,2.9221428571428576,1.5,1.5811822041080723,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,2.9221428571428576,1.5,1.5557735679502782,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,2.9221428571428576,1.5,1.5156979875559515,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,2.9221428571428576,1.5,1.5582706429735265,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,2.9221428571428576,1.5,1.5671193532071037,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,2.9221428571428576,1.5,1.6835745340871053,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,2.9221428571428576,1.5,1.5585034510768379,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,2.9221428571428576,1.5,1.5679508430382643,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,2.9221428571428576,1.5,1.6046510635371853,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,2.9221428571428576,1.5,1.6123577526080293,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,2.9221428571428576,1.5,1.6053433480250758,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,2.9221428571428576,1.5,1.5976830069637273,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,2.9221428571428576,1.5,1.7701019804003146,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,2.9221428571428576,1.5,1.7701019804003146,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,2.9221428571428576,1.5,1.8796071237400638,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,2.9221428571428576,1.5,2.110734021432892,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,2.9221428571428576,1.5,2.098732117285339,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,2.9221428571428576,1.5,2.089350570594771,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,7.987500000000001,1.66,1.5570390137741834,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,7.987500000000001,1.66,1.5570390137741834,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,7.987500000000001,1.66,1.5570390137741834,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,7.987500000000001,1.66,1.5570390137741834,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,7.987500000000001,1.66,1.5570390137741834,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,7.987500000000001,1.66,1.595339928766954,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,7.987500000000001,1.66,1.595339928766954,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,7.987500000000001,1.66,1.629573264734518,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,7.987500000000001,1.66,1.629573264734518,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,7.987500000000001,1.66,1.629573264734518,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,7.987500000000001,1.66,1.629573264734518,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,7.987500000000001,1.66,1.6266867907250457,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,7.987500000000001,1.66,1.6229912925463186,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,7.987500000000001,1.66,1.6865990505787423,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,7.987500000000001,1.66,1.810836784614053,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,7.987500000000001,1.66,1.878095156212933,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,7.987500000000001,1.66,1.5570390137741834,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,7.987500000000001,1.66,1.5180790905017905,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,7.987500000000001,1.66,1.4407618142336922,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,7.987500000000001,1.66,1.4969992378682917,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,7.987500000000001,1.66,1.5049321053280853,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,7.987500000000001,1.66,1.621387286208085,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,7.987500000000001,1.66,1.5147170464162867,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,7.987500000000001,1.66,1.6047536308381716,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,7.987500000000001,1.66,1.6392062579946756,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,7.987500000000001,1.66,1.6316013448554525,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,7.987500000000001,1.66,1.6245869402724993,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,7.987500000000001,1.66,1.6195296724307278,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,7.987500000000001,1.66,1.8541067159272662,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,7.987500000000001,1.66,1.8541067159272662,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,7.987500000000001,1.66,1.9644785720311084,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,7.987500000000001,1.66,2.2122675449931064,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,7.987500000000001,1.66,2.171019794873718,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,7.987500000000001,1.66,2.1592663615751233,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,9.24,2.289990541,1.7347571981667436,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,9.24,2.289990541,1.7347571981667436,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,9.24,2.289990541,1.7347571981667436,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,9.24,2.289990541,1.7347571981667436,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,9.24,2.289990541,1.7347571981667436,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,9.24,2.289990541,1.7886276305225097,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,9.24,2.289990541,1.7886276305225097,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,9.24,2.289990541,1.8220053862718562,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,9.24,2.289990541,1.8220053862718562,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,9.24,2.289990541,1.8220053862718562,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,9.24,2.289990541,1.8220053862718562,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,9.24,2.289990541,1.8191189122623843,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,9.24,2.289990541,1.817615960085499,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,9.24,2.289990541,1.8740978326787023,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,9.24,2.289990541,2.004812583970488,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,9.24,2.289990541,2.0807176503693543,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,9.24,2.289990541,1.7347571981667436,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,9.24,2.289990541,1.6966528551125672,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,9.24,2.289990541,1.6193355788444683,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,9.24,2.289990541,1.6902869396238471,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,9.24,2.289990541,1.698219807083641,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,9.24,2.289990541,1.816773575179239,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,9.24,2.289990541,1.7005815515241292,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,9.24,2.289990541,1.7853594895072422,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,9.24,2.289990541,1.8170788105014306,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,9.24,2.289990541,1.8162459385414484,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,9.24,2.289990541,1.8092315339584952,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,9.24,2.289990541,1.804174266116723,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,9.24,2.289990541,2.048036514639466,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,9.24,2.289990541,2.048036514639466,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,9.24,2.289990541,2.1555507192328753,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,9.24,2.289990541,2.41306587051234,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,9.24,2.289990541,2.380223793783021,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,9.24,2.289990541,2.3684703604844257,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,6.824285714285714,1.28,1.5857002928598012,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,6.824285714285714,1.28,1.5857002928598012,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,6.824285714285714,1.28,1.5857002928598012,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,6.824285714285714,1.28,1.5857002928598012,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,6.824285714285714,1.28,1.5857002928598012,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,6.824285714285714,1.28,1.6108195957507143,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,6.824285714285714,1.28,1.6108195957507143,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,6.824285714285714,1.28,1.6416254454749684,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,6.824285714285714,1.28,1.6416254454749684,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,6.824285714285714,1.28,1.6416254454749684,train
